name,HALLMARK_ADIPOGENESIS,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANGIOGENESIS,HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_SURFACE,HALLMARK_APOPTOSIS,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_COAGULATION,HALLMARK_COMPLEMENT,HALLMARK_DNA_REPAIR,HALLMARK_E2F_TARGETS,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_G2M_CHECKPOINT,HALLMARK_GLYCOLYSIS,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEME_METABOLISM,HALLMARK_HYPOXIA,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_MITOTIC_SPINDLE,HALLMARK_MTORC1_SIGNALING,HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V2,HALLMARK_MYOGENESIS,HALLMARK_NOTCH_SIGNALING,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_P53_PATHWAY,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PEROXISOME,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PROTEIN_SECRETION,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_SPERMATOGENESIS,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_UP,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_ESTROGEN_RESPONSE_EARLY.1,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
TCGA-93-A4JP,-0.085800326,-0.346882545,-0.048643329,-0.122189636,0.04579706,0.103578423,-0.130488242,0.277083327,-0.094310397,-0.057216078,-0.033129669,-0.378462343,-0.313572429,0.011140909,0.006560781,-0.072716069,-0.251119362,-0.44045699,0.183239069,0.053939757,-0.251691194,-0.066057143,-0.054101114,0.46071907,0.203580669,0.126440619,0.032248802,0.117732493,-0.435464379,-0.59076085,-0.582239127,0.222968093,0.250788677,-0.504846489,-0.118612879,-0.262993145,-0.141222199,-0.224564114,-0.273423542,-0.353946675,0.019312795,-5.94E-05,-0.030128101,-0.511775357,0.22043091,-0.094696437,0.098264612,-0.044717764,0.011140909,-0.046182788,-0.237088615
TCGA-95-7567,0.167578874,0.23184307,0.000160536,-0.068151278,0.043556971,-0.133786385,0.135919576,-0.140114977,0.230879355,-0.243623836,-0.175077884,0.298802732,0.337890063,0.125352896,0.008734043,-0.202341388,0.401118612,0.069089524,-0.178595,-0.021247783,-0.099939247,0.026091458,0.05934138,0.517551227,0.350719704,-0.035967949,-0.249322888,0.265455625,0.209997923,0.410320779,0.536713325,-0.080638263,0.344858144,0.02949334,0.046959629,-0.237344094,0.079544431,0.166435136,0.139522312,0.041675217,-0.034967998,-0.225828441,0.00306074,0.372103121,-0.086456911,0.096793593,0.005613626,-0.224147209,0.125352896,0.017675029,-0.085088659
TCGA-95-7944,-0.14959036,0.448378823,-0.198888176,-0.002791719,0.054680775,0.198908347,-0.059115805,-0.264717889,-0.320787816,-0.011534268,0.236716197,0.167237672,0.332342023,-0.106442977,-0.052013614,-0.272717811,0.271409787,-0.145151572,-0.356008342,-0.2132751,-0.164408478,0.110333024,0.31151722,0.549753147,0.501286062,-0.073904608,-0.039246009,-0.015080641,-0.060871334,0.383880183,0.547591468,-0.158945795,-0.458847153,0.025843884,-0.147189748,-0.042414771,-0.332654217,0.094408672,-0.235576568,-0.152443784,-0.105130953,-0.172600899,0.11269542,0.193705603,-0.180526703,-0.065365009,0.015898879,0.041615827,-0.106442977,0.213924292,0.124722728
TCGA-95-7947,-0.093062674,-0.230627346,0.080298608,-0.504726012,-0.200143953,-0.028515834,-0.195671253,0.140303332,-0.089058623,-0.414515276,-0.131601511,0.16018502,0.454037758,-0.104410538,-0.139664437,-0.0282473,0.424307124,0.031906373,-0.131693527,0.071157399,-0.263688383,-0.137926831,-0.264180376,0.26131223,0.012564506,-0.123212645,-0.274863101,0.291963069,0.05504045,-0.027104464,-0.090966853,-0.365793665,-0.196758453,0.032480363,-0.291996035,-0.387450757,-0.040250949,-0.019533607,0.165698663,-0.291914917,0.116119577,-0.354096634,-0.420237729,-0.047044517,-0.060047854,-0.112534606,0.077006539,-0.206471189,-0.104410538,-0.262050479,-0.603444957
TCGA-95-7948,0.097270523,-0.428558316,-0.142456558,-0.243158184,-0.166084584,-0.007582284,-0.259410481,-0.098900665,-0.256146497,-0.393307633,-0.419296379,0.213540418,-0.151967667,-0.104389448,-0.000863239,-0.119541156,-0.311503192,-0.080535597,-0.250472955,-0.106076035,-0.240115136,-0.3782119,-0.371699049,-0.191311776,-0.295358412,-0.042018981,-0.336986862,-0.356932208,-0.196204154,0.29239689,0.416306787,-0.14410037,0.104511483,0.334878899,-0.054329742,-0.273628129,-0.008014921,-0.1298891,-0.187435256,-0.033241406,-0.252435343,-0.081454268,-0.351666959,0.261589162,-0.082262202,0.066543723,-0.063662116,-0.148157115,-0.104389448,-0.367936043,-0.340005419
TCGA-95-8039,-0.053086161,0.270252614,-0.28638434,-0.180000672,0.040336124,-0.23363518,0.050457556,-0.007079717,-0.40363764,0.172439174,0.135423784,-0.131363809,-0.353469666,0.008952765,-0.002912484,-0.050239502,-0.334305685,-0.148434374,0.035648704,0.091699357,-0.240409152,0.212320693,0.348002666,0.505452601,0.415708431,0.064065137,0.137531117,-0.025112299,-0.404007417,-0.299425382,-0.314130703,0.077424347,0.20732785,-0.099805029,0.096540933,0.009667616,0.133796993,-0.144037676,-0.213178934,-0.11248293,-0.11075766,0.015820072,-0.088149029,-0.257249357,-0.014008812,-0.19063616,-0.240604848,0.087606554,0.008952765,0.178312661,-0.185735277
TCGA-95-A4VK,-0.147101963,-0.325339781,-0.163778325,-0.485362052,-0.177384614,-0.095065962,-0.156615986,-0.088097977,0.19530322,-0.142666418,-0.321575015,-0.036376268,-0.265576554,0.029546765,-0.059371857,0.006147743,-0.22292083,-0.104802957,-0.251189446,-0.131684395,-0.173827972,-0.194583579,-0.206293019,-0.059848943,-0.180572824,-0.014358332,-0.22496114,0.07948752,-0.387366492,-0.356166028,-0.373110819,-0.029781187,0.114545387,-0.083532161,-0.110895822,-0.292314156,-0.019109344,-0.1840345,-0.311211613,-0.403180831,-0.086089411,-0.038580178,-0.189246427,-0.29860863,-0.016812769,-0.343027261,0.318152666,0.028642497,0.029546765,-0.338343189,-0.376355533
TCGA-95-A4VN,-0.122206624,0.456738972,-0.137368943,0.121456375,0.160767134,-0.018495652,0.292638023,-0.312264585,-0.18135841,-0.026699477,0.225300458,0.051733624,0.443849013,-0.079850947,-0.047541972,-0.318022893,0.453189159,0.052993946,0.127337939,-0.135629625,0.158669356,0.216622874,0.400677801,0.570162766,0.553516633,-0.14269883,0.145947206,0.391666454,0.150089529,0.382517001,0.497167744,-0.089436209,0.151281829,-0.387707058,0.157891738,-0.185985443,-0.143280108,0.278237366,-0.08463837,0.358270463,0.046568711,-0.081373039,0.47115923,0.193831809,-0.224212089,0.183704589,0.072922446,-0.121345196,-0.079850947,0.436548791,-0.17768365
TCGA-97-7547,0.093318661,-0.227193685,0.335397732,-0.082861767,0.247553778,0.208212684,0.067687198,0.244486394,0.125837738,-0.043294005,-0.061533719,-0.442619066,-0.635671467,0.334785629,0.037416966,0.075007586,-0.548107823,0.052006921,0.329011623,0.176284085,-0.076645401,0.078487392,-0.171453352,-0.385557974,-0.291548831,0.067288367,0.148339504,-0.055265057,-0.181066438,-0.458787717,-0.44049608,0.174702379,0.223481584,-0.210878188,-0.052493122,0.215454703,0.271422724,-0.066948906,0.200773252,0.034969469,-0.291223786,0.178070605,-0.152396881,-0.119959651,0.331181149,-0.024611768,0.048807873,-0.055286363,0.334785629,-0.104812465,-0.094277438
TCGA-97-7553,-0.090798911,0.419730195,0.212300622,0.32893211,0.197131668,0.224220337,0.175519493,0.222436019,0.052397424,0.170347964,0.405484699,-0.367592099,-0.16771491,0.030552839,0.008869057,-0.213516514,0.010145232,-0.393358904,0.288181304,0.152868623,-0.111266294,0.301081756,0.509283536,0.393681176,0.428474176,0.065784424,0.388940174,0.237218313,-0.25991262,-0.553702437,-0.602857487,0.089434032,0.003493244,-0.496633881,-0.005919484,0.007713585,-0.113233992,0.016864279,0.022555311,-0.099010639,0.015055171,0.238379098,0.398832983,-0.442929953,0.307063041,0.032746202,0.124957258,0.002364823,0.030552839,0.497826265,0.066233583
TCGA-97-7554,-0.124269663,0.231815324,0.28487384,0.375636361,0.364138994,0.205757074,0.273612629,-0.133534499,0.135132272,0.216823585,0.181043057,-0.163598638,-0.140341753,0.168650341,-0.012846126,-0.275020464,-0.01352204,0.201500469,0.389427887,0.12920499,0.14553628,0.129887212,0.220605902,0.420343739,0.359087586,-0.134659601,0.238587282,0.330370772,-0.008969807,-0.230929636,-0.214763408,0.204820838,0.313925824,-0.429669995,-0.047123941,0.04614967,-0.216542562,0.097994582,0.389982014,-0.375853837,0.095267135,0.37422644,0.147529954,-0.004524243,0.402683303,-0.030205109,0.054725408,-0.06884781,0.168650341,0.297117699,0.517140417
TCGA-97-7937,-0.023171905,-0.411203899,0.25902448,0.044141591,-0.148612118,-0.025903351,-0.018581451,-0.034934069,0.124307028,-0.222189323,-0.305276112,0.112856608,0.276337223,-0.033479881,-0.04963604,-0.105960476,0.22882737,0.038994484,-0.180135959,0.013679099,-0.182019424,-0.329065867,-0.22996812,-0.421495536,-0.330922649,-0.184187013,-0.343427603,0.18682902,0.008906493,0.155009692,0.103930034,-0.12736908,0.227925839,0.034711866,-0.117043052,-0.205302683,-0.032416481,-0.120070303,0.282291675,-0.221796235,0.010687848,0.182850513,-0.321268461,0.009482417,0.128368256,-0.128178423,-0.19477578,-0.181448063,-0.033479881,-0.276383752,-0.195703444
TCGA-97-8171,0.202243418,-0.493960609,0.059735287,-0.439510545,-0.306087771,-0.128239109,-0.366941406,0.033046137,0.159849817,-0.325814131,-0.446219539,0.201468877,0.198239652,-0.124672284,-0.124785751,0.412204171,0.135296251,0.081477761,0.0427127,-0.064448253,-0.249663501,-0.332327983,-0.482125187,-0.275069539,-0.438354974,-0.158000125,-0.372339211,-0.17101154,0.1774634,0.41287087,0.604337405,-0.250692129,-0.070656349,0.414466086,0.114977137,-0.271973708,0.286111275,-0.160886934,-0.272723252,-0.148087062,0.060999428,-0.414080864,-0.473362203,0.045772908,-0.244654968,-0.023735114,0.302958837,0.000929814,-0.124672284,-0.484120006,-0.524879739
TCGA-97-8172,-0.249891011,0.08512554,-0.045534254,-0.141974644,0.199460296,0.058114512,-0.152293004,0.000734308,-0.052331806,-0.19306794,-0.109461933,-0.403659617,-0.600627916,0.002803347,-0.137347846,-0.264864064,-0.490310907,-0.504040881,0.43496723,0.081482859,-0.322665597,-0.019400913,0.025990898,-0.318213102,-0.287534239,0.149932224,0.042010519,-0.03467948,-0.551753416,-0.601233322,-0.574029423,0.315559244,0.035125148,-0.46251577,-0.03653767,-0.19045819,-0.282644701,-0.062185348,-0.237706329,-0.338641703,-0.322085717,0.315670128,-0.219225556,-0.503076216,0.315569021,-0.314447901,0.276215268,-0.213235111,0.002803347,-0.003259438,-0.094025118
TCGA-97-8175,-0.05346437,0.179079296,-0.025216581,0.254598361,0.020482489,-0.01874752,0.195712017,-0.044959473,0.222988099,0.134577461,0.144327189,0.153884761,-0.100983579,-0.03551099,0.090253806,-0.163442434,-0.133713195,0.293428708,-0.135922184,0.027022462,0.350907014,0.243102408,0.295757826,0.449367753,0.317799498,-0.146633704,0.165305509,-0.062638632,0.141267288,-0.028807588,-0.339847255,-0.261666516,-0.076902281,-0.047491616,0.237843221,-0.161135982,-0.168143027,0.23680676,0.355101708,0.172620582,-0.036141867,0.171889013,0.352412748,-0.089024175,-0.167931656,-0.055738843,-0.131129696,-0.034445215,-0.03551099,0.346739752,-0.159582914
TCGA-97-8177,0.278429679,0.338434484,-0.067722534,0.171957655,0.008811684,-0.09649367,0.172920296,0.313500613,0.256273156,0.338889264,0.229471731,-0.035221757,-0.544423599,-0.130589866,0.04474332,0.309629541,-0.61790085,0.075269368,-0.20427145,0.004814135,0.245956955,0.176369672,0.310516862,0.058168734,0.115576724,0.273839991,0.30924915,-0.484574555,-0.026200731,-0.211519762,-0.221447556,0.288247971,-0.052812061,0.413519156,0.17850903,0.483648895,0.245287248,-0.066699474,-0.033755507,0.267544149,-0.174519716,-0.258685729,0.323660109,-0.211122989,-0.223423022,0.083081197,-0.38447773,0.315924974,-0.130589866,0.305326091,0.355898911
TCGA-97-8179,0.111916279,-0.490702614,-0.161196764,-0.201142295,0.149656335,-0.25727262,-0.189210952,0.2167621,0.054879981,0.080359689,-0.174339345,0.064037685,0.107447975,-0.07924255,-0.087661468,0.305059891,-0.039931508,-0.128223632,-0.082185028,0.015163372,-0.317812088,-0.325124665,-0.414794574,-0.426019149,-0.406568018,-0.063739952,-0.29959548,0.182677971,-0.127647345,-0.045254974,0.267344875,0.167760229,0.168412138,0.096233591,-0.25376635,-0.156015555,0.131733833,-0.190935253,-0.053249939,0.321993491,-0.111691479,-0.111846967,-0.419772135,-0.13444945,0.011032172,-0.061119973,0.26345337,0.155075594,-0.07924255,-0.464813697,-0.208472282
TCGA-97-8552,-0.176528086,-0.247326196,-0.338443972,-0.303995833,-0.146724508,0.076801999,-0.251651659,0.336477877,-0.347513486,0.084516198,-0.174140352,-0.33600782,-0.614858695,-0.053167281,-0.044049727,-0.100354423,-0.659784826,-0.395637587,0.162411903,-0.020131666,-0.318051946,-0.217735225,-0.150253693,-0.472671501,-0.377731728,0.307806924,-0.064687214,-0.427120454,-0.574670415,-0.630448041,-0.56408528,0.219316981,-0.096593898,-0.314599058,-0.050843231,0.110777894,-0.01149866,-0.415451837,-0.502988394,-0.279696096,-0.05997777,-0.379186167,-0.327677426,-0.46685434,-0.11342279,-0.302304675,0.017877436,0.06892589,-0.053167281,-0.17049728,-0.340675032
TCGA-97-A4LX,-0.216295275,0.509264503,-0.306066202,0.270460698,0.159123382,0.119347522,0.087411416,-0.039931478,-0.218898944,0.12208439,0.348525227,-0.283646813,-0.304422175,-0.318142972,-0.258616787,-0.185052104,-0.220588266,-0.233360393,0.188762789,0.028342786,-0.080888374,0.150396288,0.512746528,0.490981697,0.472841499,-0.017259668,0.11766995,0.006533433,-0.26541776,-0.467164558,-0.400449086,0.21363153,-0.218844504,-0.435735684,-0.137440088,-0.29648623,-0.01370273,0.056177327,0.035311355,-0.039873182,-0.137166935,-0.215406087,0.003853032,-0.250769724,-0.012976078,-0.105040238,0.057007162,-0.13999983,-0.318142972,0.355232752,0.230153131
TCGA-97-A4M0,-0.155705237,0.250744669,-0.29665128,-0.229891982,-0.080259651,-0.12142457,-0.111877264,-0.206455673,-0.412761532,-0.227689374,-0.135263616,-0.181805335,-0.382859164,-0.086803611,-0.140894464,-0.325378364,-0.375339852,-0.25614246,0.081177287,0.029352177,-0.195436816,0.169377939,0.094173025,0.559344873,0.37212768,0.029321418,-0.027602924,-0.105871496,-0.461822002,-0.379160537,-0.22148367,-0.063320702,0.102617127,-0.400800022,-0.042701037,-0.209432639,-0.067686822,-0.075466955,-0.185402092,-0.115069742,-0.324745153,-0.314373987,-0.016996904,-0.352960875,-0.105547653,-0.172242683,-0.020363903,-0.159024959,-0.086803611,0.132425115,-0.534135906
TCGA-97-A4M1,-0.061237035,-0.306865162,-0.388095342,-0.268605717,-0.055040278,-0.057397032,-0.307277284,0.172647992,-0.099109076,-0.003018304,-0.278769556,-0.134657559,-0.571364947,-0.200337417,-0.180549907,0.110168116,-0.59894248,-0.439777291,-0.023531075,-0.06111592,-0.389803268,-0.306602991,-0.204737587,-0.231866939,-0.353448372,0.099240562,-0.196833663,-0.328902524,-0.502498256,-0.533277848,-0.497323489,0.225975112,0.045988922,-0.203664232,-0.09057496,0.035340273,-0.040088012,-0.316857319,-0.418253413,-0.104336908,-0.197522778,-0.264034702,-0.410296919,-0.491500377,-0.117892957,-0.238790183,-0.083970391,0.002007837,-0.200337417,-0.297913344,-0.433509957
TCGA-97-A4M2,-0.031248439,0.166048605,-0.344012026,-0.381623795,-0.08176751,0.046953453,-0.24417544,0.22906782,-0.13796027,-0.050788773,0.029705479,-0.355637242,-0.672365765,-0.187033608,-0.15947222,0.047669915,-0.639814427,-0.51370167,-0.006326994,-0.041373858,-0.353636333,-0.076297822,0.187016415,-0.017654543,0.03083426,0.194357402,0.049117863,-0.34341926,-0.505479623,-0.651107734,-0.507191032,0.205331689,-0.148010489,-0.350500219,0.027573168,-0.270318635,0.039407478,-0.263887856,-0.504770345,0.056708396,-0.142017298,-0.275998096,-0.172675733,-0.459200592,-0.146333119,-0.168827796,0.151702082,0.090949691,-0.187033608,0.11310592,-0.446533989
TCGA-97-A4M5,-0.067903641,-0.234796074,-0.228052133,0.231007548,0.102608533,0.094594235,-0.213253205,-0.17276275,-0.339365827,0.068470865,-0.074400387,-0.402460307,-0.639313065,-0.011283934,-0.102042902,-0.115552715,-0.558922907,-0.435473871,0.5004989,-0.101500008,-0.312080699,-0.104492676,-0.127484897,-0.007924102,-0.117839824,0.316321354,-0.072437237,-0.207729305,-0.58160726,-0.543323988,-0.202811806,0.295766566,-0.074658223,-0.164336655,-0.156498403,0.098281819,-0.284288082,-0.22087794,-0.323346112,-0.299448755,-0.121922485,-0.011211111,-0.327312075,-0.392151124,0.062692738,-0.24989355,0.245194807,-0.008408252,-0.011283934,-0.178291932,-0.037573043
TCGA-97-A4M6,-0.154363122,0.184245819,-0.127094643,-0.30206123,-0.055966846,0.137607062,0.203512595,0.077845821,-0.263093783,0.098135578,0.181205064,-0.142613158,-0.553168354,-0.061915868,-0.200151546,-0.064924803,-0.477712729,-0.170473688,0.127476821,0.009362177,-0.202719785,0.100695345,0.345843456,0.606524008,0.489621951,0.024733228,0.036484554,-0.234525299,-0.398109378,-0.555269238,-0.530026938,0.159386521,-0.108722193,-0.404820972,0.065008392,-0.020024985,0.009039133,-0.021765293,-0.263025929,0.011981667,-0.26206375,-0.132534418,-0.077507596,-0.435874186,-0.033180517,-0.210844195,-0.026781993,0.108414154,-0.061915868,0.171918978,-0.169481204
TCGA-97-A4M7,-0.362569223,0.197473902,-0.380670896,0.259623625,0.045542204,-0.094745659,-0.068035685,-0.010934376,-0.361258968,0.146807514,0.069265124,-0.348126025,-0.501998162,-0.198225612,-0.243819308,-0.3063133,-0.504665936,-0.269345737,0.298072641,-0.116838099,-0.222284121,0.143390512,0.288830257,-0.119294931,0.118101426,0.314244626,0.204132149,-0.177376013,-0.438030035,-0.603064248,-0.622494593,0.233529569,-0.143116027,-0.510488305,0.112113596,-0.126544016,-0.183883093,-0.177859401,-0.332539134,-0.419539698,-0.090310703,-0.262820017,0.062289625,-0.409909201,-0.126833205,-0.331503499,-0.083005913,0.006347221,-0.198225612,0.096134747,-0.066589662
TCGA-99-7458,-0.151118709,0.402018845,0.035112492,0.189962821,0.130611262,0.142087008,0.103505513,0.11608155,-0.317626513,0.064745418,0.24370329,-0.453869594,-0.458426536,0.027776749,-0.065270525,-0.15411035,-0.370923993,-0.223569864,0.455494583,0.143369517,-0.125651899,0.193930288,0.20117635,0.237852929,0.267227454,0.030890391,0.327240479,0.029423698,-0.314198799,-0.416476813,-0.480330109,0.047971743,0.126679622,-0.509745095,-0.218788991,0.287811108,0.010966706,-0.163324585,0.230309509,-0.267041295,-0.068101384,0.209417174,-0.079178026,-0.270886425,0.330641706,-0.276083342,-0.095460847,-0.147079825,0.027776749,0.221428133,0.138846364
TCGA-99-8025,-0.011688,-0.433965902,-0.223414351,0.107700272,0.075383582,0.115696783,-0.029070608,-0.180440532,0.247027583,-0.052950221,-0.296746559,0.013721467,-0.209701423,0.004658225,-0.218991732,-0.249075975,-0.191387431,-0.064095881,-0.093573461,-0.122030344,-0.006721827,-0.237920886,-0.452644341,-0.394388832,-0.416318613,-0.027521081,-0.185750524,-0.058064177,-0.16404489,-0.042797847,0.212534989,0.130013266,0.364883351,-0.048999229,-0.115339851,-0.132214058,-0.062932323,-0.229087997,-0.397735693,0.194411708,0.091976905,0.069936937,-0.184397109,-0.060741568,-0.032771393,-0.003596072,0.10705221,-0.058042789,0.004658225,-0.270605046,0.252213073
TCGA-99-8028,-0.166173882,0.609239757,-0.18855466,0.492389822,0.168210764,0.312195567,0.375152474,-0.033160558,-0.237417404,0.401904826,0.437655921,-0.192533053,-0.494095009,-0.152767327,-0.098533095,-0.194487502,-0.487023935,-0.155188211,0.22753664,-0.034956576,0.360721812,0.401044854,0.51624114,0.470067405,0.542877481,0.114469935,0.441593501,-0.38823855,-0.183331338,-0.357079673,-0.491735603,0.366407454,-0.052088631,-0.030059812,0.223830063,0.298195044,-0.14099618,-0.045629029,-0.316533248,0.170411058,0.019884766,-0.046034076,0.583293873,-0.124825864,-0.063967597,0.188515919,0.10662871,0.031558169,-0.152767327,0.515450271,0.547388647
TCGA-J2-8192,-0.168279938,0.150639781,0.093941601,0.510847987,0.292429824,0.333705511,0.279499238,-0.087284251,-0.302088131,0.257527525,0.268776569,-0.489289655,-0.545737582,-0.02889014,-0.151632688,-0.188845128,-0.476251352,-0.010642326,0.526494546,0.04892778,0.312252012,0.200878744,0.254823748,0.095187897,0.300113424,0.24337051,0.402195197,-0.012928936,-0.301315653,-0.602657569,-0.670944487,0.216117407,0.177743136,-0.531235632,0.124201328,-0.371309339,-0.270161499,-0.087013776,0.143690364,-0.379059619,-0.108146967,0.319548685,0.402114053,-0.43240424,0.457045926,-0.288533713,-0.025551364,-0.129799936,-0.02889014,0.417382443,0.608339909
TCGA-J2-8194,0.301419791,-0.251371435,0.100205346,0.369019252,-0.082873846,-0.123536715,0.003897992,0.10952063,-0.270072729,0.007874005,-0.010755951,-0.372373512,-0.529063736,0.055776171,-0.049745746,0.268680763,-0.485002203,-0.074599548,0.185114098,0.082835847,0.179311222,0.037323933,0.02502211,-0.48823176,-0.273805843,-0.142241618,0.106875251,-0.148466672,-0.000435909,0.092477567,0.163660156,-0.142583867,0.010017432,0.09058795,0.009922099,-0.001055423,0.076343405,-0.068840198,0.189650707,0.204210717,-0.187202048,0.2963909,0.264874476,0.062254648,0.244849004,0.077047784,0.258845535,0.213159392,0.055776171,0.097259053,0.155507123
TCGA-L4-A4E6,0.076472326,0.271677594,-0.15385416,0.224253819,0.088988414,0.117513253,0.032722987,0.266166115,-0.132585299,0.283817284,0.318341411,-0.435007479,-0.654582673,-0.090829031,-0.034732275,0.005277987,-0.60907011,-0.441509261,0.228805677,0.114684769,-0.035819655,0.237913637,0.408711056,0.066691157,0.176531246,0.225447594,0.301198938,-0.295710874,-0.462978967,-0.677459576,-0.639440395,0.337112383,-0.167917029,-0.355466938,0.185859916,0.232786555,-0.039776676,-0.111428125,-0.298050831,-0.025037324,-0.157692757,0.178567612,0.348917298,-0.464835304,0.138481351,-0.016038814,0.041044709,0.105634412,-0.090829031,0.381205574,0.079477103
TCGA-L9-A50W,-0.02254761,-0.236106867,-0.216757676,0.141026067,-0.095306501,0.030676957,-0.0960557,0.272499072,0.102330466,0.273360388,-0.127336347,-0.106523522,-0.511655994,0.000827024,0.006393614,-0.000153321,-0.433355576,-0.136318639,0.082918818,0.006996226,-0.031305582,-0.03180782,-0.093420879,-0.056501315,-0.231984658,0.101062638,-0.111700167,-0.31206732,-0.274197343,-0.507654554,-0.449227241,0.077323987,0.161997557,-0.339345119,0.041994452,-0.113101276,0.195123809,-0.256471634,-0.366423407,-0.1534478,-0.118139011,0.04378028,-0.234961676,-0.321266333,-0.169670922,-0.075083444,0.055308734,0.189793754,0.000827024,-0.130959818,-0.262530424
TCGA-L9-A5IP,0.186823459,-0.169586177,0.06582426,0.126093499,-0.058538822,0.176872559,0.14892306,0.031698117,-0.088757164,-0.022613641,0.08576586,0.178017101,0.208150879,0.240939187,0.157394283,0.034290321,0.275024813,0.253794594,0.021139248,-0.035870912,0.232061523,-0.098662922,-0.082339703,-0.126536474,-0.029442872,0.003872942,-0.074910299,0.124300772,0.302741405,0.411868174,0.475793272,-0.205719072,-0.015645373,0.358978451,0.14912046,-0.047565456,-0.029672957,0.057368581,0.119035026,0.503556543,-0.051727648,0.251260874,0.442353459,0.294932011,0.032561088,0.226948668,0.189481632,0.028041442,0.240939187,0.024987494,0.088813909
TCGA-L9-A743,-0.170883734,0.512604648,-0.050821825,0.492305648,0.250957981,0.36956105,0.324303735,-0.004556802,0.102598578,0.314239451,0.366228391,-0.306758975,-0.189626651,0.185566099,0.137485209,-0.294810241,-0.114011228,-0.186398036,0.116573001,-0.101947808,0.260158609,0.45673063,0.49528159,0.446072913,0.495271103,0.175547279,0.383396966,0.053896573,-0.220805157,-0.28226286,0.031163689,0.190457162,-0.016359134,-0.415523672,0.220553555,0.037754569,-0.101077902,-0.089030787,-0.419733803,0.022764253,0.056655913,-0.098163917,0.594210368,-0.052620773,0.100328233,0.032626556,0.135325123,0.09235195,0.185566099,0.539429975,0.41720629
TCGA-L9-A7SV,-0.088131284,-0.502431392,-0.315798644,-0.524977285,-0.21991959,-0.485978291,-0.377770845,0.024367146,-0.116195069,-0.441850653,-0.476430441,0.214017587,0.319734844,-0.247066243,-0.32108698,-0.084653055,0.243105043,-0.227111746,-0.268477778,-0.103871537,-0.345728009,-0.40128037,-0.498618533,-0.442872969,-0.521622513,-0.155318543,-0.467514825,0.194538412,-0.320649131,0.160791376,0.331566069,-0.244807707,-0.020280294,-0.086266068,-0.309783822,-0.350756709,-0.009613417,-0.184713076,-0.343757877,-0.463951045,0.133288548,-0.403346697,-0.422014694,-0.06785883,-0.276323105,-0.302764083,-0.132396161,-0.21463749,-0.247066243,-0.498839232,-0.552551773
TCGA-L9-A8F4,-0.300201702,0.200617491,-0.267480893,-0.376577349,-0.088510408,0.038877426,-0.261182254,-0.265051481,-0.196219938,-0.222662614,-0.222793887,-0.001991155,0.294512633,-0.18178161,-0.216346511,-0.388855596,0.304156834,-0.228480456,-0.177906581,-0.294582653,-0.187894951,-0.116300884,-0.193981325,-0.472105031,-0.351236717,0.133855486,-0.303884189,0.103693866,-0.274362346,0.207128701,0.387623533,0.141286318,-0.236841261,-0.330419553,-0.163646958,-0.243520479,-0.201418442,-0.211944378,-0.450452625,-0.185777203,0.071749018,-0.311857448,-0.300968906,0.016017859,-0.262226933,-0.114445303,0.133868936,-0.223731993,-0.18178161,-0.22540101,-0.221628346
TCGA-MN-A4N1,-0.072383822,-0.464627646,-0.203858367,-0.27509175,0.076630298,-0.190402679,-0.303902712,-0.116606582,0.137929762,-0.021767098,-0.396978336,0.213358068,0.208032057,0.014072542,0.023896837,-0.093925375,0.084547149,0.16957897,-0.195248252,-0.235069275,-0.210121404,-0.359639157,-0.452041431,-0.580240934,-0.500429099,0.002664818,-0.326846237,0.069928162,-0.052403449,-0.077170591,0.219943328,0.082763141,0.027764725,0.154954263,-0.133744426,-0.449735501,-0.02577324,-0.140531397,-0.195683925,-0.071808927,0.189976462,-0.27574468,-0.358555022,-0.082755856,-0.289732361,-0.154765633,-0.225788215,-0.144825092,0.014072542,-0.398896967,-0.097323074
