name,HALLMARK_ADIPOGENESIS,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANGIOGENESIS,HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_SURFACE,HALLMARK_APOPTOSIS,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_COAGULATION,HALLMARK_COMPLEMENT,HALLMARK_DNA_REPAIR,HALLMARK_E2F_TARGETS,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_G2M_CHECKPOINT,HALLMARK_GLYCOLYSIS,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEME_METABOLISM,HALLMARK_HYPOXIA,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_MITOTIC_SPINDLE,HALLMARK_MTORC1_SIGNALING,HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V2,HALLMARK_MYOGENESIS,HALLMARK_NOTCH_SIGNALING,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_P53_PATHWAY,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PEROXISOME,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PROTEIN_SECRETION,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_SPERMATOGENESIS,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_UP,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_ESTROGEN_RESPONSE_EARLY.1,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
TCGA-62-A46P,0.159840863,-0.317053595,-0.152766486,0.049493984,-0.304893176,-0.245386702,-0.202234848,0.003459546,0.180245059,0.037723018,-0.263365948,0.170768071,-0.470062131,0.004834873,0.132142581,0.215669411,-0.501937911,0.026644208,-0.175102594,-0.134687272,-0.100523131,-0.11546574,-0.200449841,-0.130917614,-0.294328482,0.00816853,-0.170743637,-0.446293172,-0.116757532,-0.173168823,0.083556206,-0.058942946,-0.080275477,0.42269243,0.055332928,-0.025903292,0.101804324,-0.14808698,-0.029402679,0.04491868,-0.173460701,-0.186089452,-0.194502747,0.240094887,-0.319437149,0.077713421,0.047477884,0.059399891,0.004834873,-0.302553654,-0.424198962
TCGA-62-A46S,0.039417994,-0.12762108,0.323175861,-0.036163077,-0.200036417,-0.251884963,-0.238702757,0.234071804,0.114713346,0.027752408,-0.075469685,-0.198801392,-0.545562271,0.037931276,-0.034920174,0.151019265,-0.495601856,-0.14312594,0.026843605,0.111482767,-0.072597816,0.053163234,-0.075645816,-0.295388037,-0.257190893,-0.018846778,0.137419484,-0.339956051,-0.232943134,-0.362691425,-0.376851042,-0.107390374,-0.040525384,0.048715824,-0.110637214,0.071914865,0.056896359,-0.192173708,0.181435722,-0.206364341,-0.050922353,0.055863626,0.09490345,0.05165182,0.125262332,-0.018572805,0.041543549,-0.022967171,0.037931276,-0.088750737,-0.401638014
TCGA-62-A46V,0.120719374,-0.482258289,-0.320821277,-0.140648226,0.039843743,-0.310043037,-0.146816323,0.010112889,-0.100051728,0.110062209,-0.20252756,0.0469663,-0.191212904,-0.267676932,-0.266369884,0.205855042,-0.235799331,-0.016113625,-0.153069804,-0.001950522,-0.157371364,-0.347910567,-0.445529438,-0.447140594,-0.469202462,-0.068154425,-0.268024682,-0.169853942,-0.23270746,-0.180436774,-0.239790822,0.177432476,-0.049666952,0.064456299,-0.0773544,-0.101288266,0.114819983,-0.263496395,0.021047204,-0.156044833,-0.009798238,-0.421425053,-0.394869551,-0.005531924,-0.264643406,-0.040335795,-0.144536368,0.079520382,-0.267676932,-0.422580763,0.052042163
TCGA-62-A470,0.253600053,-0.436001536,-0.018776861,-0.290880289,-0.360190609,-0.38925298,-0.289412497,0.13465172,0.03187881,-0.143145459,-0.180340582,-0.024635991,-0.026857798,-0.140027143,0.032645957,0.321972708,-0.056989081,-0.00329648,-0.044989799,0.064736828,-0.049831143,-0.206185509,-0.3857354,-0.48717372,-0.474638044,-0.047602652,-0.210405061,-0.22848285,0.181042365,0.004556651,0.115311365,-0.1830494,-0.159507726,0.293153636,-0.116429145,0.299505827,0.15810199,0.016230909,-0.007120189,0.145198666,-0.002089596,-0.114545087,-0.196947634,0.043706063,-0.180310717,-0.060393112,0.016167943,0.18366092,-0.140027143,-0.305272968,-0.504561026
TCGA-62-A471,0.202384812,-0.331493722,0.071172546,-0.236787369,-0.212213306,-0.034924171,-0.065224553,-0.182007417,0.113632886,-0.133837306,-0.099392896,0.233925764,0.489885186,0.125618429,0.167757196,0.266485453,0.432789237,0.31144624,-0.200752652,-0.053417523,0.122562321,-0.17068929,-0.229115205,0.165623219,-0.127484507,-0.003036105,-0.277285554,0.220883108,0.372522783,0.489795302,0.462832665,-0.200230886,-0.14527497,0.532792953,0.065069237,-0.107790952,0.087001762,0.155869514,-0.075981723,0.501598191,0.095039994,-0.162606993,0.005520329,0.346612947,-0.311482092,0.005182612,-0.018514279,0.296311708,0.125618429,-0.31338071,-0.339231493
TCGA-62-A472,-0.066917138,0.147489619,-0.229231262,-0.27928252,-0.277070689,-0.26759846,-0.05133135,-0.154129785,-0.281690333,-0.269419722,-0.130917019,0.142670166,0.326354987,-0.15946184,-0.115916034,-0.015665457,0.310153354,-0.092961113,-0.131413426,0.022719138,-0.128703025,-0.090661388,-0.095649527,0.427460698,0.301820152,-0.155223006,-0.188917728,0.019569584,0.037604034,0.366157018,0.388441249,-0.146798601,-0.181262846,-0.020711828,-0.134881196,-0.116843295,0.011945098,-0.068401639,-0.069824405,-0.054086808,0.010524182,-0.220477753,-0.200022735,-0.082543022,-0.215942837,-0.045744467,-0.072144677,-0.173361929,-0.15946184,-0.059841976,-0.487621688
TCGA-64-1676,0.277588933,0.442705091,0.054945455,0.340514164,-0.151706304,0.168979942,0.356842692,0.099157879,0.188431954,0.224836946,0.325927338,0.295029369,0.166662411,-0.114573309,0.112932655,0.331344286,-0.057807755,0.335054663,-0.343022255,-0.028784701,0.240267915,0.131084756,0.35544561,0.258020636,0.311750069,-0.201818787,0.297176327,-0.382598074,0.300593461,0.372556788,0.107234977,-0.039487558,0.024164344,0.518236441,0.154575242,0.26395334,0.275549917,0.006204485,0.149771605,0.43377463,-0.123927041,0.053591498,0.345511318,0.059408067,-0.220969344,0.247872031,-0.464136918,0.247017351,-0.114573309,0.337261162,0.326236211
TCGA-64-1678,0.055502505,-0.350567864,-0.092154944,-0.267718915,-0.411214696,-0.405182368,-0.279670567,-0.041481096,0.121963856,-0.26167182,-0.344430186,0.314447492,0.521302891,-0.175907976,0.081884994,0.208221629,0.404572533,0.14226819,-0.352182536,-0.263981265,0.036059151,-0.264292907,-0.427339687,-0.500250148,-0.426953686,0.02902719,-0.306160905,-0.304262286,0.376507115,0.55603827,0.462612378,-0.24401684,-0.265664567,0.497027662,-0.190992262,0.384129945,0.124564709,-0.137182577,-0.048422469,0.165265382,0.349586089,-0.139504679,-0.363291452,0.244641705,-0.387110836,0.110318454,-0.440529638,-0.06208484,-0.175907976,-0.419456782,-0.315959837
TCGA-64-1679,-0.167149443,-0.040578637,0.299344546,0.501752745,0.45019903,0.348672614,0.146789173,-0.173601813,0.010058502,0.315293755,0.145213979,-0.291562926,-0.166378635,0.262576849,0.149564586,-0.281073325,0.117391064,0.250803607,0.356441329,0.060711323,0.404868679,0.080060759,0.255741443,-0.195220591,-0.081662088,0.19122292,0.209260217,0.268352605,-0.019698258,-0.307019259,-0.439953855,0.331362631,0.340929781,-0.459473872,-0.010543174,0.164898671,-0.192209436,0.085952265,0.070132185,-0.231926816,0.072602285,0.282645302,0.18695395,-0.13170861,0.469026087,-0.021599007,0.215426296,-0.150401642,0.262576849,0.317688305,0.651316457
TCGA-64-1680,0.248329953,-0.230513211,-0.061372257,-0.4551498,-0.29198031,-0.270728738,0.087743786,0.166186105,0.049990603,0.066277933,-0.194026663,0.198336939,-0.225008347,-0.045668686,0.132025935,0.265477625,-0.389552442,0.063513754,-0.347285079,0.004317577,-0.119448925,-0.19255163,-0.079864122,-0.291471536,-0.246520196,0.09592849,-0.066233372,-0.419876698,-0.026910518,0.260214546,0.03049381,-0.287174881,-0.1599827,0.39773044,0.228431966,0.195535877,0.241353465,-0.26206709,0.04328029,-0.103037903,-0.022579018,-0.22798411,-0.061446865,0.02911814,-0.16003933,-0.062505622,-0.395461398,0.062857393,-0.045668686,-0.151242671,-0.366642034
TCGA-64-5774,-0.04428751,-0.415015456,-0.060217067,-0.163510314,-0.279145541,-0.192124291,-0.251658352,-0.254318449,-0.346630979,-0.276975652,-0.357955924,0.158651066,0.486304426,-0.097907732,-0.123647993,-0.046989638,0.507624541,0.16401154,-0.109220266,-0.170185605,0.134890368,-0.201416851,-0.371621466,-0.399814179,-0.388431337,-0.170422742,-0.163680067,0.200801874,0.18749745,0.406284284,0.349594619,-0.221358459,-0.086546301,0.288730822,-0.195418661,-0.017084967,-0.010592428,-0.05046132,0.082112645,-0.38505632,0.267267222,-1.56E-05,-0.114147358,0.359574756,-0.188588372,-0.037091629,0.251668616,-0.266920782,-0.097907732,-0.304148067,-0.14176917
TCGA-64-5778,0.088569168,0.410954615,-0.279331853,-0.420829263,-0.267697682,-0.019032236,0.037066192,-0.029063329,-0.12656177,-0.043897567,0.10751833,0.350458824,0.153671775,-0.265402219,-0.007313868,0.202524562,-0.213904262,0.06522928,-0.543097406,-0.204826033,-0.188180396,0.039940745,0.091677999,0.570148239,0.437733691,-0.127499898,0.036405986,-0.368112274,-0.101163068,0.355656861,0.221045045,-0.255472701,-0.219695618,0.431594941,-0.041828862,-0.143732667,0.194382925,-0.134066075,-0.187863881,0.215638995,0.018117566,-0.351210352,-0.045403635,-0.149591261,-0.394349167,0.084627429,-0.321838833,0.000137679,-0.265402219,0.059869743,-0.441624047
TCGA-78-8660,0.047580523,0.382213367,-0.200178745,-0.236213764,-0.007658103,0.06506451,0.09001552,-0.08691276,-0.188053655,-0.071547063,0.221518901,0.23372986,0.442261383,-0.053212092,0.034205955,-0.042696784,0.391129531,0.200425708,-0.487846681,-0.081876823,0.011143769,0.230029423,0.291895555,-0.158901854,0.003443828,-0.043164211,-0.045636295,0.237084375,0.292804598,0.437897848,0.574966631,-0.043668231,-0.077497834,-0.154750978,0.16702248,-0.313485746,-0.07978811,0.080395705,-0.219208075,0.382252723,0.030213328,-0.08290347,0.050969085,0.371295871,-0.309881272,0.246765756,0.031513566,0.180037565,-0.053212092,0.148746029,-0.219254978
TCGA-83-5908,-0.379684438,0.469321264,-0.039546803,0.031095204,0.179921132,-0.016958384,0.242267742,-0.324662327,-0.270669261,-0.083939688,0.235478897,0.103742045,0.648206057,-0.211005947,-0.135875282,-0.381991971,0.647177561,-0.05134907,0.007615059,-0.236023586,-0.136411892,0.221762189,0.238441368,0.614107413,0.56725063,-0.311405044,0.170623987,0.505303909,0.163536679,0.498661987,0.470399714,-0.333928204,-0.065443696,-0.358528229,0.059529111,-0.263673645,-0.335280261,0.309851008,-0.127226778,-0.271832251,0.040722294,0.172000945,0.422813685,0.185884411,0.125582907,-0.05392477,-0.168500346,-0.287325096,-0.211005947,0.375091388,0.241247529
TCGA-86-7701,-0.251650569,0.361371447,0.220883964,0.275038047,-0.277752121,-0.040919403,-0.043096628,-0.226231874,-0.198173877,-0.161575186,0.115598066,-0.193090226,0.387596311,-0.038221022,-0.007511699,-0.219214355,0.462884483,-0.064400931,0.02806144,0.005702762,0.024055417,0.176003077,0.240018713,-0.131120679,0.240758468,-0.012545994,0.113164308,0.05328998,0.213214195,0.268171607,-0.027885795,-0.291109311,-0.068844944,-0.039614677,-0.315587197,0.316571283,-0.164591925,0.119532694,0.296587819,-0.403633734,0.118112277,0.254944875,-0.11385972,0.323712296,0.18352228,-0.047434148,-0.035113896,-0.232965205,-0.038221022,0.159014117,0.201988812
TCGA-86-7711,0.218926793,0.228963202,0.322166192,0.309800698,-0.078197689,0.022282479,0.139059053,0.075273081,0.243656876,0.012171519,0.127551458,-0.146961974,0.375132483,0.105895886,0.020917801,0.070434361,0.442477663,0.240207427,-0.201027321,0.099220823,0.118363975,0.086776265,0.370741339,-0.163290238,0.078495587,-0.21925124,0.102680715,0.253603505,0.462170919,0.233145581,0.370037629,-0.056072706,0.173658758,0.100658059,-0.002645598,-0.114695302,0.01733044,0.382436644,0.289886545,0.350478849,0.079376528,0.031250331,0.358655573,0.289997954,0.071043654,0.194076234,-0.142330918,0.13275325,0.105895886,0.351975135,0.390496152
TCGA-86-7713,-0.010041639,-0.422491923,0.054228336,-0.090644795,-0.282259273,-0.146438949,-0.36013142,-0.038104796,-0.090575585,-0.274838273,-0.282246056,0.099785965,0.406467861,-0.085283352,-0.113333241,-0.010137276,0.453593028,0.024990309,-0.017280068,-0.176584418,-0.132946533,-0.233989827,-0.349558122,-0.213089001,-0.311929136,-0.099570532,-0.216240732,0.34292461,0.100664584,0.295726365,0.516557636,-0.310646689,-0.027094543,-0.182289656,-0.235804261,0.200511756,0.021111485,-0.051727736,0.015826201,-0.350459907,0.19703829,0.074806486,-0.350808913,0.263313832,0.031743439,-0.165106603,0.159451021,-0.223688201,-0.085283352,-0.235673315,-0.44443176
TCGA-86-7953,0.035963495,0.223499516,0.214389237,0.223625475,-0.081049233,-0.059928095,0.143314595,0.05700575,-0.069198236,-0.155216135,0.064933966,-0.038053755,0.455797555,-0.031950897,-0.156276881,-0.052383997,0.481606277,0.07035256,0.270854462,0.06914772,0.131581408,0.12687286,0.085486494,-0.282661059,-0.124775041,-0.137289807,0.056321191,0.379517256,0.216903597,-0.009109791,0.270862287,-0.224981734,-0.0028812,0.214415248,-0.086524921,-0.340167579,0.072790176,0.176237129,0.14595899,0.041158287,0.166785237,0.154064302,0.371313398,0.087312064,0.056402466,0.157544744,-0.200994609,-0.185936884,-0.031950897,0.356682383,0.008586069
TCGA-86-7955,0.237473027,-0.46176154,0.134232803,-0.544597463,-0.321076248,-0.150184553,-0.283733218,0.047147544,0.289673916,-0.340266058,-0.405839845,0.274123401,0.475800659,-0.070592465,-0.081424716,0.154638598,0.368146249,0.297232051,-0.220523581,-0.024135429,-0.061300389,-0.352107207,-0.452100082,-0.355726609,-0.403595164,-0.234721492,-0.47424086,0.233583201,0.371407472,0.432465688,0.528845275,-0.427681949,-0.454132395,0.449187665,-0.312071458,-0.319249554,0.215609234,-0.024708869,0.301194194,-0.060034565,0.231767922,-0.191388952,-0.368440858,0.336080027,-0.288458024,-0.259488052,-0.266966562,-0.097031222,-0.070592465,-0.436031478,-0.535921243
TCGA-86-8054,-0.106399709,-0.490083286,0.000627979,-0.388777702,-0.259218254,-0.213939401,-0.345881993,-0.257502749,-0.314285819,-0.400317852,-0.411039066,0.272999319,0.61239303,-0.111037562,-0.074638094,-0.147236089,0.589172966,0.014597189,0.201795031,-0.191735329,9.77E-05,-0.355558312,-0.513540347,-0.656344543,-0.582990133,-0.181781639,-0.142019302,0.25774311,0.334727169,0.586561909,0.346397304,-0.263994509,0.019740726,0.409198888,-0.186644086,0.51012857,-0.162146673,-0.019731361,0.288247052,-0.424739936,0.325620134,-0.138405225,-0.427777885,0.395399982,0.043493221,-0.019851453,0.084512416,-0.31155904,-0.111037562,-0.444852494,-0.275334927
TCGA-86-8073,-0.152040536,-0.30806507,0.135214077,-0.206754213,-0.056748521,-0.209587806,-0.264012877,0.039669132,0.069286913,-0.134325666,-0.152383734,-0.355199521,-0.325622717,-0.006956892,-0.10751902,-0.041765055,-0.209974817,-0.222410956,-0.172316601,0.046822208,-0.259664544,-0.278823151,-0.260645144,-0.362110155,-0.381035818,-0.039471931,-0.232972393,0.226832639,-0.183899393,-0.317280211,-0.376967711,-0.002682644,0.068098259,-0.414820473,-0.164055685,-0.331690311,0.044978714,-0.097425332,0.25220874,0.128037941,0.116542754,-0.07086701,-0.393659474,-0.222946676,0.210879001,-0.207376602,-0.099913079,-0.040254576,-0.006956892,-0.30008345,-0.152927498
TCGA-86-8075,-0.242823797,-0.029210104,0.197428385,0.469479785,0.392414731,0.188965554,0.311037518,-0.115071116,0.077030714,0.14158334,0.170009432,-0.220481264,0.225047266,0.143643759,-0.018513899,-0.332572129,0.231346035,0.337452467,0.379357411,-0.080138349,0.288998449,0.215529871,0.287422133,0.319959875,0.320082701,0.079837785,0.384148695,0.283933698,0.206604664,-0.286233644,-0.460063027,0.23974448,0.264692165,-0.512197524,0.117499997,-0.307268276,-0.149132393,-0.09548983,0.225277939,-0.259590383,0.045959823,0.389852031,0.484408551,-0.193762445,0.434568866,0.068513729,0.132198274,-0.179246364,0.143643759,0.37505825,0.637801281
TCGA-86-8076,-0.034466588,0.445081967,-0.131760279,-0.248300052,-0.273377756,-0.077902222,-0.120851484,0.038534645,-0.432970283,-0.068502303,0.120843447,-0.294050828,-0.585674219,-0.094783,-0.185731093,0.067213899,-0.551740968,-0.283882451,0.043836275,0.108548933,-0.040673879,0.109750532,0.174703855,-0.04469529,0.215010876,0.034470846,0.196917861,-0.356268275,-0.41256589,-0.088585728,0.038379581,-0.136814517,-0.333063417,0.133191589,-0.02173454,0.294103285,-0.070057661,-0.020097475,-0.229959358,-0.02325883,-0.002152327,-0.236880378,0.162698958,-0.030393142,0.08027411,-0.007561662,0.09992344,-0.003428319,-0.094783,0.216034575,-0.301622605
TCGA-86-8279,0.003382377,-0.407991662,-0.007541301,-0.181909109,0.130094772,-0.018310886,-0.068345822,-0.043563306,0.020803498,-0.224850847,-0.271279227,0.224774063,0.185904407,-0.065937411,-0.147004494,-0.224492138,0.009005587,-0.010238722,0.024781058,-0.092247094,0.047966208,-0.356604678,-0.146858003,-0.47752493,-0.430697222,-0.014032215,-0.290922981,0.018643133,-0.03251917,-0.037081738,0.1519451,0.190920697,0.176199339,-0.109883555,-0.129668758,-0.136413242,0.01663806,0.005503152,-0.071273266,-0.198139974,-0.040042822,0.008337323,-0.191137815,0.261219745,-0.050470383,0.007689479,0.108230278,-0.098621832,-0.065937411,-0.334300798,0.258232093
TCGA-86-8358,-0.320091006,-0.422848475,-0.319183894,-0.283696559,-0.176911628,-0.382929111,-0.358011041,-0.223039568,-0.445289001,-0.503351153,-0.362947102,0.068124767,0.656703759,-0.248510276,-0.167098724,-0.352447666,0.621513234,-0.190393035,0.248181315,-0.112700927,-0.178087808,-0.378270058,-0.43994621,-0.484156454,-0.432101921,0.077695309,-0.329386265,0.347012556,0.134205775,0.291399414,0.15740183,-0.178498933,-0.266734624,-0.154715065,-0.314835826,0.253344432,-0.244203864,-0.10769464,-0.240605486,-0.09751972,0.406520309,-0.415223943,-0.507405656,-0.051174581,-0.133829296,-0.00306991,-0.179548533,-0.350008783,-0.248510276,-0.494285077,-0.345148396
TCGA-86-8668,-0.156795864,-0.00196809,-0.170661573,0.329490649,0.17723917,0.142530319,-0.065260076,0.028425127,-0.29715585,0.25916012,-0.01286371,-0.378078351,-0.478119297,0.075771615,-0.108364272,-0.242916826,-0.456048841,-0.238680386,0.39887439,0.017840024,-0.13288533,-0.010855761,0.027799972,-0.292469351,-0.146170366,0.224918582,0.232018223,0.009094286,-0.441848714,-0.582666948,-0.573904686,0.146878488,0.199659727,-0.574474757,0.078154199,-0.140216263,-0.265489855,-0.220287676,-0.145164618,-0.469342336,-0.110024501,0.054115622,-0.181441903,-0.358275217,0.307887765,-0.248204843,0.121346936,-0.110550376,0.075771615,-0.037655542,0.32697208
TCGA-86-8669,0.185885072,-0.22474331,0.123034944,-0.226344077,-0.22488405,0.012607275,-0.183462412,0.159690257,0.073226234,0.019750736,0.006253656,-0.129324233,-0.296181783,0.227049898,0.099914143,0.13050963,-0.228515641,-0.072908161,0.105405604,0.192598862,0.044500229,0.136435704,-0.190781164,-0.384447996,-0.374309893,-0.110791118,-0.076084267,-0.140635627,0.221628667,-0.033157228,0.150550948,-0.071097356,-0.05448924,0.138063245,0.095768169,0.290880135,0.133409733,0.080898031,0.167800035,0.057490183,-0.052982989,-0.242528997,-0.074607603,0.188075991,-0.234619935,0.177414008,0.336901552,0.150507558,0.227049898,-0.08897226,-0.392760309
TCGA-86-8671,-0.284301729,0.504367443,-0.30082155,0.026021059,0.196503707,0.249012883,0.038624838,0.064957025,-0.201203015,0.190769165,0.352754935,-0.386817424,-0.54609354,-0.151756762,-0.153078331,-0.348682213,-0.453415498,-0.43596122,0.351064344,-0.074538852,-0.130289392,0.324825205,0.498820476,0.617321546,0.573386256,0.250452939,0.284150451,-0.209778903,-0.455788729,-0.623803971,-0.495866101,0.299323255,-0.02996069,-0.508584341,0.098437053,-0.02355549,-0.138267728,-0.024582189,-0.527286117,-0.046991024,-0.176961347,-0.235272805,0.018594017,-0.491587282,0.010507969,-0.149958269,0.255307367,-0.063479366,-0.151756762,0.410834115,0.261618644
TCGA-86-8673,-0.034897669,-0.090535123,-0.345193779,0.124135448,0.041999192,0.030183998,-0.21025113,-0.210172368,-0.010359168,0.008544462,-0.138422926,0.164088182,0.144910764,-0.062995247,-0.005436716,-0.104822453,0.015211382,0.21698676,-0.211214719,-0.05067635,0.136395371,-0.158525284,0.083981972,-0.222848531,-0.211021848,-0.131954113,-0.23283277,-0.178043117,-0.041605742,0.07833054,0.38928927,0.165973795,0.058664416,0.133822726,-0.173246555,-0.159837307,-0.032265588,-0.054106197,-0.177472086,0.182860377,-0.026574203,-0.262013476,-0.193645895,0.166785405,-0.281385797,0.224451812,0.184565556,-0.16406309,-0.062995247,-0.237942471,0.174717536
TCGA-86-8674,0.331328412,-0.49144328,-0.154899448,-0.194072383,-0.200495483,-0.049297785,-0.08839173,0.060447052,0.345907523,-0.028285804,-0.247204118,0.247664209,-0.135454488,0.008045593,0.119729117,0.433218934,-0.225212016,0.163823331,-0.306134892,0.055262387,0.025139174,-0.224304384,-0.296110019,-0.426910727,-0.397866759,0.034166499,-0.370492466,-0.20652673,0.167536132,0.327765712,0.445895457,-0.166597238,0.136027379,0.49045357,0.191766803,0.438873479,0.32280897,-0.045218924,0.065738377,0.414734379,-0.12601488,-0.056551586,0.036583625,0.372477815,-0.256131598,0.297721704,0.357000841,0.232537237,0.008045593,-0.382847121,-0.316844021
TCGA-86-A456,0.118854713,0.085435112,0.091202889,-0.034597219,-0.114959564,-0.055238047,0.170407145,0.136422828,0.30561546,0.286794197,0.232099927,-0.163107792,-0.490898933,0.027394701,-0.031069694,0.164733599,-0.529288142,-0.192556394,-0.132428042,0.120171719,-0.095990454,0.069396714,0.270451834,0.628260428,0.501729492,-0.082486828,0.070739513,-0.389123992,-0.073099365,-0.420234956,-0.161280453,0.171869703,-0.329391191,-0.190389082,0.195222331,-0.253030338,0.124119817,-0.125428446,-0.15778869,0.287503582,-0.139016427,-0.103040784,0.503054791,0.047322946,-0.14868239,0.14495691,-0.221192731,0.187035053,0.027394701,0.316013968,-0.227380774
TCGA-86-A4JF,0.146907777,0.268575135,0.237791148,0.093691763,-0.00606253,-0.001113891,0.102248617,-0.187399196,0.252121746,-0.18601312,0.042177415,0.297100146,0.53727324,0.126543396,0.115832467,0.092129761,0.537461108,0.313756781,-0.176123927,-0.04065327,0.154559837,0.225918598,0.340473784,0.72060251,0.536449476,0.051105795,-0.081015161,0.203017314,0.345297015,0.383841215,0.501839677,-0.04254342,-0.055836503,0.177660248,-0.010070637,-0.100406662,0.029063457,0.24076996,0.120624557,0.40601982,-0.002660335,-0.229256575,0.349648198,0.334537066,-0.14763983,0.151392962,-0.017739623,-0.020246277,0.126543396,0.226220464,-0.288392398
TCGA-86-A4P7,-0.239796907,0.02868435,-0.181208738,0.046493307,0.045263354,0.011948254,-0.071643903,-0.006187152,-0.203392288,0.12682857,0.043198211,-0.34976068,-0.45791914,-0.139549104,-0.139737709,-0.404374954,-0.4359138,-0.410247631,0.465416945,-0.056747685,-0.209363618,0.04443877,0.285181839,0.13513933,0.115554784,0.107523646,0.037248709,-0.155650399,-0.471745041,-0.617141879,-0.397422564,0.276504746,-0.022663158,-0.558046042,-0.014253857,-0.298366776,-0.244199432,-0.244837297,-0.397353975,-0.410110189,-0.157199801,0.124104993,0.090957968,-0.26390942,0.145643043,-0.094680009,0.085051105,-0.09144278,-0.139549104,0.089387031,-0.227135222
TCGA-86-A4P8,-0.095544802,0.260676456,-0.303452441,-0.216955227,0.133508382,0.102568152,0.012513105,0.175104541,-0.304401877,0.131602195,0.239322084,-0.459523715,-0.618764178,-0.1701072,-0.191554808,-0.115391728,-0.555842763,-0.530613151,0.30892465,0.125093559,-0.069666206,0.184258311,0.249920463,0.292509304,0.269310451,0.105531141,0.169251407,-0.0806373,-0.543837091,-0.68727031,-0.647617889,0.281222767,0.008498093,-0.478361723,-0.016378383,-0.165329535,-0.238553676,-0.181628933,-0.400799538,-0.230146501,-0.130751457,0.247009681,0.273880002,-0.536021259,0.24626697,-0.174363729,0.3361752,-0.023780609,-0.1701072,0.301498043,-0.110750393
TCGA-91-A4BD,0.183096942,0.013464836,-0.18770371,-0.27252189,-0.310410665,-0.181991708,-0.085027932,0.270021985,0.193317985,0.011369112,-0.03149567,0.188752614,-0.467945707,-0.152842198,0.010777443,0.337122924,-0.543934631,-0.188187136,-0.317111062,0.018109944,-0.207526272,0.035200534,-0.005089853,0.431892761,0.211710764,0.209002672,0.048228573,-0.498224329,-0.252207012,-0.107964505,-0.288546185,-0.058804433,-0.053959232,0.441291486,0.207472874,0.386385351,0.16823012,-0.285052425,-0.333468084,0.228406085,-0.048194198,-0.482538806,-0.097123484,-0.254788654,-0.306420827,-0.138739588,-0.368836323,0.144031111,-0.152842198,0.084382543,-0.496480762
TCGA-93-7347,0.070737777,0.464751107,0.012666843,0.209277186,0.256647709,0.260233853,0.166956433,0.220427713,-0.000871743,0.293825953,0.233947516,-0.32684318,-0.569553081,0.074891994,0.050906881,-0.052226954,-0.541151694,-0.29764229,0.302303816,0.209990856,-0.189169159,0.369667778,0.360392605,0.240773083,0.325692883,0.168180435,0.348044664,-0.300780184,-0.265207794,-0.47096728,-0.51470973,0.321069754,0.062561299,-0.134873711,0.204046543,0.30545388,0.015984234,0.077567991,-0.198770594,0.102376101,-0.035634191,-0.013026045,0.03334331,-0.365572062,0.037931671,-0.06158423,0.074173393,0.197434238,0.074891994,0.365628356,0.323522907
TCGA-93-A4JN,-0.472338312,-0.249871231,-0.33436273,0.059718771,0.209567308,-0.096793398,-0.172749243,-0.216506363,-0.41768266,-0.116617335,-0.218613212,-0.050689017,0.277434342,-0.182835866,-0.212177387,-0.449398031,0.238715199,-0.295455109,0.161735307,-0.21846563,-0.302645877,-0.082806347,-0.090513726,0.491857082,0.26586481,0.219782932,-0.130387376,0.268654542,-0.477366642,-0.470247111,-0.457439537,0.238456829,-0.110625389,-0.622403582,-0.083943012,-0.474359881,-0.282965622,-0.20074381,-0.492851403,-0.478289849,-0.059800315,0.13404403,-0.179136716,-0.338274962,0.221012114,-0.191328938,0.227555791,-0.307843336,-0.182835866,-0.233716238,0.259662976
