,TCGA-05-4244-01A,TCGA-05-4249-01A,TCGA-05-4250-01A,TCGA-05-4382-01A,TCGA-05-4384-01A,TCGA-05-4389-01A,TCGA-05-4390-01A,TCGA-05-4395-01A,TCGA-05-4396-01A,TCGA-05-4397-01A,TCGA-05-4398-01A,TCGA-05-4402-01A,TCGA-05-4403-01A,TCGA-05-4405-01A,TCGA-05-4410-01A,TCGA-05-4415-01A,TCGA-05-4417-01A,TCGA-05-4418-01A,TCGA-05-4420-01A,TCGA-05-4422-01A,TCGA-05-4424-01A,TCGA-05-4425-01A,TCGA-05-4426-01A,TCGA-05-4427-01A,TCGA-05-4430-01A,TCGA-05-4432-01A,TCGA-05-4433-01A,TCGA-05-4434-01A,TCGA-05-5420-01A,TCGA-05-5423-01A,TCGA-05-5425-01A,TCGA-05-5428-01A,TCGA-05-5429-01A,TCGA-05-5715-01A,TCGA-35-3615-01A,TCGA-35-4122-01A,TCGA-35-4123-01A,TCGA-35-5375-01A,TCGA-38-4626-01A,TCGA-38-4627-01A,TCGA-38-4628-01A,TCGA-38-4630-01A,TCGA-38-4631-01A,TCGA-38-4632-01A,TCGA-38-6178-01A,TCGA-38-7271-01A,TCGA-38-A44F-01A,TCGA-44-2655-01A,TCGA-44-2657-01A,TCGA-44-2659-01A,TCGA-44-2661-01A,TCGA-44-3396-01A,TCGA-44-3398-01A,TCGA-44-3917-01A,TCGA-44-3919-01A,TCGA-44-5643-01A,TCGA-44-5644-01A,TCGA-44-6145-01A,TCGA-44-6148-01A,TCGA-44-6774-01A,TCGA-44-6776-01A,TCGA-44-6777-01A,TCGA-44-6778-01A,TCGA-44-6779-01A,TCGA-44-7659-01A,TCGA-44-7660-01A,TCGA-44-7661-01A,TCGA-44-7662-01A,TCGA-44-7667-01A,TCGA-44-7669-01A,TCGA-44-7670-01A,TCGA-44-7671-01A,TCGA-44-7672-01A,TCGA-44-8117-01A,TCGA-44-8119-01A,TCGA-44-8120-01A,TCGA-44-A479-01A,TCGA-44-A47A-01A,TCGA-44-A47B-01A,TCGA-44-A47G-01A,TCGA-44-A4SS-01A,TCGA-44-A4SU-01A,TCGA-49-4486-01A,TCGA-49-4487-01A,TCGA-49-4488-01A,TCGA-49-4490-01A,TCGA-49-4494-01A,TCGA-49-4501-01A,TCGA-49-4505-01A,TCGA-49-4506-01A,TCGA-49-4507-01A,TCGA-49-4510-01A,TCGA-49-4512-01A,TCGA-49-4514-01A,TCGA-49-6742-01A,TCGA-49-6743-01A,TCGA-49-6744-01A,TCGA-49-6745-01A,TCGA-49-6761-01A,TCGA-49-6767-01A,TCGA-49-AAQV-01A,TCGA-49-AAR0-01A,TCGA-49-AAR2-01A,TCGA-49-AAR3-01A,TCGA-49-AAR4-01A,TCGA-49-AAR9-01A,TCGA-49-AARE-01A,TCGA-49-AARN-01A,TCGA-49-AARO-01A,TCGA-49-AARQ-01A,TCGA-49-AARR-01A,TCGA-4B-A93V-01A,TCGA-50-5044-01A,TCGA-50-5045-01A,TCGA-50-5049-01A,TCGA-50-5051-01A,TCGA-50-5055-01A,TCGA-50-5066-01A,TCGA-50-5068-01A,TCGA-50-5072-01A,TCGA-50-5930-01A,TCGA-50-5931-01A,TCGA-50-5932-01A,TCGA-50-5933-01A,TCGA-50-5935-01A,TCGA-50-5936-01A,TCGA-50-5939-01A,TCGA-50-5941-01A,TCGA-50-5942-01A,TCGA-50-5944-01A,TCGA-50-5946-01A,TCGA-50-6590-01A,TCGA-50-6591-01A,TCGA-50-6592-01A,TCGA-50-6593-01A,TCGA-50-6594-01A,TCGA-50-6595-01A,TCGA-50-6597-01A,TCGA-50-6673-01A,TCGA-50-7109-01A,TCGA-50-8457-01A,TCGA-50-8459-01A,TCGA-50-8460-01A,TCGA-53-7624-01A,TCGA-53-7626-01A,TCGA-53-7813-01A,TCGA-53-A4EZ-01A,TCGA-55-1592-01A,TCGA-55-1594-01A,TCGA-55-1596-01A,TCGA-55-5899-01A,TCGA-55-6543-01A,TCGA-55-6642-01A,TCGA-55-6712-01A,TCGA-55-6968-01A,TCGA-55-6970-01A,TCGA-55-6971-01A,TCGA-55-6972-01A,TCGA-55-6975-01A,TCGA-55-6978-01A,TCGA-55-6979-01A,TCGA-55-6980-01A,TCGA-55-6981-01A,TCGA-55-6982-01A,TCGA-55-6983-01A,TCGA-55-6984-01A,TCGA-55-6985-01A,TCGA-55-6986-01A,TCGA-55-6987-01A,TCGA-55-7227-01A,TCGA-55-7281-01A,TCGA-55-7283-01A,TCGA-55-7570-01A,TCGA-55-7573-01A,TCGA-55-7574-01A,TCGA-55-7576-01A,TCGA-55-7724-01A,TCGA-55-7725-01A,TCGA-55-7726-01A,TCGA-55-7727-01A,TCGA-55-7728-01A,TCGA-55-7815-01A,TCGA-55-7816-01A,TCGA-55-7903-01A,TCGA-55-7907-01A,TCGA-55-7910-01A,TCGA-55-7911-01A,TCGA-55-7914-01A,TCGA-55-7994-01A,TCGA-55-7995-01A,TCGA-55-8085-01A,TCGA-55-8087-01A,TCGA-55-8089-01A,TCGA-55-8090-01A,TCGA-55-8091-01A,TCGA-55-8092-01A,TCGA-55-8094-01A,TCGA-55-8096-01A,TCGA-55-8097-01A,TCGA-55-8203-01A,TCGA-55-8204-01A,TCGA-55-8205-01A,TCGA-55-8206-01A,TCGA-55-8207-01A,TCGA-55-8208-01A,TCGA-55-8299-01A,TCGA-55-8301-01A,TCGA-55-8302-01A,TCGA-55-8505-01A,TCGA-55-8506-01A,TCGA-55-8507-01A,TCGA-55-8508-01A,TCGA-55-8510-01A,TCGA-55-8511-01A,TCGA-55-8512-01A,TCGA-55-8513-01A,TCGA-55-8514-01A,TCGA-55-8614-01A,TCGA-55-8615-01A,TCGA-55-8616-01A,TCGA-55-8619-01A,TCGA-55-8620-01A,TCGA-55-8621-01A,TCGA-55-A48X-01A,TCGA-55-A48Y-01A,TCGA-55-A48Z-01A,TCGA-55-A490-01A,TCGA-55-A491-01A,TCGA-55-A492-01A,TCGA-55-A493-01A,TCGA-55-A494-01A,TCGA-55-A4DF-01A,TCGA-55-A4DG-01A,TCGA-55-A57B-01A,TCGA-62-8394-01A,TCGA-62-8395-01A,TCGA-62-8397-01A,TCGA-62-8398-01A,TCGA-62-8399-01A,TCGA-62-8402-01A,TCGA-62-A46O-01A,TCGA-62-A46P-01A,TCGA-62-A46R-01A,TCGA-62-A46S-01A,TCGA-62-A46V-01A,TCGA-62-A46Y-01A,TCGA-62-A470-01A,TCGA-62-A471-01A,TCGA-62-A472-01A,TCGA-64-1676-01A,TCGA-64-1677-01A,TCGA-64-1678-01A,TCGA-64-1679-01A,TCGA-64-1680-01A,TCGA-64-1681-01A,TCGA-64-5774-01A,TCGA-64-5775-01A,TCGA-64-5778-01A,TCGA-64-5779-01A,TCGA-64-5781-01A,TCGA-64-5815-01A,TCGA-67-3770-01A,TCGA-67-3771-01A,TCGA-67-3772-01A,TCGA-67-3773-01A,TCGA-67-3774-01A,TCGA-67-6215-01A,TCGA-67-6216-01A,TCGA-67-6217-01A,TCGA-69-7760-01A,TCGA-69-7761-01A,TCGA-69-7763-01A,TCGA-69-7764-01A,TCGA-69-7765-01A,TCGA-69-7973-01A,TCGA-69-7974-01A,TCGA-69-7978-01A,TCGA-69-7979-01A,TCGA-69-7980-01A,TCGA-69-8253-01A,TCGA-69-8254-01A,TCGA-69-8255-01A,TCGA-69-8453-01A,TCGA-69-A59K-01A,TCGA-71-6725-01A,TCGA-71-8520-01A,TCGA-73-4658-01A,TCGA-73-4659-01A,TCGA-73-4662-01A,TCGA-73-4666-01A,TCGA-73-4668-01A,TCGA-73-4670-01A,TCGA-73-4675-01A,TCGA-73-4676-01A,TCGA-73-4677-01A,TCGA-73-7498-01A,TCGA-73-7499-01A,TCGA-73-A9RS-01A,TCGA-78-7143-01A,TCGA-78-7145-01A,TCGA-78-7146-01A,TCGA-78-7147-01A,TCGA-78-7148-01A,TCGA-78-7149-01A,TCGA-78-7150-01A,TCGA-78-7152-01A,TCGA-78-7153-01A,TCGA-78-7154-01A,TCGA-78-7155-01A,TCGA-78-7156-01A,TCGA-78-7158-01A,TCGA-78-7159-01A,TCGA-78-7160-01A,TCGA-78-7161-01A,TCGA-78-7162-01A,TCGA-78-7163-01A,TCGA-78-7166-01A,TCGA-78-7167-01A,TCGA-78-7220-01A,TCGA-78-7535-01A,TCGA-78-7536-01A,TCGA-78-7537-01A,TCGA-78-7539-01A,TCGA-78-7540-01A,TCGA-78-7542-01A,TCGA-78-7633-01A,TCGA-78-8640-01A,TCGA-78-8648-01A,TCGA-78-8655-01A,TCGA-78-8660-01A,TCGA-78-8662-01A,TCGA-83-5908-01A,TCGA-86-6562-01A,TCGA-86-6851-01A,TCGA-86-7701-01A,TCGA-86-7711-01A,TCGA-86-7713-01A,TCGA-86-7714-01A,TCGA-86-7953-01A,TCGA-86-7954-01A,TCGA-86-7955-01A,TCGA-86-8054-01A,TCGA-86-8055-01A,TCGA-86-8056-01A,TCGA-86-8073-01A,TCGA-86-8074-01A,TCGA-86-8075-01A,TCGA-86-8076-01A,TCGA-86-8278-01A,TCGA-86-8279-01A,TCGA-86-8280-01A,TCGA-86-8281-01A,TCGA-86-8358-01A,TCGA-86-8359-01A,TCGA-86-8585-01A,TCGA-86-8668-01A,TCGA-86-8669-01A,TCGA-86-8671-01A,TCGA-86-8672-01A,TCGA-86-8673-01A,TCGA-86-8674-01A,TCGA-86-A456-01A,TCGA-86-A4D0-01A,TCGA-86-A4JF-01A,TCGA-86-A4P7-01A,TCGA-86-A4P8-01A,TCGA-91-6828-01A,TCGA-91-6829-01A,TCGA-91-6830-01A,TCGA-91-6831-01A,TCGA-91-6835-01A,TCGA-91-6836-01A,TCGA-91-6840-01A,TCGA-91-6847-01A,TCGA-91-6848-01A,TCGA-91-6849-01A,TCGA-91-7771-01A,TCGA-91-8496-01A,TCGA-91-8497-01A,TCGA-91-8499-01A,TCGA-91-A4BC-01A,TCGA-91-A4BD-01A,TCGA-93-7347-01A,TCGA-93-7348-01A,TCGA-93-8067-01A,TCGA-93-A4JN-01A,TCGA-93-A4JO-01A,TCGA-93-A4JP-01A,TCGA-93-A4JQ-01A,TCGA-95-7039-01A,TCGA-95-7043-01A,TCGA-95-7562-01A,TCGA-95-7567-01A,TCGA-95-7944-01A,TCGA-95-7947-01A,TCGA-95-7948-01A,TCGA-95-8039-01A,TCGA-95-8494-01A,TCGA-95-A4VK-01A,TCGA-95-A4VN-01A,TCGA-95-A4VP-01A,TCGA-97-7546-01A,TCGA-97-7547-01A,TCGA-97-7552-01A,TCGA-97-7553-01A,TCGA-97-7554-01A,TCGA-97-7937-01A,TCGA-97-7938-01A,TCGA-97-7941-01A,TCGA-97-8171-01A,TCGA-97-8172-01A,TCGA-97-8174-01A,TCGA-97-8175-01A,TCGA-97-8176-01A,TCGA-97-8177-01A,TCGA-97-8179-01A,TCGA-97-8547-01A,TCGA-97-8552-01A,TCGA-97-A4LX-01A,TCGA-97-A4M0-01A,TCGA-97-A4M1-01A,TCGA-97-A4M2-01A,TCGA-97-A4M3-01A,TCGA-97-A4M5-01A,TCGA-97-A4M6-01A,TCGA-97-A4M7-01A,TCGA-99-7458-01A,TCGA-99-8025-01A,TCGA-99-8028-01A,TCGA-99-8032-01A,TCGA-99-8033-01A,TCGA-99-AA5R-01A,TCGA-J2-8192-01A,TCGA-J2-8194-01A,TCGA-J2-A4AD-01A,TCGA-J2-A4AE-01A,TCGA-J2-A4AG-01A,TCGA-L4-A4E5-01A,TCGA-L4-A4E6-01A,TCGA-L9-A443-01A,TCGA-L9-A444-01A,TCGA-L9-A50W-01A,TCGA-L9-A5IP-01A,TCGA-L9-A743-01A,TCGA-L9-A7SV-01A,TCGA-L9-A8F4-01A,TCGA-MN-A4N1-01A,TCGA-MN-A4N4-01A,TCGA-MN-A4N5-01A,TCGA-MP-A4SV-01A,TCGA-MP-A4SW-01A,TCGA-MP-A4SY-01A,TCGA-MP-A4T4-01A,TCGA-MP-A4T6-01A,TCGA-MP-A4T7-01A,TCGA-MP-A4T8-01A,TCGA-MP-A4T9-01A,TCGA-MP-A4TA-01A,TCGA-MP-A4TC-01A,TCGA-MP-A4TD-01A,TCGA-MP-A4TE-01A,TCGA-MP-A4TF-01A,TCGA-MP-A4TH-01A,TCGA-MP-A4TI-01A,TCGA-MP-A4TJ-01A,TCGA-MP-A4TK-01A,TCGA-MP-A5C7-01A,TCGA-NJ-A4YF-01A,TCGA-NJ-A4YG-01A,TCGA-NJ-A4YI-01A,TCGA-NJ-A4YP-01A,TCGA-NJ-A4YQ-01A,TCGA-NJ-A55A-01A,TCGA-NJ-A55O-01A,TCGA-NJ-A55R-01A,TCGA-NJ-A7XG-01A,TCGA-O1-A52J-01A,TCGA-S2-AA1A-01A
HALLMARK_ADIPOGENESIS,0.138788993,-0.137392123,0.0878888,-0.207387461,0.162185644,0.222537021,0.162980758,0.317325912,-0.02191431,0.229326982,-0.02449025,0.182558854,0.343012934,-0.193986528,-0.080063082,0.104286828,0.035302527,0.401496313,0.178858802,0.144994866,0.025756076,0.267679314,0.020229766,-0.160958735,0.046744217,0.060077539,-0.002419496,-0.106393358,0.232187473,0.220659148,0.346230823,0.353215272,0.292472373,0.308565881,0.239775691,0.208155681,0.162360008,0.111742056,0.297123977,0.049253229,0.385727383,-0.213893416,0.204776754,0.33730484,-0.021296612,-0.10523812,-0.216889297,0.3691864,-0.156315876,-0.128931277,0.028355554,-0.071273113,0.133771599,-0.005475878,-0.186641219,0.013765351,-0.2021786,0.017707048,-0.213501892,-0.248909555,0.38948314,0.080664504,-0.255873089,0.220446263,-0.148951623,-0.275876781,-0.203111438,-0.255236538,-0.072112922,-0.101484764,-0.171817178,0.363441975,-0.123897417,0.03439419,-0.183958893,0.142137618,-0.385260185,0.044971892,-0.130435079,-0.185568775,-0.06387758,-0.389714841,0.367779666,-0.1382866,0.346189861,0.039027086,0.350488902,0.339236417,0.212037865,0.313430026,0.161285439,0.251613705,-0.081503169,0.286773446,0.233664317,0.062280273,0.171476547,0.16124945,-0.175018327,0.003650076,-0.003089353,-0.05246326,-0.094075557,-0.330373031,-0.376749915,-0.005583914,-0.165891435,-0.269887465,-0.368332517,-0.204435717,-0.281670977,-0.027370021,-0.00804907,0.140851196,0.084698475,0.169552322,0.003439446,0.177011675,0.141525137,0.16720908,0.044198517,-0.190742066,0.133764895,0.030319185,0.009243652,0.17053147,0.131354722,-0.01798272,-0.096182716,0.143308068,-0.189874436,-0.177333003,-0.369029358,-0.152908418,0.208810258,0.239824124,-0.223981309,0.182311524,0.09887753,-0.098899875,-0.176025082,-0.298759119,0.195667066,-0.150834683,-0.18099416,-0.242433697,0.014539483,-0.005787278,0.001526868,0.222784245,0.231397159,0.140142112,-0.181806443,-0.044114584,-0.267730366,0.316414151,-0.337000159,0.103619704,0.052979639,-0.29201661,-0.236820359,0.004784371,0.105748141,0.100196601,-0.069887965,-0.02402269,-0.318270922,0.03121914,-0.046435967,-0.112185806,0.014466027,0.119487327,-0.016513335,-0.273058581,-0.318111978,-0.010185115,-0.010393315,-0.11636346,-0.238728205,-0.124095022,-0.218267181,-0.080416071,-0.157474183,-0.061350225,-0.036207043,-0.050381262,-0.146221285,0.031591951,-0.188622202,-0.103868842,0.051455097,-0.094577737,-0.160431595,-0.159472303,-0.140469576,-0.07090244,0.086073839,-0.196785642,-0.137855506,-0.152494226,-0.174859553,-0.050510016,-0.136994195,-0.153097824,-0.310870635,-0.124959943,-0.004392833,0.025823376,0.29631038,0.158530862,-0.061277328,-0.247846344,-0.223600663,-0.111242023,-0.155239281,-0.20954666,0.10308181,-0.299137621,-0.060349829,0.124873107,-0.095609771,-0.154837756,-0.094504231,-0.396985373,0.12814407,-0.369320357,-0.125713801,0.059112305,0.302961439,-0.216905744,0.001882696,-0.304201336,-0.20986667,-0.185726849,-0.052827646,0.181594056,0.331182709,0.284828627,-0.021282641,-0.224933331,0.00521566,0.159840863,-0.050135452,0.039417994,0.120719374,-0.017907463,0.253600053,0.202384812,-0.066917138,0.277588933,-0.051642714,0.055502505,-0.167149443,0.248329953,0.144779858,-0.04428751,-0.000543199,0.088569168,-0.361865423,0.237913332,0.058484196,0.371768157,-0.104412366,0.309097229,0.289195147,0.077349883,0.234800415,-0.036868935,-0.128197518,-0.014046066,-0.181503073,0.014808802,-0.146423198,-0.112516583,-0.048201534,-0.041147507,-0.322622264,-0.127648806,-0.347803416,0.197760759,-0.041036973,0.13617421,0.009815231,-0.227709374,0.094164897,0.020863497,0.21637897,0.301741523,0.062477923,0.181887108,0.044311596,0.35262631,0.337474126,0.324230708,0.364653675,0.197721332,0.028539263,0.088115336,-0.272641788,0.294292878,-0.020329507,0.001634637,0.3384528,0.348037405,0.272632604,0.26907433,0.27716625,0.144663451,-0.08741925,0.243093794,0.000999147,-0.137037268,0.190031025,-0.227050129,0.253432647,0.207827076,0.08939414,0.089256887,0.18806483,-0.031961669,-0.153773762,0.213057256,0.055086868,0.029012297,-0.100395745,0.289484053,0.013418326,-0.128299663,0.077121554,0.047580523,0.21464729,-0.379684438,0.150390899,-0.404067856,-0.251650569,0.218926793,-0.010041639,-0.063628678,0.035963495,-0.157064049,0.237473027,-0.106399709,-0.161583476,-0.049303266,-0.152040536,-0.230983446,-0.242823797,-0.034466588,-0.266943838,0.003382377,-0.095733811,0.220468061,-0.320091006,-0.014003153,-0.098071113,-0.156795864,0.185885072,-0.284301729,0.144305304,-0.034897669,0.331328412,0.118854713,0.061365761,0.146907777,-0.239796907,-0.095544802,-0.139547606,-0.145780864,-0.074115019,-0.095590307,-0.37085492,-0.133541009,-0.353728499,-0.223225183,-0.29789734,0.378121797,-0.078395831,0.318170085,-0.007108012,-0.121563747,-0.380761444,0.183096942,0.070737777,-0.284444317,-0.024933567,-0.472338312,-0.266731224,-0.085800326,-0.435283265,0.213005015,0.169035912,0.136965592,0.167578874,-0.14959036,-0.093062674,0.097270523,-0.053086161,0.117015589,-0.147101963,-0.122206624,-0.051892951,-0.240516897,0.093318661,-0.161510263,-0.090798911,-0.124269663,-0.023171905,-0.051581684,-0.005152484,0.202243418,-0.249891011,-0.050938751,-0.05346437,0.040646204,0.278429679,0.111916279,-0.107581935,-0.176528086,-0.216295275,-0.155705237,-0.061237035,-0.031248439,0.22079555,-0.067903641,-0.154363122,-0.362569223,-0.151118709,-0.011688,-0.166173882,-0.112527051,0.042905361,-0.146671333,-0.168279938,0.301419791,-0.154125114,-0.331452302,-0.058316443,-0.156763525,0.076472326,-0.19274202,-0.13686536,-0.02254761,0.186823459,-0.170883734,-0.088131284,-0.300201702,-0.072383822,-0.396953178,-0.309015383,-0.274683494,0.149142786,-0.236901783,-0.366354416,-0.333601641,0.264412764,0.089404278,-0.151817669,-0.021466339,-0.184374401,-0.059353507,0.213121661,-0.273517216,-0.341318078,-0.284761215,-0.421808607,-0.261517418,0.001414614,0.123498482,-0.111745611,-0.090767696,-0.016447428,-0.213000562,-0.383852502,0.139178292,-0.06320863,-0.085819264,0.067916629,-0.374780416
HALLMARK_ALLOGRAFT_REJECTION,-0.047394248,-0.021781116,0.355830922,0.291886864,-0.411652288,0.363685892,-0.280399061,0.280424041,-0.380124646,-0.299086104,0.37039623,-0.231918501,0.303159631,-0.15405052,0.314165325,-0.013563266,0.446246798,0.336332543,-0.413347801,0.102744333,-0.072534096,0.363632314,0.033919537,0.060686116,0.218722744,-0.154390597,0.29801455,0.468602529,0.518535573,0.322440312,0.433322706,0.08541143,-0.179647879,-0.161152188,-0.184632406,0.500435612,0.548702623,0.246590838,0.341288232,0.252655786,-0.228217693,-0.442950289,-0.152478229,0.387602472,-0.297973754,0.58114091,0.311257113,-0.039987161,0.496122097,0.143104369,0.50096481,0.446535481,0.356746292,-0.012720388,0.408990623,-0.046718771,-0.483978143,0.447900029,-0.384949617,0.261967769,-0.501853506,0.510502541,0.374566914,0.457253452,-0.299588342,-0.429676515,0.4317635,0.2229442,-0.379953617,-0.245398499,-0.437030883,-0.453427386,0.539237974,-0.172397754,0.002292716,-0.224987216,0.376167854,0.136203229,-0.040891337,0.5389575,0.33562879,-0.389778104,-0.310677321,0.451166146,0.27327101,-0.275791598,0.220887713,0.183572173,0.382947167,0.333662357,0.361401544,-0.335496277,-0.201655585,0.167918191,-0.432534012,-0.068790847,0.430643297,0.434912066,0.361200311,0.314398514,-0.197037181,-0.140185186,-0.161735072,0.552627977,0.279858381,-0.369504389,-0.239847962,-0.25145197,0.274744165,-0.119158443,-0.178423878,-0.16720742,0.264602363,0.541776111,0.614157233,-0.46572204,0.565803122,0.4546296,0.419236215,-0.34469367,0.012277861,-0.561936739,-0.456283622,0.347925277,-0.102656086,-0.014990781,0.337937527,0.577754797,-0.235863397,-0.334145331,-0.522016606,0.431080929,-0.567228049,0.407389103,-0.121591856,-0.192396847,0.353350379,0.251865488,-0.234977203,-0.015134292,0.238411879,0.265405829,0.263243335,-0.205147153,0.458353243,-0.109374162,-0.401325514,-0.397011958,-0.265036777,-0.270331242,-0.188781359,-0.058959473,0.210422628,0.442144454,-0.062436069,0.214429277,0.498380171,-0.53144706,-0.202887309,0.615559594,0.604032895,0.29349215,-0.245154425,0.252759713,0.148066777,-0.079116157,0.35423181,-0.064363198,0.599509005,0.450579857,0.461830091,0.004293862,-0.433151552,-0.005829976,0.361441583,-0.124217895,0.081004904,0.290743236,0.011356715,0.029950977,0.328549194,0.244985512,0.229024652,0.189741743,0.197593045,-0.328650097,0.360012404,0.083419385,0.377743266,0.286075786,0.326024991,-0.466419082,0.572573561,-0.061032554,0.289567683,0.21273153,-0.514997677,-0.140351822,-0.372903149,0.126984701,-0.030634427,0.552802656,0.069282249,-0.109396037,0.573790069,0.527342185,0.581975109,0.074683464,-0.465509789,0.007218024,-0.414149593,-0.227998518,0.407088459,0.29070778,-0.451614867,0.038905568,-0.257330451,-0.183465125,-0.474694956,-0.321438805,0.361417578,-0.370860913,0.289516551,0.019169445,-0.037591452,-0.099618459,-0.131223108,0.153039343,-0.371282836,0.407749834,-0.562933817,-0.015326761,-0.264469825,-0.180594061,-0.334199676,-0.43382158,-0.239541615,-0.045380425,-0.311293439,0.295829629,-0.514278549,-0.317053595,0.017570014,-0.12762108,-0.482258289,0.197812594,-0.436001536,-0.331493722,0.147489619,0.442705091,0.171140387,-0.350567864,-0.040578637,-0.230513211,-0.106434537,-0.415015456,-0.021000642,0.410954615,-0.165191347,0.42139623,0.344471848,0.090558773,-0.07383117,0.17257775,0.379722152,0.100145908,-0.217969183,0.294833403,-0.035018048,-0.414736672,0.422385217,-0.306563389,-0.331887908,0.23527605,-0.44038088,0.30876248,0.520581218,-0.471818836,-0.1545038,-0.350352668,0.107965422,0.302057939,0.440222546,-0.167438663,-0.406622071,-0.325320761,0.506832172,-0.326354961,0.158176441,0.419355756,-0.31864088,-0.216433539,-0.350686287,-0.056138145,-0.156934104,-0.373584238,0.336988204,-0.433549439,-0.237445898,-0.161651881,-0.097867616,-0.289813019,-0.135471937,-0.391653545,-0.309567639,0.26068584,-0.340143105,-0.253582894,-0.432075487,-0.429340025,-0.372679883,-0.169642655,0.351167085,-0.53515624,0.090694363,-0.416730598,-0.132956115,-0.529737513,-0.407930771,0.063916846,-0.123332246,-0.274508227,0.240971159,-0.327144645,-0.074091324,-0.504841253,-0.257296557,0.491043798,0.207168231,0.382213367,-0.456188807,0.469321264,-0.264747568,0.369360214,0.361371447,0.228963202,-0.422491923,-0.172645504,0.223499516,0.309494985,-0.46176154,-0.490083286,0.041443464,-0.247469038,-0.30806507,0.045811318,-0.029210104,0.445081967,-0.118675597,-0.407991662,0.210856136,-0.427659359,-0.422848475,0.262203626,0.246191787,-0.00196809,-0.22474331,0.504367443,0.370594847,-0.090535123,-0.49144328,0.085435112,-0.422941215,0.268575135,0.02868435,0.260676456,0.277163677,-0.313587455,-0.009956262,-0.205349098,0.42064537,-0.246634763,-0.234577923,-0.462206837,0.394770569,0.119670143,0.347072954,0.167370134,0.038791502,-0.314539131,0.32748047,0.013464836,0.464751107,-0.078509957,-0.359475616,-0.249871231,0.35403953,-0.346882545,0.350489686,-0.230020563,-0.477628295,-0.052423421,0.23184307,0.448378823,-0.230627346,-0.428558316,0.270252614,-0.029676679,-0.325339781,0.456738972,0.087222543,0.225161626,-0.227193685,0.443594737,0.419730195,0.231815324,-0.411203899,-0.212193674,-0.256758343,-0.493960609,0.08512554,-0.082888818,0.179079296,-0.378321621,0.338434484,-0.490702614,-0.216995918,-0.247326196,0.509264503,0.250744669,-0.306865162,0.166048605,-0.412987597,-0.234796074,0.184245819,0.197473902,0.402018845,-0.433965902,0.609239757,-0.310852389,0.303125341,0.356643393,0.150639781,-0.251371435,-0.545872398,-0.084261618,0.286871255,-0.344933842,0.271677594,-0.309759131,0.46062385,-0.236106867,-0.169586177,0.512604648,-0.502431392,0.200617491,-0.464627646,-0.331162532,0.046476833,0.190947127,0.146127604,-0.388085301,0.462197186,-0.354120559,-0.200905204,-0.470849752,-0.093688182,-0.14905649,0.312094542,-0.282015673,-0.497154381,-0.370270666,0.256156726,0.631881708,0.546065965,0.205845092,-0.564632892,-0.489466963,0.007310483,-0.320672586,-0.026948804,0.33565017,0.025192178,-0.169374132,-0.562177726,-0.497780755,-0.063509765,0.313001238
