"","logFC","logCPM","PValue","FDR","group","genesymbol","adj.P.Val"
"NNAT",4.1032779209523,3.42334587710523,6.28114900184205e-29,1.18531562813761e-24,"High vs Low","NNAT",1.18531562813761e-24
"STAR",3.94283808706508,1.2715314618183,6.70115167693167e-27,4.46943462199102e-23,"High vs Low","STAR",4.46943462199102e-23
"CYP17A1",3.92746484659514,1.96039065282992,7.10524289437394e-27,4.46943462199102e-23,"High vs Low","CYP17A1",4.46943462199102e-23
"SPINK4",-6.38304181679845,4.34141026297518,1.2579265059635e-26,5.9345827735093e-23,"High vs Low","SPINK4",5.9345827735093e-23
"DKK4",-6.8797670661263,2.26602433349586,6.98642210543026e-24,2.2296797742741e-20,"High vs Low","DKK4",2.2296797742741e-20
"DHRS2",3.83274968313731,3.75564354009535,7.0892261383311e-24,2.2296797742741e-20,"High vs Low","DHRS2",2.2296797742741e-20
"DUOXA2",-3.6112653906157,1.93480480055958,1.37825556298689e-23,3.53315913331989e-20,"High vs Low","DUOXA2",3.53315913331989e-20
"ELAVL3",4.5270135979129,-0.281264168795947,1.49781532862907e-23,3.53315913331989e-20,"High vs Low","ELAVL3",3.53315913331989e-20
"CYP2B6",-4.85557625117104,1.57743638157912,7.01671122207461e-23,1.471248416353e-19,"High vs Low","CYP2B6",1.471248416353e-19
"HIST1H2BB",-5.66253037854949,-0.426949633995176,3.81666659710818e-22,7.20243153540284e-19,"High vs Low","HIST1H2BB",7.20243153540284e-19
"SPIC",4.91949269158594,-0.43110568708968,8.15209018207637e-22,1.29694718522557e-18,"High vs Low","SPIC",1.29694718522557e-18
"CDH22",4.21520177125857,0.450409500232265,8.24723979794759e-22,1.29694718522557e-18,"High vs Low","CDH22",1.29694718522557e-18
"WNT16",-3.91648454977823,2.68040758609861,1.06547595277074e-21,1.54527445196697e-18,"High vs Low","WNT16",1.54527445196697e-18
"REG4",-5.45073513030264,3.3761690900637,1.14640677905451e-21,1.54527445196697e-18,"High vs Low","REG4",1.54527445196697e-18
"HIST1H1B",-4.85127114933718,1.72483756439284,3.02500799287616e-21,3.80566172223773e-18,"High vs Low","HIST1H1B",3.80566172223773e-18
"HMP19",4.66562972557103,1.93880924780102,4.77508232577969e-21,5.44775048131271e-18,"High vs Low","HMP19",5.44775048131271e-18
"CPB1",4.2995342106402,1.88892875349406,4.90762324107446e-21,5.44775048131271e-18,"High vs Low","CPB1",5.44775048131271e-18
"CYP11B1",8.83465177010292,0.724621132320131,8.11884366144592e-21,8.51170548528589e-18,"High vs Low","CYP11B1",8.51170548528589e-18
"DEFA5",-11.1654837371956,2.84940810626542,1.53658062059291e-20,1.52614804690573e-17,"High vs Low","DEFA5",1.52614804690573e-17
"HSD3B2",5.32440057267417,0.00265303320583648,1.01468263245586e-19,9.57403797853729e-17,"High vs Low","HSD3B2",9.57403797853729e-17
"HIST1H4C",-3.84745196573746,0.358191864576352,1.25133509855707e-19,1.12447355451764e-16,"High vs Low","HIST1H4C",1.12447355451764e-16
"FGF3",-5.96214907598464,-1.3356775346573,1.64938564966827e-19,1.3642743075218e-16,"High vs Low","FGF3",1.3642743075218e-16
"GLRA4",4.76482629443614,-1.57795624160196,1.68329588182693e-19,1.3642743075218e-16,"High vs Low","GLRA4",1.3642743075218e-16
"NPY",7.47043304508115,4.08623229023559,1.741211735868e-19,1.3642743075218e-16,"High vs Low","NPY",1.3642743075218e-16
"SLC7A14",4.57981096368543,-0.581158968458483,1.80736885634281e-19,1.3642743075218e-16,"High vs Low","SLC7A14",1.3642743075218e-16
"ADAD2",2.90727426302205,-0.947750929980006,3.50449769686269e-19,2.54359138605753e-16,"High vs Low","ADAD2",2.54359138605753e-16
"PSG1",7.4731076902595,0.691421008862001,3.92025514655833e-19,2.73996795817416e-16,"High vs Low","PSG1",2.73996795817416e-16
"DUOX2",-2.67298680723728,4.36634692751385,9.01720928388017e-19,6.07727701414652e-16,"High vs Low","DUOX2",6.07727701414652e-16
"PEX5L",2.71214257337979,0.929727388702814,1.06111969102853e-18,6.90496196186187e-16,"High vs Low","PEX5L",6.90496196186187e-16
"HIST1H4D",-4.08423360011634,0.549544452917439,1.7081547842086e-18,1.07448629776001e-15,"High vs Low","HIST1H4D",1.07448629776001e-15
"MSTN",2.83240110794117,-0.0767564512391337,3.0343114863309e-18,1.84711264705001e-15,"High vs Low","MSTN",1.84711264705001e-15
"CYP11A1",2.5617755232277,1.82201303925906,4.54611445901105e-18,2.68092893612492e-15,"High vs Low","CYP11A1",2.68092893612492e-15
"HIST1H2BI",-5.0598228979451,-0.412016091037439,5.00774969844827e-18,2.79735530259419e-15,"High vs Low","HIST1H2BI",2.79735530259419e-15
"TAC1",-6.78070252078543,3.18142106474437,5.04001273319921e-18,2.79735530259419e-15,"High vs Low","TAC1",2.79735530259419e-15
"TUBA3E",3.56040474436003,-1.77408013039678,9.59516986609417e-18,5.17344144408752e-15,"High vs Low","TUBA3E",5.17344144408752e-15
"ALB",3.70619608936074,3.11300254510883,1.19587445416684e-17,6.26870745127292e-15,"High vs Low","ALB",6.26870745127292e-15
"HIST1H4F",-6.79299474712254,-0.515084518222531,1.65018932393839e-17,8.41641154920037e-15,"High vs Low","HIST1H4F",8.41641154920037e-15
"MUC17",-6.1386619956479,0.50910687950369,4.061820610625e-17,2.01712149323959e-14,"High vs Low","MUC17",2.01712149323959e-14
"PSG5",7.0795780797286,2.06913478870351,6.29424654732422e-17,3.04560837421937e-14,"High vs Low","PSG5",3.04560837421937e-14
"FOXI1",4.00493858205379,0.184335944975078,1.16566535178025e-16,5.49931771336127e-14,"High vs Low","FOXI1",5.49931771336127e-14
"C6orf58",-2.62583532567828,-0.485503546325501,2.44569934499567e-16,1.12567786193691e-13,"High vs Low","C6orf58",1.12567786193691e-13
"CGA",5.52569314296239,4.36836374825568,2.91991598449477e-16,1.31194606055716e-13,"High vs Low","CGA",1.31194606055716e-13
"NEUROD4",7.54823036416228,-0.630773650031085,3.14095250550094e-16,1.37843987747228e-13,"High vs Low","NEUROD4",1.37843987747228e-13
"COLEC10",-2.53988840447539,-0.0491097207541453,6.24641468521773e-16,2.67900208010781e-13,"High vs Low","COLEC10",2.67900208010781e-13
"HIST1H2AJ",-3.84338775640812,-0.792638103762324,7.43182823589984e-16,3.08261534249822e-13,"High vs Low","HIST1H2AJ",3.08261534249822e-13
"NOS1",2.93141783210393,2.59386311684895,7.5141913918138e-16,3.08261534249822e-13,"High vs Low","NOS1",3.08261534249822e-13
"KPRP",-5.67175511539744,-2.40942351225401,8.24062886576038e-16,3.30870015586732e-13,"High vs Low","KPRP",3.30870015586732e-13
"NTSR1",3.2394507043646,0.91552447530227,8.86895373008221e-16,3.48679220500795e-13,"High vs Low","NTSR1",3.48679220500795e-13
"HIST1H4B",-3.69899063148512,-0.606814509953966,1.10839007157741e-15,4.26865898790558e-13,"High vs Low","HIST1H4B",4.26865898790558e-13
"HIST1H1E",-2.77649686885696,1.28008758863794,1.2316177665533e-15,4.64837177452545e-13,"High vs Low","HIST1H1E",4.64837177452545e-13
"PSG11",7.842616484178,-0.339122542586141,1.65271269922454e-15,6.11536104844436e-13,"High vs Low","PSG11",6.11536104844436e-13
"HIST1H3C",-3.62758247516114,-0.131630546206357,1.92626417536904e-15,6.99048677949793e-13,"High vs Low","HIST1H3C",6.99048677949793e-13
"HIST1H4A",-3.9384665978229,-1.41892728290249,1.98648353270418e-15,7.07300580106804e-13,"High vs Low","HIST1H4A",7.07300580106804e-13
"PSG2",6.13999566585612,-1.92623741588662,2.14837068567988e-15,7.50775985360464e-13,"High vs Low","PSG2",7.50775985360464e-13
"HIST1H1D",-3.33175544253516,1.16791003473858,2.81038894719642e-15,9.64269996773521e-13,"High vs Low","HIST1H1D",9.64269996773521e-13
"RPTN",-4.88247691694775,-1.72745394302806,3.34797399263562e-15,1.12820745026834e-12,"High vs Low","RPTN",1.12820745026834e-12
"NKX2.3",3.09905653977179,-0.542441749592312,3.48848605373967e-15,1.15493368982669e-12,"High vs Low","NKX2.3",1.15493368982669e-12
"DEFA6",-6.23586103685939,-1.54152168544608,4.45277854866556e-15,1.4487652412391e-12,"High vs Low","DEFA6",1.4487652412391e-12
"TAC3",3.64392573503495,0.210744155859731,4.59888646868033e-15,1.47094214492316e-12,"High vs Low","TAC3",1.47094214492316e-12
"RTP1",4.41284348606783,-1.12680125235278,5.1065465634941e-15,1.60609400332828e-12,"High vs Low","RTP1",1.60609400332828e-12
"SLC12A3",2.22545129296772,0.497941934065151,6.48014276320254e-15,2.00470121449828e-12,"High vs Low","SLC12A3",2.00470121449828e-12
"HDGFL1",5.15108333836344,-2.47975880905982,6.6924377055471e-15,2.03698374098999e-12,"High vs Low","HDGFL1",2.03698374098999e-12
"MAEL",3.39215167037583,2.31124145058287,7.00273783893344e-15,2.09759786918274e-12,"High vs Low","MAEL",2.09759786918274e-12
"RELN",-2.18856485058291,3.16130533291477,1.70589199590208e-14,5.02998247729189e-12,"High vs Low","RELN",5.02998247729189e-12
"CPA1",3.31689184894816,-1.39202822658815,1.89199468839251e-14,5.49289719456231e-12,"High vs Low","CPA1",5.49289719456231e-12
"HIST2H2AB",-3.49220651575742,-0.600923635181254,2.06665436041113e-14,5.9090658235331e-12,"High vs Low","HIST2H2AB",5.9090658235331e-12
"HIST1H3B",-3.42219608059435,0.305875427471947,2.51072467207346e-14,7.07162466965646e-12,"High vs Low","HIST1H3B",7.07162466965646e-12
"DMRTB1",4.12159728851084,-3.81747560015157,2.92131976301362e-14,8.10709194821029e-12,"High vs Low","DMRTB1",8.10709194821029e-12
"GIF",4.36465778500457,-2.06326912389056,4.35792277478362e-14,1.19186029975278e-11,"High vs Low","GIF",1.19186029975278e-11
"HLA.G",1.71823404437438,4.09227024867794,5.69428169513507e-14,1.53509699812706e-11,"High vs Low","HLA.G",1.53509699812706e-11
"TDRD12",2.2745522036823,0.769007404565101,7.89525014374351e-14,2.09846852764203e-11,"High vs Low","TDRD12",2.09846852764203e-11
"RHAG",-4.41135471745729,-2.70170090746302,1.2698822016689e-13,3.32832597606858e-11,"High vs Low","RHAG",3.32832597606858e-11
"SLC7A3",3.39357163696541,-0.244803827199796,1.33434986539854e-13,3.44938579588163e-11,"High vs Low","SLC7A3",3.44938579588163e-11
"FSHB",-5.18160738105782,-3.25743020010662,2.32266708919217e-13,5.92311495137102e-11,"High vs Low","FSHB",5.92311495137102e-11
"FGF4",-4.84767684636598,-2.31945406142052,2.48689820203784e-13,6.25736746275416e-11,"High vs Low","FGF4",6.25736746275416e-11
"CELA3A",4.44573502973642,-2.27283506959927,2.66762890059986e-13,6.62379276095e-11,"High vs Low","CELA3A",6.62379276095e-11
"IL1A",-2.16558537309113,1.92359280950328,5.12994281751276e-13,1.25723572609459e-10,"High vs Low","IL1A",1.25723572609459e-10
"HIST1H2AB",-3.39199610037243,-1.14640995847046,5.30544515009035e-13,1.26950066277592e-10,"High vs Low","HIST1H2AB",1.26950066277592e-10
"HIST1H1A",-5.45635191298165,-0.90470019461175,5.31453300616276e-13,1.26950066277592e-10,"High vs Low","HIST1H1A",1.26950066277592e-10
"PSG7",5.50292181252982,-2.76156816358722,7.99110357504876e-13,1.88500144455931e-10,"High vs Low","PSG7",1.88500144455931e-10
"NLRP7",2.0966934063614,0.394884708486473,8.55468738780174e-13,1.99303093450872e-10,"High vs Low","NLRP7",1.99303093450872e-10
"OTOP1",-4.17454216149054,-3.50347419727278,1.04842447009594e-12,2.40407863571976e-10,"High vs Low","OTOP1",2.40407863571976e-10
"HIST1H4L",-5.44327089341485,-1.04674721780305,1.06558046669112e-12,2.40407863571976e-10,"High vs Low","HIST1H4L",2.40407863571976e-10
"MYH1",2.39527164364033,-1.09731454586176,1.07012137883769e-12,2.40407863571976e-10,"High vs Low","MYH1",2.40407863571976e-10
"TRIM58",2.10204825545058,-0.420294701196721,1.1537538070816e-12,2.56146918746316e-10,"High vs Low","TRIM58",2.56146918746316e-10
"VGLL2",4.46563805740935,-1.60025899084685,1.51956984668399e-12,3.33439564846205e-10,"High vs Low","VGLL2",3.33439564846205e-10
"RHCG",-2.96569129863705,2.40385786445869,1.56962200291355e-12,3.39768337126293e-10,"High vs Low","RHCG",3.39768337126293e-10
"KRT33A",5.63001648407901,-1.3969635916758,1.58442126369105e-12,3.39768337126293e-10,"High vs Low","KRT33A",3.39768337126293e-10
"FGFBP2",1.98121180105642,0.543987398550377,1.71210507306196e-12,3.63023986896092e-10,"High vs Low","FGFBP2",3.63023986896092e-10
"GPR26",-4.22504079982913,0.246181672050154,1.75029981331298e-12,3.66998975300325e-10,"High vs Low","GPR26",3.66998975300325e-10
"SULT2A1",3.61313809730687,-2.90772143225731,1.97924689483455e-12,4.1044360607058e-10,"High vs Low","SULT2A1",4.1044360607058e-10
"CRP",-3.14988240223417,-1.35647759250386,2.07862955106418e-12,4.26367589762305e-10,"High vs Low","CRP",4.26367589762305e-10
"KRT14",-3.35552010214792,4.69894660852336,2.8190647950318e-12,5.72027653194033e-10,"High vs Low","KRT14",5.72027653194033e-10
"CA6",-3.33024537230436,0.566817754248398,4.043001047232e-12,8.11653965556543e-10,"High vs Low","CA6",8.11653965556543e-10
"HIST1H4E",-2.66393820110759,0.767255969171578,5.5869502712444e-12,1.10980356388056e-09,"High vs Low","HIST1H4E",1.10980356388056e-09
"ATP4A",3.20461751723515,-1.00051476009311,5.75671277866744e-12,1.13161382131493e-09,"High vs Low","ATP4A",1.13161382131493e-09
"CD177",2.8142106931977,4.94859185182208,5.92414985912579e-12,1.15252197929446e-09,"High vs Low","CD177",1.15252197929446e-09
"DPCR1",-2.4351848189658,4.6126391410854,6.33411413287914e-12,1.21970477348533e-09,"High vs Low","DPCR1",1.21970477348533e-09
"PPP1R3A",5.46632683551837,-1.95362944592904,7.27247237342743e-12,1.38625076928231e-09,"High vs Low","PPP1R3A",1.38625076928231e-09
"SYCE1",2.6360619333467,-1.69835507120721,7.70861159913271e-12,1.45469209487233e-09,"High vs Low","SYCE1",1.45469209487233e-09
"ACTL8",4.07430013907541,1.28791279261403,8.26940303927448e-12,1.54506836390246e-09,"High vs Low","ACTL8",1.54506836390246e-09
"FER1L6",-2.51609065566084,0.845692485865427,9.91009298694002e-12,1.83346436035829e-09,"High vs Low","FER1L6",1.83346436035829e-09
"VIT",2.15201542054806,-0.962316052835834,1.00479719123737e-11,1.84092502872238e-09,"High vs Low","VIT",1.84092502872238e-09
"FAM9C",3.43834775616762,-0.281108642792173,1.07813073681781e-11,1.95628895523931e-09,"High vs Low","FAM9C",1.95628895523931e-09
"PSG8",5.25508755694888,-0.981137037256224,1.94331039259132e-11,3.49259146843722e-09,"High vs Low","PSG8",3.49259146843722e-09
"HIST1H2AH",-3.29679169560969,-1.02317735984093,2.18741827602275e-11,3.89422361196465e-09,"High vs Low","HIST1H2AH",3.89422361196465e-09
"ARHGAP36",3.99115177420382,-1.24583025822511,2.32198691805292e-11,4.09516029257726e-09,"High vs Low","ARHGAP36",4.09516029257726e-09
"HIST1H3F",-3.72594186006778,-0.0464865819193323,2.39310303960613e-11,4.18150439448216e-09,"High vs Low","HIST1H3F",4.18150439448216e-09
"UGT1A8",-4.43911450661733,-0.713460920586904,2.88584047538485e-11,4.99621060651261e-09,"High vs Low","UGT1A8",4.99621060651261e-09
"KCTD19",1.46699547831204,-0.138198272343217,3.34779515882982e-11,5.74329476747978e-09,"High vs Low","KCTD19",5.74329476747978e-09
"LIPF",4.55923641526538,-0.0570860743165529,3.38774176051779e-11,5.75946619484066e-09,"High vs Low","LIPF",5.75946619484066e-09
"CABP7",1.69334610042699,0.629485058172678,3.92547167644866e-11,6.61406928627345e-09,"High vs Low","CABP7",6.61406928627345e-09
"KRT24",2.73442084413344,-1.61759578376645,4.82358966700974e-11,8.05539474390627e-09,"High vs Low","KRT24",8.05539474390627e-09
"HOXA9",1.89921300108846,0.255634422204484,5.26270343315914e-11,8.7116207444865e-09,"High vs Low","HOXA9",8.7116207444865e-09
"OTOS",3.71627443856456,-2.05017815565592,5.58646256408252e-11,9.16714217798272e-09,"High vs Low","OTOS",9.16714217798272e-09
"MUCL1",-3.0424490522418,2.0848642604309,5.73680782760968e-11,9.33269832024331e-09,"High vs Low","MUCL1",9.33269832024331e-09
"COL2A1",2.77233133338751,2.23706307999651,6.21310668065799e-11,1.00211569376664e-08,"High vs Low","COL2A1",1.00211569376664e-08
"TRIM48",5.85228259598061,1.05334467704191,6.40299611163419e-11,1.02399101375126e-08,"High vs Low","TRIM48",1.02399101375126e-08
"RASGEF1C",2.4491432115507,0.137750421311246,6.686762576238e-11,1.06038568551418e-08,"High vs Low","RASGEF1C",1.06038568551418e-08
"PSG3",5.02761020726291,1.44086052809162,8.09388033672507e-11,1.27283013195282e-08,"High vs Low","PSG3",1.27283013195282e-08
"INSRR",1.98064007551867,-1.06352881737949,8.48545625935788e-11,1.32338053777143e-08,"High vs Low","INSRR",1.32338053777143e-08
"CELA3B",3.2450013832269,-3.24852667226407,9.08692205997667e-11,1.4055680835559e-08,"High vs Low","CELA3B",1.4055680835559e-08
"PSG4",5.22600660621092,2.77051967950632,9.9031326649813e-11,1.51936598797449e-08,"High vs Low","PSG4",1.51936598797449e-08
"CGB5",-4.32333609062156,2.15495693177897,1.02194563076294e-10,1.55525290307479e-08,"High vs Low","CGB5",1.55525290307479e-08
"SPRR2B",-4.5893264742574,-2.49365995793883,1.12818633922624e-10,1.70320035260307e-08,"High vs Low","SPRR2B",1.70320035260307e-08
"TEX13B",-3.61276267250493,-2.63809043063236,1.17726866665839e-10,1.76319341337385e-08,"High vs Low","TEX13B",1.76319341337385e-08
"GLRA2",3.08601020533813,-3.13584109576585,1.20611676405939e-10,1.79217554760352e-08,"High vs Low","GLRA2",1.79217554760352e-08
"MYF5",4.56622219789935,-3.79709844353468,1.220891082946e-10,1.79995590830266e-08,"High vs Low","MYF5",1.79995590830266e-08
"HIST1H3A",-2.38261687388784,-1.12570577643728,1.38639071143944e-10,2.028106908184e-08,"High vs Low","HIST1H3A",2.028106908184e-08
"MGARP",1.72714689973283,-0.601404718080115,1.46399620713622e-10,2.1251594172975e-08,"High vs Low","MGARP",2.1251594172975e-08
"KRT9",-3.3055476548224,-2.88648181805758,1.59762903479536e-10,2.30143950500941e-08,"High vs Low","KRT9",2.30143950500941e-08
"CERS3",-3.069933360865,0.130161036287749,1.75213946177772e-10,2.50489574115208e-08,"High vs Low","CERS3",2.50489574115208e-08
"CYP4F8",-3.46953194187326,-1.76473112381381,1.78073181180769e-10,2.52663082861826e-08,"High vs Low","CYP4F8",2.52663082861826e-08
"HIST2H3D",-2.0719445675134,-1.13275627941453,1.83876056502352e-10,2.58949631511633e-08,"High vs Low","HIST2H3D",2.58949631511633e-08
"SVOP",2.61230531189516,-1.79748712154777,1.89966692137936e-10,2.65545292395185e-08,"High vs Low","SVOP",2.65545292395185e-08
"SERPINB7",-2.6328789644967,0.977564422869046,1.96559473432788e-10,2.72740722290452e-08,"High vs Low","SERPINB7",2.72740722290452e-08
"HHLA1",-3.29248887572192,-2.92359652521415,2.42261126475358e-10,3.33701439249378e-08,"High vs Low","HHLA1",3.33701439249378e-08
"SPAG11A",-5.07839079296035,-2.08329718303053,2.50953375321421e-10,3.43169648238444e-08,"High vs Low","SPAG11A",3.43169648238444e-08
"AMY1B",2.47684725159617,-1.84723698261014,2.53717200017948e-10,3.44453041837316e-08,"High vs Low","AMY1B",3.44453041837316e-08
"HSD3B1",3.86683262593933,-2.1035341637162,2.92389090738585e-10,3.9411960938056e-08,"High vs Low","HSD3B1",3.9411960938056e-08
"STMN4",2.65116190537195,-2.79493312967637,3.07581443167247e-10,4.11657405248873e-08,"High vs Low","STMN4",4.11657405248873e-08
"C1QTNF9B",1.70459376041181,-1.97001480566286,3.80422105025639e-10,5.05559545347805e-08,"High vs Low","C1QTNF9B",5.05559545347805e-08
"PNLIP",4.95742061601132,-1.82127010458631,4.38527010930875e-10,5.78702323306051e-08,"High vs Low","PNLIP",5.78702323306051e-08
"KRTDAP",-2.07700082951283,-1.38226568012718,5.22721283628462e-10,6.85018982177272e-08,"High vs Low","KRTDAP",6.85018982177272e-08
"HRH3",3.8340399592396,-0.814925434080462,6.2581997906785e-10,8.10598401632876e-08,"High vs Low","HRH3",8.10598401632876e-08
"TRIM49",3.26155334897534,-3.49872679515548,6.27138819555932e-10,8.10598401632876e-08,"High vs Low","TRIM49",8.10598401632876e-08
"SLC5A7",2.62991406380584,-0.289612744213195,6.63493946068202e-10,8.49228254906003e-08,"High vs Low","SLC5A7",8.49228254906003e-08
"SLC51B",1.36649161704143,1.17115753925943,6.66026080897082e-10,8.49228254906003e-08,"High vs Low","SLC51B",8.49228254906003e-08
"FABP7",3.29063706672061,3.28134713479591,7.15469369819686e-10,9.06149159588409e-08,"High vs Low","FABP7",9.06149159588409e-08
"HCRTR2",-2.01822706311431,-2.54520382438824,7.9538433714783e-10,9.95773568118435e-08,"High vs Low","HCRTR2",9.95773568118435e-08
"ADAM30",-3.37928975898922,-3.91852319439445,7.96787710168426e-10,9.95773568118435e-08,"High vs Low","ADAM30",9.95773568118435e-08
"SLC1A6",2.78618706747536,-0.600884282417591,8.08425955078152e-10,1.00367146041315e-07,"High vs Low","SLC1A6",1.00367146041315e-07
"PGA5",-2.61415371116336,-2.89319135946433,8.56293034815192e-10,1.05375464051715e-07,"High vs Low","PGA5",1.05375464051715e-07
"KCNC1",1.96792240331608,-1.83789801667588,8.59934368288064e-10,1.05375464051715e-07,"High vs Low","KCNC1",1.05375464051715e-07
"IGF2",1.97194434487955,7.00985701173689,1.00838462770172e-09,1.22769201995865e-07,"High vs Low","IGF2",1.22769201995865e-07
"PROKR1",-1.78677268131442,-1.77500661092119,1.10328932516741e-09,1.33462646507912e-07,"High vs Low","PROKR1",1.33462646507912e-07
"SYNPR",-2.50672225341248,-1.62985403539357,1.114157516562e-09,1.33918894872876e-07,"High vs Low","SYNPR",1.33918894872876e-07
"HIST1H3I",-2.98602019485461,-1.88760956587017,1.2090830458289e-09,1.44408899733146e-07,"High vs Low","HIST1H3I",1.44408899733146e-07
"CHRNA4",2.03366119532583,-2.79406160342525,1.45058822684517e-09,1.72163839174813e-07,"High vs Low","CHRNA4",1.72163839174813e-07
"LPO",-1.47940268624659,-0.498258524353607,1.49518809512069e-09,1.76348090893891e-07,"High vs Low","LPO",1.76348090893891e-07
"TFF2",-4.26843729275637,3.97607563902075,1.5099588164849e-09,1.76984054819171e-07,"High vs Low","TFF2",1.76984054819171e-07
"LAMA1",-1.67396117202864,3.19977804621338,1.63842415412342e-09,1.90856186496685e-07,"High vs Low","LAMA1",1.90856186496685e-07
"RALYL",3.27799696614606,-3.13784790852711,1.68128964887291e-09,1.94647956833623e-07,"High vs Low","RALYL",1.94647956833623e-07
"KCTD4",2.58479333518556,-2.60051314740375,2.01876843373698e-09,2.32293775079577e-07,"High vs Low","KCTD4",2.32293775079577e-07
"CYP11B2",3.76066348176757,-3.82291525723775,2.24368879278034e-09,2.56610007324593e-07,"High vs Low","CYP11B2",2.56610007324593e-07
"CLVS2",2.91771002782325,-3.35098026458571,2.40503122529444e-09,2.73405688268261e-07,"High vs Low","CLVS2",2.73405688268261e-07
"PNMA5",2.68858764350057,1.92712483993716,2.64491332203009e-09,2.988752053894e-07,"High vs Low","PNMA5",2.988752053894e-07
"CHAD",1.59253856324126,2.83793075451119,2.71865119000164e-09,3.05378967895958e-07,"High vs Low","CHAD",3.05378967895958e-07
"CLCA2",-2.21731574091805,2.61836906355701,2.94401287626206e-09,3.28736491052907e-07,"High vs Low","CLCA2",3.28736491052907e-07
"RP11.240B13.2",-3.21029650977948,-4.11991120311911,2.98631426023132e-09,3.31498449440149e-07,"High vs Low","RP11.240B13.2",3.31498449440149e-07
"PDZRN4",1.77321526650734,0.279132462197954,3.12836239514204e-09,3.45235828998395e-07,"High vs Low","PDZRN4",3.45235828998395e-07
"SPRR4",-3.30193561763484,-4.01706786213914,3.57318503758062e-09,3.9203241188479e-07,"High vs Low","SPRR4",3.9203241188479e-07
"SBK2",2.46878299706733,-2.30163133607061,4.06708548809269e-09,4.43641446507498e-07,"High vs Low","SBK2",4.43641446507498e-07
"HIST1H2BL",-1.89771479917166,-0.93337411425804,4.17553776594319e-09,4.52853868856977e-07,"High vs Low","HIST1H2BL",4.52853868856977e-07
"CACNG1",-2.09485656257547,-2.10160428743031,4.32645604291993e-09,4.66540297062525e-07,"High vs Low","CACNG1",4.66540297062525e-07
"DLGAP2",1.74180404211766,-0.448558544881493,4.78805266986212e-09,5.13382624619137e-07,"High vs Low","DLGAP2",5.13382624619137e-07
"OR14A16",3.65594870185226,-4.16696552207269,4.95829869352821e-09,5.28633077093621e-07,"High vs Low","OR14A16",5.28633077093621e-07
"FRG2",3.54387067587745,-3.04855602333932,5.161680072663e-09,5.47225082310244e-07,"High vs Low","FRG2",5.47225082310244e-07
"MMP10",-2.05758496837031,3.75215123638896,5.42926047390715e-09,5.69138186007873e-07,"High vs Low","MMP10",5.69138186007873e-07
"FSCN3",-1.55951412971687,-2.05532245596667,5.45882118618802e-09,5.69138186007873e-07,"High vs Low","FSCN3",5.69138186007873e-07
"PRR9",-3.50396646905496,-2.87390204026644,5.45885282536299e-09,5.69138186007873e-07,"High vs Low","PRR9",5.69138186007873e-07
"MYH4",2.22536864473767,-3.04402735122453,5.69407431859653e-09,5.90400420144149e-07,"High vs Low","MYH4",5.90400420144149e-07
"KLK14",-2.47932300816469,3.79715005349901,6.41049627613159e-09,6.61051777196062e-07,"High vs Low","KLK14",6.61051777196062e-07
"ADIPOQ",2.99909909325521,-3.28913556518474,6.62063786433519e-09,6.79011180097116e-07,"High vs Low","ADIPOQ",6.79011180097116e-07
"NOL4",2.16495508290398,0.758469488792719,7.17415395366035e-09,7.31502339664778e-07,"High vs Low","NOL4",7.31502339664778e-07
"MAPK4",1.92249556064398,2.66861095024733,7.20997483851671e-09,7.31502339664778e-07,"High vs Low","MAPK4",7.31502339664778e-07
"HIST1H2AD",-2.04849221664377,0.590561239064228,7.65383782232685e-09,7.72382746230641e-07,"High vs Low","HIST1H2AD",7.72382746230641e-07
"AQP2",-2.33666563680415,0.202132857667363,7.99892667671751e-09,8.02913538916682e-07,"High vs Low","AQP2",8.02913538916682e-07
"CALB1",2.16949056527293,1.7051713773622,8.29307109807588e-09,8.28034627998888e-07,"High vs Low","CALB1",8.28034627998888e-07
"SLC6A19",2.93049054312073,-1.69651113557371,8.69390490433588e-09,8.63487786577486e-07,"High vs Low","SLC6A19",8.63487786577486e-07
"PRAC1",4.4131942790737,-3.00768849608662,9.37099050675491e-09,9.2586367462289e-07,"High vs Low","PRAC1",9.2586367462289e-07
"TAT",1.44861239198899,0.432357282237822,1.00137062282405e-08,9.84211719964197e-07,"High vs Low","TAT",9.84211719964197e-07
"PSG6",3.93615507467186,-1.55889298724349,1.03758104685411e-08,1.01451771684891e-06,"High vs Low","PSG6",1.01451771684891e-06
"APOA1",-1.97983528474607,0.337570540200785,1.05169213264549e-08,1.02301454820376e-06,"High vs Low","APOA1",1.02301454820376e-06
"MAFA",1.69326060804942,-1.56449915043199,1.05790152099689e-08,1.02377741552473e-06,"High vs Low","MAFA",1.02377741552473e-06
"HSD17B13",1.63007585266711,1.8630267080453,1.31921689196279e-08,1.27015010041989e-06,"High vs Low","HSD17B13",1.27015010041989e-06
"CELA2A",1.77465770078224,-3.14861441771007,1.41820543285499e-08,1.35790237045346e-06,"High vs Low","CELA2A",1.35790237045346e-06
"DPPA3",2.55629444135981,-3.11578251634436,1.42475051322021e-08,1.35790237045346e-06,"High vs Low","DPPA3",1.35790237045346e-06
"IGFBP1",-2.37339099095121,0.990897892387135,1.4480059224891e-08,1.37313164639657e-06,"High vs Low","IGFBP1",1.37313164639657e-06
