"","logFC","logCPM","PValue","FDR","group","genesymbol","adj.P.Val"
"TRIM39.RPP21",0.230266891866358,-4.00369995450482,0.310007494054572,0.634400043574146,"High vs Low","TRIM39.RPP21",0.634400043574146
"FERMT1",-0.157651393903424,5.00450940129853,0.310024131795861,0.634400043574146,"High vs Low","FERMT1",0.634400043574146
"MCTS1",-0.0823387661832553,5.35178439712,0.310025478444987,0.634400043574146,"High vs Low","MCTS1",0.634400043574146
"TFAP2A",0.21371036883382,4.23992742349296,0.310056255730186,0.634400043574146,"High vs Low","TFAP2A",0.634400043574146
"MIER3",-0.073345271358784,4.72206711226758,0.310130504135453,0.634483168206865,"High vs Low","MIER3",0.634483168206865
"CXCL9",0.222327517657655,6.74573721582983,0.310280578983928,0.634697034899101,"High vs Low","CXCL9",0.634697034899101
"GMNC",-0.485546955118159,-0.63540704179376,0.310302307454777,0.634697034899101,"High vs Low","GMNC",0.634697034899101
"ZNF117",0.153838578793989,5.92938046300455,0.310346533388364,0.634718698555523,"High vs Low","ZNF117",0.634718698555523
"CNN2",-0.0886210325126266,7.9897747342514,0.310441186046748,0.634843478748177,"High vs Low","CNN2",0.634843478748177
"FAM166B",-0.237506907504684,1.56300339982426,0.3104870155705,0.634868400783499,"High vs Low","FAM166B",0.634868400783499
"ZNF716",-0.537357229247002,-2.06517139462845,0.310669936188751,0.634893009203688,"High vs Low","ZNF716",0.634893009203688
"HEBP1",-0.0802143657724687,5.37180050648958,0.310685230588413,0.634893009203688,"High vs Low","HEBP1",0.634893009203688
"COPS7A",0.0706115611016336,6.29943466389228,0.310692748616059,0.634893009203688,"High vs Low","COPS7A",0.634893009203688
"SLITRK1",0.524359503622069,-1.34389544739366,0.310703882205721,0.634893009203688,"High vs Low","SLITRK1",0.634893009203688
"PDCL3",0.0785377161682759,4.68209996825206,0.310753478915844,0.634893009203688,"High vs Low","PDCL3",0.634893009203688
"UBA1",0.0701947870483112,8.60376422870209,0.310759616948359,0.634893009203688,"High vs Low","UBA1",0.634893009203688
"FOXP1",-0.0832169181614146,6.20212916651165,0.310763709358222,0.634893009203688,"High vs Low","FOXP1",0.634893009203688
"PKP1",-0.335847910548098,5.44916130839311,0.310790493207188,0.634893009203688,"High vs Low","PKP1",0.634893009203688
"RDH14",-0.0615820239225678,4.42973109944086,0.310815566192441,0.634893009203688,"High vs Low","RDH14",0.634893009203688
"PSORS1C1",0.164804794039244,2.10053454375811,0.310835488953043,0.634893009203688,"High vs Low","PSORS1C1",0.634893009203688
"CCDC54",0.246473832636507,-3.35379500967599,0.310910775994707,0.634978057770143,"High vs Low","CCDC54",0.634978057770143
"ATG2B",0.0818873766062976,5.32581760894512,0.311053124188905,0.635200033174854,"High vs Low","ATG2B",0.635200033174854
"KCNH7",-0.306500501826932,-1.28373846134792,0.311404653134267,0.635633073018856,"High vs Low","KCNH7",0.635633073018856
"THRSP",0.264242596972268,-3.24648568745295,0.311414842056947,0.635633073018856,"High vs Low","THRSP",0.635633073018856
"MPHOSPH8",-0.064863845903757,5.77960132351071,0.311441345250333,0.635633073018856,"High vs Low","MPHOSPH8",0.635633073018856
"VPS36",-0.0675449367271778,5.70458672361109,0.311448224385576,0.635633073018856,"High vs Low","VPS36",0.635633073018856
"CDCA5",0.156935513096391,4.61534897455437,0.311487640229817,0.635633073018856,"High vs Low","CDCA5",0.635633073018856
"SRFBP1",-0.0824834964140153,3.51547211344648,0.311491362741237,0.635633073018856,"High vs Low","SRFBP1",0.635633073018856
"TRPV6",0.279347473093558,1.07037076419347,0.311513094149985,0.635633073018856,"High vs Low","TRPV6",0.635633073018856
"MMP8",-0.285241210202074,-0.58204836893436,0.311535054942023,0.635633073018856,"High vs Low","MMP8",0.635633073018856
"GBA2",0.076646144304574,5.91450890228223,0.311568328409963,0.635633073018856,"High vs Low","GBA2",0.635633073018856
"NDUFA4L2",-0.229035157531161,5.44961074929256,0.311622842168588,0.635675565297095,"High vs Low","NDUFA4L2",0.635675565297095
"SSRP1",0.0682055101234623,7.55684335408842,0.311669176877989,0.635701365852197,"High vs Low","SSRP1",0.635701365852197
"MMP7",-0.256613426792387,6.96471126956551,0.311730348182242,0.635757419274516,"High vs Low","MMP7",0.635757419274516
"OR2C3",0.399854860407924,-3.88880030456943,0.311900834526666,0.636031116538457,"High vs Low","OR2C3",0.636031116538457
"ZNF410",-0.078645013512584,1.455774218617,0.311960489842355,0.636031116538457,"High vs Low","ZNF410",0.636031116538457
"DEPDC1B",0.17024719914572,2.9805506489967,0.311965662375071,0.636031116538457,"High vs Low","DEPDC1B",0.636031116538457
"DNAI2",-0.307364507632186,1.33479225492562,0.312213524526672,0.63646586430724,"High vs Low","DNAI2",0.63646586430724
"RFC5",0.0963691962824759,4.29003654473458,0.312260297090011,0.63646586430724,"High vs Low","RFC5",0.63646586430724
"PXT1",-0.162833853262936,-2.53370208359006,0.312280082540445,0.63646586430724,"High vs Low","PXT1",0.63646586430724
"PDE8B",0.125673686721064,2.5515120496544,0.312370428328461,0.63658124762272,"High vs Low","PDE8B",0.63658124762272
"SLC25A30",-0.0810096182917703,4.09029142972702,0.312421542925911,0.636616665214866,"High vs Low","SLC25A30",0.636616665214866
"EXT1",-0.082647100856244,6.10164955177199,0.312560255859547,0.636830553695261,"High vs Low","EXT1",0.636830553695261
"C2orf78",-0.426776514801057,-4.44358502897984,0.312665112616907,0.636975422670156,"High vs Low","C2orf78",0.636975422670156
"ALOX5AP",-0.154028801837503,5.57657143440047,0.312719288832395,0.63701702283637,"High vs Low","ALOX5AP",0.63701702283637
"EIF4A1",0.10955296139412,3.60788346500455,0.312799631334655,0.637111909650973,"High vs Low","EIF4A1",0.637111909650973
"CMTM7",-0.107553160708105,5.08837440965318,0.312897639399243,0.637184791422686,"High vs Low","CMTM7",0.637184791422686
"VCX3B",0.352198311723644,-3.20755475536952,0.312902944312121,0.637184791422686,"High vs Low","VCX3B",0.637184791422686
"NAA38",0.119014015607158,5.3267358158072,0.31295162056629,0.637189798737504,"High vs Low","NAA38",0.637189798737504
"MTRNR2L12",-0.175229534358962,0.68020952436777,0.312972934370088,0.637189798737504,"High vs Low","MTRNR2L12",0.637189798737504
"KLHL8",-0.079594836739463,4.64054644285587,0.313140650030139,0.637462481846683,"High vs Low","KLHL8",0.637462481846683
"NDN",0.131525371270447,4.3228005458856,0.313248036820544,0.637608740957636,"High vs Low","NDN",0.637608740957636
"ASB14",-0.0984583299787891,0.235542851837092,0.313280072394637,0.637608740957636,"High vs Low","ASB14",0.637608740957636
"KYNU",-0.25201923583327,5.53251798976862,0.313356071018597,0.637694642099853,"High vs Low","KYNU",0.637694642099853
"MRPS25",0.10577700189548,6.01872516966507,0.313419930385265,0.637724810391542,"High vs Low","MRPS25",0.637724810391542
"L34079.2",0.256150624457995,-4.44138941963003,0.313482146327806,0.637724810391542,"High vs Low","L34079.2",0.637724810391542
"CH25H",0.212620451482578,3.94773357495492,0.313488358774135,0.637724810391542,"High vs Low","CH25H",0.637724810391542
"METTL23",0.0649057836079277,4.7311143743825,0.313515354260815,0.637724810391542,"High vs Low","METTL23",0.637724810391542
"FAM167A",-0.201503273787808,4.00363927848411,0.313642853765114,0.637724810391542,"High vs Low","FAM167A",0.637724810391542
"ARIH2",0.0587939231016529,6.12643903726493,0.313654731600076,0.637724810391542,"High vs Low","ARIH2",0.637724810391542
"XPC",0.0766539725292615,5.21581442778929,0.313703851065027,0.637724810391542,"High vs Low","XPC",0.637724810391542
"ADAM2",-0.512696288512603,-1.5494923859903,0.313707818562284,0.637724810391542,"High vs Low","ADAM2",0.637724810391542
"RRAGC",-0.0704086654310256,4.81223297791854,0.313710114056452,0.637724810391542,"High vs Low","RRAGC",0.637724810391542
"NFASC",0.169203669390891,3.40749414618419,0.313725915802706,0.637724810391542,"High vs Low","NFASC",0.637724810391542
"ZNF100",-0.110258579912086,3.56253419269049,0.313752680290338,0.637724810391542,"High vs Low","ZNF100",0.637724810391542
"SERPINE3",0.163349047261732,-2.46521935423922,0.313776422260901,0.637724810391542,"High vs Low","SERPINE3",0.637724810391542
"DIABLO",-0.0768383559883454,3.41112651204009,0.313832899768931,0.637761672313023,"High vs Low","DIABLO",0.637761672313023
"TRAPPC8",-0.0884353420764283,5.64791299801981,0.313862150960259,0.637761672313023,"High vs Low","TRAPPC8",0.637761672313023
"ZNF260",-0.0911090181425224,4.96379146681343,0.313896206722247,0.637762200372043,"High vs Low","ZNF260",0.637762200372043
"F8A1",-0.117558220627587,3.78231840163376,0.314095225218063,0.638097857152554,"High vs Low","F8A1",0.638097857152554
"IST1",0.0502113104914196,7.22906896399333,0.314154034236102,0.638123816437507,"High vs Low","IST1",0.638123816437507
"MGST3",0.0866739970139996,6.47744924660778,0.314195079321952,0.638123816437507,"High vs Low","MGST3",0.638123816437507
"ADAMTS10",0.140623716097553,3.30957116770985,0.314209795407091,0.638123816437507,"High vs Low","ADAMTS10",0.638123816437507
"ELOVL6",-0.182062462948741,4.26988874095268,0.314251645739849,0.638123816437507,"High vs Low","ELOVL6",0.638123816437507
"HNRNPA3",0.0569774581904396,8.21018537393875,0.314298840881654,0.638123816437507,"High vs Low","HNRNPA3",0.638123816437507
"SMC6",0.0784714171188032,5.25602885571299,0.314310893635029,0.638123816437507,"High vs Low","SMC6",0.638123816437507
"FBXO42",0.0454632864519155,5.08800913412786,0.31442780493045,0.638282542904058,"High vs Low","FBXO42",0.638282542904058
"KIAA1875",0.207625263063407,1.89266121915344,0.314482999134237,0.638282542904058,"High vs Low","KIAA1875",0.638282542904058
"ST8SIA1",-0.144550758187047,2.26484141114593,0.314490545488947,0.638282542904058,"High vs Low","ST8SIA1",0.638282542904058
"RDX",-0.112260013974184,6.73659234669689,0.314555274480779,0.63834526128904,"High vs Low","RDX",0.63834526128904
"COL6A5",-0.204540692189734,2.55307331344287,0.314706071895874,0.63856386770605,"High vs Low","COL6A5",0.63856386770605
"PTTG1",0.147028279304836,4.74613165433061,0.314730673177572,0.63856386770605,"High vs Low","PTTG1",0.63856386770605
"TBC1D3I",0.316849096966122,-4.44770464016215,0.314854733292616,0.638695986522159,"High vs Low","TBC1D3I",0.638695986522159
"ENPEP",-0.135005781170419,3.36456188852131,0.314863481671117,0.638695986522159,"High vs Low","ENPEP",0.638695986522159
"FBXW11",-0.0737725109231899,5.95325689977823,0.314935680193021,0.638741458026396,"High vs Low","FBXW11",0.638741458026396
"FAM160A2",0.0736018019658248,5.41633847293111,0.314953593711813,0.638741458026396,"High vs Low","FAM160A2",0.638741458026396
"LIMD2",0.121243892667145,5.24789505645187,0.315118436976628,0.638980045565474,"High vs Low","LIMD2",0.638980045565474
"XXbac.BPG116M5.17",0.239325511915422,-3.76253705554217,0.315138958405907,0.638980045565474,"High vs Low","XXbac.BPG116M5.17",0.638980045565474
"SLAIN1",-0.141932100000894,4.10061323231367,0.315264112574145,0.639063760009858,"High vs Low","SLAIN1",0.639063760009858
"PIGS",-0.0690090018510059,6.28364444707604,0.315277335235479,0.639063760009858,"High vs Low","PIGS",0.639063760009858
"NPC1",-0.0926788955618793,6.39251226524256,0.315281840161718,0.639063760009858,"High vs Low","NPC1",0.639063760009858
"SLC30A2",0.308035699856787,0.548742587295433,0.315351231993114,0.639131255118807,"High vs Low","SLC30A2",0.639131255118807
"SC5D",-0.136849626216419,6.44202801445524,0.31538356907524,0.639131255118807,"High vs Low","SC5D",0.639131255118807
"CMAS",-0.102242925154539,5.39794254834971,0.315432573969859,0.639131255118807,"High vs Low","CMAS",0.639131255118807
"HRCT1",-0.181155337403474,0.760097967733334,0.315467618827785,0.639131255118807,"High vs Low","HRCT1",0.639131255118807
"SERHL2",0.130172354857984,1.66868746198407,0.315512761761604,0.639131255118807,"High vs Low","SERHL2",0.639131255118807
"DHRS4L2",0.09000689119998,3.6080922590247,0.315518349461438,0.639131255118807,"High vs Low","DHRS4L2",0.639131255118807
"ZPR1",-0.0679289107173434,5.65490017395827,0.315608146006955,0.639239081640516,"High vs Low","ZPR1",0.639239081640516
"ERV3.1",0.168784897079415,5.34302672016806,0.315639328213996,0.639239081640516,"High vs Low","ERV3.1",0.639239081640516
"KIAA0319L",0.0778445859197942,7.28838323383657,0.315768443122306,0.639384563662019,"High vs Low","KIAA0319L",0.639384563662019
"CLIC1",-0.079170997694214,8.77033829735332,0.315778927101373,0.639384563662019,"High vs Low","CLIC1",0.639384563662019
"ZNF41",0.0682312567299111,3.76738743644919,0.315840382072388,0.639440387306944,"High vs Low","ZNF41",0.639440387306944
"PPP1R1B",-0.264570890040029,6.20525509932476,0.31595975782702,0.639591731172177,"High vs Low","PPP1R1B",0.639591731172177
"ARHGAP35",0.0894155950204839,6.72864344185414,0.315982921398877,0.639591731172177,"High vs Low","ARHGAP35",0.639591731172177
"ATP13A4",0.23641767814577,5.45716884750132,0.316034508253168,0.639627542390125,"High vs Low","ATP13A4",0.639627542390125
"FAM53C",0.0627487163065747,5.35580278182662,0.316111374421603,0.63971450366864,"High vs Low","FAM53C",0.63971450366864
"LANCL1",0.081921179732253,5.74210021049585,0.316250607055637,0.639927643764414,"High vs Low","LANCL1",0.639927643764414
"CTNNBIP1",0.0872311823250529,5.85875875952443,0.316357272034236,0.640074845133276,"High vs Low","CTNNBIP1",0.640074845133276
"MARK2",0.0645889531182977,6.51184133246913,0.316468012339405,0.640143372934432,"High vs Low","MARK2",0.640143372934432
"ARGLU1",0.0950851010185897,6.27419343662535,0.316536240787356,0.640143372934432,"High vs Low","ARGLU1",0.640143372934432
"SYNJ2BP.COX16",-0.121178896951747,-1.93276656499126,0.31655387887823,0.640143372934432,"High vs Low","SYNJ2BP.COX16",0.640143372934432
"C1GALT1",-0.109945694501164,5.94434678955925,0.316589094883762,0.640143372934432,"High vs Low","C1GALT1",0.640143372934432
"NDUFA13",0.11269010471497,5.04520504138168,0.316618666790275,0.640143372934432,"High vs Low","NDUFA13",0.640143372934432
"FGF8",-0.246663472558937,-2.69357195806791,0.316654153582634,0.640143372934432,"High vs Low","FGF8",0.640143372934432
"RPRD2",0.0819172905834522,6.40916378396187,0.316666648407417,0.640143372934432,"High vs Low","RPRD2",0.640143372934432
"CCDC142",0.0851172845357569,2.97475190456399,0.316684480162681,0.640143372934432,"High vs Low","CCDC142",0.640143372934432
"SLC35A5",-0.07048974109892,5.063826627796,0.316699587164211,0.640143372934432,"High vs Low","SLC35A5",0.640143372934432
"ACTRT1",0.399642377387009,-4.35722286336079,0.316730362624598,0.640143372934432,"High vs Low","ACTRT1",0.640143372934432
"MIF4GD",0.0716538943887263,4.92306231265966,0.316776995262477,0.64016905949863,"High vs Low","MIF4GD",0.64016905949863
"CYB5R2",-0.135109706482494,3.46272908116137,0.316830370289566,0.640208364678701,"High vs Low","CYB5R2",0.640208364678701
"HNRNPCL2",0.215174420383667,-4.22114027520333,0.317048123313379,0.640516218147936,"High vs Low","HNRNPCL2",0.640516218147936
"ALG2",-0.061061067185528,5.48355621402703,0.317105030518884,0.640516218147936,"High vs Low","ALG2",0.640516218147936
"FAM169A",-0.191541364980972,1.33333185875984,0.31710536690498,0.640516218147936,"High vs Low","FAM169A",0.640516218147936
"MFNG",-0.106800203436914,4.32132542816876,0.317118490072395,0.640516218147936,"High vs Low","MFNG",0.640516218147936
"HOXB4",-0.180325710636609,2.47915662479623,0.317164436254483,0.64054046196044,"High vs Low","HOXB4",0.64054046196044
"MXRA8",0.146298490235445,6.87569965496769,0.31721525336321,0.64057453678086,"High vs Low","MXRA8",0.64057453678086
"CSF1",-0.133801832305838,6.32893694013377,0.31727488347648,0.640626399110279,"High vs Low","CSF1",0.640626399110279
"CTC.398G3.6",-0.396616044025452,-4.42576492249744,0.317310965552122,0.640630708348572,"High vs Low","CTC.398G3.6",0.640630708348572
"KRIT1",-0.069465893010765,5.1980655338863,0.317353622566374,0.640648289628803,"High vs Low","KRIT1",0.640648289628803
"CD79A",-0.207095670172013,5.37925548658839,0.317707928226747,0.641257489972915,"High vs Low","CD79A",0.641257489972915
"GDI2",-0.077487072965366,8.22516959695839,0.317723360248358,0.641257489972915,"High vs Low","GDI2",0.641257489972915
"ZCWPW2",-0.0921851973307556,0.172241732183572,0.317787633703411,0.641318622138495,"High vs Low","ZCWPW2",0.641318622138495
"ATP5J2.PTCD1",0.150401634298395,-2.44556600687436,0.317891553995997,0.641338466238275,"High vs Low","ATP5J2.PTCD1",0.641338466238275
"TIMM23",0.0780956827579279,5.78403608315992,0.317893516565511,0.641338466238275,"High vs Low","TIMM23",0.641338466238275
"CCDC38",0.192308145302715,-2.52667854841505,0.317899423093255,0.641338466238275,"High vs Low","CCDC38",0.641338466238275
"LSM6",-0.0761926682797667,3.82655208127411,0.317946904021655,0.641365689555601,"High vs Low","LSM6",0.641365689555601
"EPHA3",-0.225870254757892,3.19391982870104,0.318074211275294,0.641553916307832,"High vs Low","EPHA3",0.641553916307832
"LYRM2",-0.0669274455276718,5.19368693223738,0.318154366778911,0.641563431861684,"High vs Low","LYRM2",0.641563431861684
"ZNF107",0.0983153151002068,4.08380504789049,0.318171129498446,0.641563431861684,"High vs Low","ZNF107",0.641563431861684
"DNAJC19",0.0778427806578699,4.5997910906906,0.318204593808542,0.641563431861684,"High vs Low","DNAJC19",0.641563431861684
"GJA3",-0.276448267888192,-0.960656313984737,0.318219071165363,0.641563431861684,"High vs Low","GJA3",0.641563431861684
"CPO",0.204921581084787,-2.38637296075592,0.318300072803543,0.641563431861684,"High vs Low","CPO",0.641563431861684
"ZNF148",-0.0661172426686315,5.71686510161617,0.318309055581002,0.641563431861684,"High vs Low","ZNF148",0.641563431861684
"CCDC114",0.207054308305637,2.68217359142976,0.318316910207246,0.641563431861684,"High vs Low","CCDC114",0.641563431861684
"C20orf173",0.339756603340233,-4.45029543277229,0.3183811882886,0.641589601812548,"High vs Low","C20orf173",0.641589601812548
"C12orf42",-0.216513645452846,-0.364898645862975,0.318430005354883,0.641589601812548,"High vs Low","C12orf42",0.641589601812548
"USP5",0.0737710425826785,6.68710004639486,0.318431890762351,0.641589601812548,"High vs Low","USP5",0.641589601812548
"PPTC7",0.0784958483444582,5.91265903509707,0.318521765173302,0.641677421224506,"High vs Low","PPTC7",0.641677421224506
"FRS2",0.0926781830825754,5.04746304467269,0.318543483759799,0.641677421224506,"High vs Low","FRS2",0.641677421224506
"CYSTM1",-0.107996310044,6.10012069674281,0.31861323326679,0.64173069066616,"High vs Low","CYSTM1",0.64173069066616
"B4GALT6",0.180961418768729,2.57172425367346,0.318637940307451,0.64173069066616,"High vs Low","B4GALT6",0.64173069066616
"C17orf47",0.181493077971896,-2.72590081654222,0.318762429919533,0.641874050467466,"High vs Low","C17orf47",0.641874050467466
"UBA52",0.0815546756840991,8.70584201354312,0.318794919509602,0.641874050467466,"High vs Low","UBA52",0.641874050467466
"HSPB7",0.155133370786428,2.43310732932633,0.318811163956948,0.641874050467466,"High vs Low","HSPB7",0.641874050467466
"TRNAU1AP",0.0934691079835506,4.88710170459734,0.318948574299254,0.641986543815495,"High vs Low","TRNAU1AP",0.641986543815495
"ZPBP",0.277398603228196,-3.86428360564144,0.318952741188285,0.641986543815495,"High vs Low","ZPBP",0.641986543815495
"GSTM4",0.0961952111959096,4.10741363228226,0.318969097282289,0.641986543815495,"High vs Low","GSTM4",0.641986543815495
"RASL12",-0.121007364804089,3.88126214064078,0.319108672891945,0.642198972607859,"High vs Low","RASL12",0.642198972607859
"EIF1AD",0.0557512114967164,5.07099308738908,0.319173663038091,0.642261270547219,"High vs Low","EIF1AD",0.642261270547219
"MAGED1",-0.0893176427383587,8.23668547130424,0.31922497374527,0.642296031511568,"High vs Low","MAGED1",0.642296031511568
"ADH4",-0.421438957507561,0.103612089734924,0.319274362283193,0.642326917979331,"High vs Low","ADH4",0.642326917979331
"SAA4",-0.3081443864416,-0.812497710320112,0.319319292076233,0.642335842298964,"High vs Low","SAA4",0.642335842298964
"ZNF317",0.0517087637092607,4.98250203392592,0.319417775741497,0.642335842298964,"High vs Low","ZNF317",0.642335842298964
"SBF1",0.088245437818538,6.82428087848985,0.319425806699583,0.642335842298964,"High vs Low","SBF1",0.642335842298964
"ZNF480",-0.0687114434725521,4.31829988439039,0.319452595065737,0.642335842298964,"High vs Low","ZNF480",0.642335842298964
"CHCHD7",0.0904866084467746,5.42529186781621,0.319487072048237,0.642335842298964,"High vs Low","CHCHD7",0.642335842298964
"FGA",-0.43653521396928,8.90346513142509,0.31950608490016,0.642335842298964,"High vs Low","FGA",0.642335842298964
"GATAD1",-0.068968738088316,5.8248429750365,0.319517065956249,0.642335842298964,"High vs Low","GATAD1",0.642335842298964
"RASL11A",0.164854457232382,3.6262780440287,0.319619801306255,0.642453072139751,"High vs Low","RASL11A",0.642453072139751
"SIAH1",0.0695726210166848,4.06956563094848,0.319659062477591,0.642453072139751,"High vs Low","SIAH1",0.642453072139751
"OR56A4",0.38305361528544,-4.5116318385051,0.319677512977174,0.642453072139751,"High vs Low","OR56A4",0.642453072139751
"FAM65A",0.092809406277918,5.93135119770239,0.319759909001224,0.642550233496123,"High vs Low","FAM65A",0.642550233496123
"DNAJC8",-0.0599017441175227,6.59603196791393,0.319859829464209,0.642682585372561,"High vs Low","DNAJC8",0.642682585372561
"HSD17B8",0.114629416422674,4.20610031353635,0.319907631158285,0.642710199892259,"High vs Low","HSD17B8",0.642710199892259
"ZNF20",-0.0917285199503521,-0.453265887180105,0.319987002727374,0.64273773922687,"High vs Low","ZNF20",0.64273773922687
"FAM81A",-0.155158495554943,2.32721011135733,0.319989457900294,0.64273773922687,"High vs Low","FAM81A",0.64273773922687
"SERPINA12",0.422288367559352,-4.35159056474614,0.320103913304127,0.64284094021828,"High vs Low","SERPINA12",0.64284094021828
"ATP8B1",-0.123219292076811,6.3169499516272,0.32010896694564,0.64284094021828,"High vs Low","ATP8B1",0.64284094021828
"AGAP2",0.123561103647926,2.98718491015577,0.320200747850925,0.642956832591488,"High vs Low","AGAP2",0.642956832591488
"FAM21A",0.061645628037983,5.17362434480877,0.320492254916291,0.643425289711352,"High vs Low","FAM21A",0.643425289711352
"C5orf15",-0.0664769767261556,6.56427590427377,0.320522849940082,0.643425289711352,"High vs Low","C5orf15",0.643425289711352
"CSGALNACT2",-0.0709270069308361,5.20292994642995,0.320559969558848,0.643425289711352,"High vs Low","CSGALNACT2",0.643425289711352
"NOMO1",-0.0820949187686039,5.9806948379036,0.320570429434907,0.643425289711352,"High vs Low","NOMO1",0.643425289711352
"ZFP36",-0.153690062564953,8.15791423681965,0.32074788635175,0.643690552726177,"High vs Low","ZFP36",0.643690552726177
"KCNH2",0.248894728163723,3.91263982933509,0.320827290518918,0.643690552726177,"High vs Low","KCNH2",0.643690552726177
"GSAP",0.111316738820807,5.30744712387072,0.320848674621257,0.643690552726177,"High vs Low","GSAP",0.643690552726177
"CFI",-0.138473566292199,6.47344900591261,0.320873250424482,0.643690552726177,"High vs Low","CFI",0.643690552726177
"SRSF7",0.0592037544431638,6.9968145441914,0.32089772323928,0.643690552726177,"High vs Low","SRSF7",0.643690552726177
"DAPL1",-0.353925347345297,0.729327781958899,0.320907250280742,0.643690552726177,"High vs Low","DAPL1",0.643690552726177
"ZNF578",0.193353394612307,-0.613490369870493,0.320943134462145,0.643694111003842,"High vs Low","ZNF578",0.643694111003842
"QSOX1",-0.107306059870811,9.37115336569732,0.321089551632344,0.643919333565777,"High vs Low","QSOX1",0.643919333565777
"COTL1",0.111625355411568,7.46876940310281,0.32122024824742,0.644112985301993,"High vs Low","COTL1",0.644112985301993
"AMH",0.280444220467215,0.73403575716873,0.321302420212705,0.644149685768795,"High vs Low","AMH",0.644149685768795
"MYLK",-0.12810719042582,6.81332570673525,0.321306819571918,0.644149685768795,"High vs Low","MYLK",0.644149685768795
"AC231657.1",-0.258301805448836,-3.8378218025566,0.321396699810655,0.644200457586337,"High vs Low","AC231657.1",0.644200457586337
"AKIRIN1",-0.0727858235077723,6.30563038092191,0.321463094871078,0.644200457586337,"High vs Low","AKIRIN1",0.644200457586337
"FAM127B",0.0992132021645938,5.82870511157531,0.321629309659068,0.644200457586337,"High vs Low","FAM127B",0.644200457586337
"CBLB",-0.0737863979478061,5.4084689900318,0.321643933433326,0.644200457586337,"High vs Low","CBLB",0.644200457586337
"HOXD13",0.568857847934233,-0.18288319423738,0.321646468630248,0.644200457586337,"High vs Low","HOXD13",0.644200457586337
"ZFP3",0.101848692102773,3.31473679859452,0.321651915984103,0.644200457586337,"High vs Low","ZFP3",0.644200457586337
"SLC25A11",0.0719165795248355,5.89509940604073,0.321699332772678,0.644200457586337,"High vs Low","SLC25A11",0.644200457586337
"SPATA3",0.303254101285601,-4.48280519489831,0.321740682690171,0.644200457586337,"High vs Low","SPATA3",0.644200457586337
"CRKL",0.0689257055333979,6.64938438312838,0.321784938958066,0.644200457586337,"High vs Low","CRKL",0.644200457586337
"CWF19L1",0.0835278742101949,4.92144991992147,0.321796473062767,0.644200457586337,"High vs Low","CWF19L1",0.644200457586337
"KCNN3",-0.152006704952185,3.2904235750864,0.321810106773425,0.644200457586337,"High vs Low","KCNN3",0.644200457586337
"MAGI3",-0.130563111237606,5.64802730251856,0.321857661950925,0.644200457586337,"High vs Low","MAGI3",0.644200457586337
"SEC11A",-0.0743354179594201,6.99816495183082,0.32199056274096,0.644200457586337,"High vs Low","SEC11A",0.644200457586337
"FOXB2",-0.501101250554636,-4.40066542948792,0.321993694169192,0.644200457586337,"High vs Low","FOXB2",0.644200457586337
"PSKH2",0.333605116912021,-4.53621087525205,0.322035008344346,0.644200457586337,"High vs Low","PSKH2",0.644200457586337
"SP9",0.518380607185216,-1.61443987125284,0.322041162974564,0.644200457586337,"High vs Low","SP9",0.644200457586337
"NSUN4",0.0640719269934764,5.02076743814749,0.322061434036887,0.644200457586337,"High vs Low","NSUN4",0.644200457586337
"SCLY",0.0885952413162414,1.83901539591315,0.322102394556564,0.644200457586337,"High vs Low","SCLY",0.644200457586337
"CASC5",0.15003868127197,3.51455229415831,0.322113816594273,0.644200457586337,"High vs Low","CASC5",0.644200457586337
"TMEM231",-0.13672776823638,3.73856356190907,0.322118046866344,0.644200457586337,"High vs Low","TMEM231",0.644200457586337
"FTL",-0.116782423400566,12.2970636995137,0.32212731383248,0.644200457586337,"High vs Low","FTL",0.644200457586337
"PLK4",0.135073643739622,3.23925042911278,0.322135057628129,0.644200457586337,"High vs Low","PLK4",0.644200457586337
"FAM76A",-0.0667679002357882,3.95764621252779,0.322148750432213,0.644200457586337,"High vs Low","FAM76A",0.644200457586337
"EXO5",0.0749660092544051,3.1618804957245,0.322151434383036,0.644200457586337,"High vs Low","EXO5",0.644200457586337
"ZNF662",0.164895803014705,2.51147511102229,0.322195038285855,0.644219386256874,"High vs Low","ZNF662",0.644219386256874
"CADM2",0.296295494795058,0.217759723893701,0.32248180579769,0.644522732945085,"High vs Low","CADM2",0.644522732945085
"MMAA",-0.0761013566702232,3.52196037609297,0.322604363486659,0.644522732945085,"High vs Low","MMAA",0.644522732945085
"UMPS",0.0727232153753319,5.06464337301518,0.32265230971233,0.644522732945085,"High vs Low","UMPS",0.644522732945085
"SMPX",-0.310195980654198,-0.793746544153223,0.322654725584323,0.644522732945085,"High vs Low","SMPX",0.644522732945085
"BCAS1",-0.252166325480997,4.74194588003662,0.322676959680833,0.644522732945085,"High vs Low","BCAS1",0.644522732945085
"PRICKLE2",-0.10800249988754,4.06351079680828,0.322690883255155,0.644522732945085,"High vs Low","PRICKLE2",0.644522732945085
"CCL3L3",0.179559183064834,1.48330471725216,0.322729065325262,0.644522732945085,"High vs Low","CCL3L3",0.644522732945085
"HABP2",0.278811614536116,5.05379645954263,0.322756554878802,0.644522732945085,"High vs Low","HABP2",0.644522732945085
