"","logFC","AveExpr","t","P.Value","adj.P.Val","B","group","genesymbol"
"ANKS3",0.589929140805173,2.50890798381981,3.18577840579221,0.00165743201941495,0.301709144928558,-1.33063055872338,"High vs Low","ANKS3"
"CPSF3L",1.68722280187526,11.6454559549937,3.18440044534307,0.00166498301846303,0.301709144928558,-1.33416846871085,"High vs Low","CPSF3L"
"ZNF574",0.785848410257008,4.5521508645336,3.18213111360341,0.00167748808444057,0.301709144928558,-1.33999198347244,"High vs Low","ZNF574"
"PPP2R3B",0.473007893174054,1.66620913993662,3.18031568362608,0.00168755452201605,0.301709144928558,-1.34464802614781,"High vs Low","PPP2R3B"
"KLK10",-4.62381789762896,5.14117502992871,-3.17264571487873,0.00173070463876943,0.301709144928558,-1.36429294846109,"High vs Low","KLK10"
"GLI4",1.28708998117305,4.83781648226345,3.17198134624029,0.00173448995927622,0.301709144928558,-1.36599257995207,"High vs Low","GLI4"
"WDR59",0.625112789926362,4.37061775068954,3.16899893121629,0.00175157726370199,0.301709144928558,-1.37361845739739,"High vs Low","WDR59"
"C6orf226",2.08298050067226,8.66732708957917,3.16621330056951,0.00176767775590715,0.301709144928558,-1.38073535666129,"High vs Low","C6orf226"
"DNMT3B",0.830729377842343,1.63331792027082,3.16146216361428,0.0017954550133285,0.301709144928558,-1.39286089660157,"High vs Low","DNMT3B"
"ZNF335",0.76292282006301,4.57360578287419,3.15994066957806,0.00180443539036254,0.301709144928558,-1.39674049997972,"High vs Low","ZNF335"
"SRRT",3.75653848102052,23.9122438341141,3.156065783042,0.00182749436947355,0.301709144928558,-1.40661336497058,"High vs Low","SRRT"
"SETD1B",0.877530277110586,6.02903905211438,3.15566354964262,0.00182990356783623,0.301709144928558,-1.40763759682205,"High vs Low","SETD1B"
"STK11IP",0.806730300266262,4.72064765371688,3.15481584895482,0.00183499054207857,0.301709144928558,-1.40979576592915,"High vs Low","STK11IP"
"MUTYH",0.822151451896372,3.66276814219707,3.14652971654127,0.00188540845286693,0.306929562198397,-1.43086408963383,"High vs Low","MUTYH"
"PLA2R1",-0.289976682449751,0.999838753128917,-3.13784734288893,0.00193960962452387,0.311165945671218,-1.45288649176875,"High vs Low","PLA2R1"
"FAM195B",3.3808168253143,19.1914237906629,3.13360379406346,0.00196662155516807,0.311165945671218,-1.46363014142387,"High vs Low","FAM195B"
"FRAT2",2.03293377293475,8.10407749322908,3.13335641037221,0.00196820693041033,0.311165945671218,-1.46425605451271,"High vs Low","FRAT2"
"CUL9",0.635314965250692,3.58372712173328,3.11991257171614,0.00205616054524509,0.317163947937261,-1.4982038853271,"High vs Low","CUL9"
"QTRT1",1.73611838878928,8.98791441622402,3.11782037355534,0.00207017038887763,0.317163947937261,-1.50347520876235,"High vs Low","QTRT1"
"WIZ",0.935025139868213,6.26769094636484,3.11188358498244,0.00211040600808105,0.317163947937261,-1.51841570230633,"High vs Low","WIZ"
"POLE",0.664906745383139,2.79308338563944,3.11156033187187,0.00211261739914281,0.317163947937261,-1.51922846357611,"High vs Low","POLE"
"ATP2A1",0.157785383402064,0.41286652529685,3.11049757440172,0.00211990286824483,0.317163947937261,-1.52190003848147,"High vs Low","ATP2A1"
"KLHDC4",0.737520331357721,3.21407710690441,3.11020900760477,0.0021218850670903,0.317163947937261,-1.5226252999544,"High vs Low","KLHDC4"
"CHMP1A",4.99191021221344,35.1294282597635,3.10037529766807,0.00219046562016877,0.32333820314144,-1.54730436023717,"High vs Low","CHMP1A"
"OXLD1",3.06625464455577,15.017323985073,3.09689385193304,0.00221523166473488,0.32333820314144,-1.55602465343337,"High vs Low","OXLD1"
"EHMT1",0.545738909393022,3.77043899090588,3.09592242238935,0.00222218811306306,0.32333820314144,-1.55845630548307,"High vs Low","EHMT1"
"PPAN",0.437927133392938,2.16236650228833,3.09110140721259,0.00225701082958054,0.32484169725449,-1.57051394424458,"High vs Low","PPAN"
"ARL6IP4",0.215628792576449,0.843384219659487,3.08523223676601,0.00230008381703029,0.32484169725449,-1.58517020882408,"High vs Low","ARL6IP4"
"NDUFV1",5.21906051297598,32.0110950245424,3.0845462353558,0.00230516746637176,0.32484169725449,-1.58688162506726,"High vs Low","NDUFV1"
"TOR2A",0.701309397813708,4.64916659197002,3.08218580307734,0.00232273885115611,0.32484169725449,-1.59276773939557,"High vs Low","TOR2A"
"BCAT2",1.92036759002749,10.5791665526473,3.07686708905458,0.00236278574775281,0.32484169725449,-1.60601589842767,"High vs Low","BCAT2"
"ZNF76",1.07680011255186,6.65136244194691,3.07570061834733,0.00237165329627082,0.32484169725449,-1.60891864980794,"High vs Low","ZNF76"
"RNPS1",1.68358280210082,14.4394435513129,3.07353145918399,0.00238822493999797,0.32484169725449,-1.61431394039765,"High vs Low","RNPS1"
"PRRC2A",6.58810085887747,37.4758902850387,3.07322488122469,0.00239057568226452,0.32484169725449,-1.6150762062819,"High vs Low","PRRC2A"
"OR2B6",0.168005996282214,0.242712912175042,3.06056468641432,0.00248953308865365,0.331047013775495,-1.64649414984091,"High vs Low","OR2B6"
"MBD6",4.17665464494212,15.1607800136161,3.05822122914251,0.00250825935286634,0.331047013775495,-1.65229689720297,"High vs Low","MBD6"
"NPRL3",1.12708244844202,8.019055499103,3.05400697305065,0.00254226174349998,0.331047013775495,-1.66272191237164,"High vs Low","NPRL3"
"FANCA",0.537693368680136,1.80085905991817,3.05149733095998,0.00256271174623657,0.331047013775495,-1.66892396565314,"High vs Low","FANCA"
"BGLAP",0.371745246210536,0.976336700947454,3.051404841065,0.00256346829311889,0.331047013775495,-1.66915244693525,"High vs Low","BGLAP"
"LCAT",0.9847447905503,3.0345074530823,3.05098967688029,0.00256686677851407,0.331047013775495,-1.67017796557841,"High vs Low","LCAT"
"INPP5E",0.884419601193653,4.99751692180866,3.04933650810228,0.00258044061679574,0.331047013775495,-1.67426029235006,"High vs Low","INPP5E"
"FGFBP3",0.226904838837792,0.743376074350939,3.04729240649951,0.00259731570228919,0.331047013775495,-1.67930522038944,"High vs Low","FGFBP3"
"SFSWAP",0.600013684886474,4.47504281297088,3.04425725697925,0.00262255988413678,0.331693304730592,-1.68679045196576,"High vs Low","SFSWAP"
"AKAP8L",1.29141462773925,8.25753775184645,3.02887987620027,0.00275396390913087,0.342098061240585,-1.72461014520888,"High vs Low","AKAP8L"
"SETD6",0.611639279241944,3.27196454372681,3.02791598159942,0.00276239903819774,0.342098061240585,-1.72697500865223,"High vs Low","SETD6"
"ATP13A1",1.46325045056763,10.9777362135412,3.02736345114339,0.00276724499118099,0.342098061240585,-1.72833030501864,"High vs Low","ATP13A1"
"SF3A2",3.25909209345298,19.5206123337515,3.017862145849,0.00285180861805942,0.349236835448626,-1.75160091065456,"High vs Low","SF3A2"
"PYGM",0.101551554262683,0.264287769696524,3.01613075821985,0.00286747188818663,0.349236835448626,-1.75583428814805,"High vs Low","PYGM"
"SPP1",-181.963566451849,310.154659021075,-3.01098084971011,0.00291452997826372,0.352358102225088,-1.76841320035521,"High vs Low","SPP1"
"PIDD1",0.904129461652177,3.59678931696756,3.00224182514905,0.00299601114795839,0.355804067476389,-1.78971411152954,"High vs Low","PIDD1"
"WNT8B",0.067036148992456,0.127553097981034,3.00043054550675,0.00301315886083602,0.355804067476389,-1.79412198483366,"High vs Low","WNT8B"
"IER3",-23.2833215528671,68.8898243540461,-2.99698076864755,0.00304606812477425,0.355804067476389,-1.80251057825518,"High vs Low","IER3"
"ACSF3",0.381487433918099,2.39926455357061,2.99301360569169,0.00308432089936062,0.355804067476389,-1.81214643979083,"High vs Low","ACSF3"
"C6orf136",1.65284322961483,7.73642913795005,2.99076868730334,0.00310616212126499,0.355804067476389,-1.81759400080046,"High vs Low","C6orf136"
"NEURL4",0.667167719335875,3.78607713721895,2.98672222595683,0.00314588988666719,0.355804067476389,-1.82740384762558,"High vs Low","NEURL4"
"SREBF1",4.29646915969494,18.048206026337,2.98625598011601,0.0031504972864518,0.355804067476389,-1.82853339388849,"High vs Low","SREBF1"
"TRMT1",1.67507909189901,9.66942248662862,2.98356250290213,0.00317723544995582,0.355804067476389,-1.83505558754014,"High vs Low","TRMT1"
"METTL17",1.40412820847285,8.39505996825087,2.9792927778904,0.00322004806002633,0.355804067476389,-1.84538367658304,"High vs Low","METTL17"
"CMTM6",-4.18907627718221,30.1436060075863,-2.9790586551308,0.0032224108518565,0.355804067476389,-1.84594961039049,"High vs Low","CMTM6"
"VPS9D1",1.59765674269943,7.75745168465346,2.97763179147016,0.00323684533664191,0.355804067476389,-1.8493978265669,"High vs Low","VPS9D1"
"DENND4B",1.67884255274242,9.53687742051018,2.97737108916799,0.00323948906268914,0.355804067476389,-1.85002768809381,"High vs Low","DENND4B"
"ZMYND19",1.59893520488211,8.70450378826848,2.97735343970094,0.00323966811372371,0.355804067476389,-1.85007032771798,"High vs Low","ZMYND19"
"UNK",0.98222513040847,7.18766318216383,2.97671465526681,0.0032461545945564,0.355804067476389,-1.85161342248541,"High vs Low","UNK"
"TNPO2",1.37825288549038,10.646355258213,2.97387723137163,0.00327511122463801,0.355804067476389,-1.85846407669918,"High vs Low","TNPO2"
"DNAJA3",1.12082622885437,9.06772785793479,2.97249795649278,0.00328927248853005,0.355804067476389,-1.86179204289307,"High vs Low","DNAJA3"
"CLUH",2.37936730666783,12.9237406489908,2.96648566967942,0.00335166009704088,0.358078480072078,-1.87628232366511,"High vs Low","CLUH"
"ZBTB48",1.00274650706397,5.68802493552325,2.96427352834272,0.00337488654196384,0.358078480072078,-1.88160711839059,"High vs Low","ZBTB48"
"TSPAN1",-21.4432638865816,50.0367876152178,-2.96332696514873,0.00338487001950074,0.358078480072078,-1.88388446556122,"High vs Low","TSPAN1"
"PFAS",0.820437762300842,4.46810460367262,2.96050992179776,0.0034147420140624,0.358078480072078,-1.89065810882421,"High vs Low","PFAS"
"CCDC57",0.803300372248416,3.61768210869631,2.96009239700936,0.00341918996297994,0.358078480072078,-1.89166155788728,"High vs Low","CCDC57"
"GMEB2",0.914725532001333,5.81703328765829,2.95674257458753,0.00345506877633631,0.358432303923289,-1.89970762051772,"High vs Low","GMEB2"
"PRMT7",0.563528472645948,3.43903194082026,2.95571274086509,0.00346616812576347,0.358432303923289,-1.9021795506641,"High vs Low","PRMT7"
"GAS8",0.839395646176641,4.47224644032391,2.95279794011475,0.00349776065674036,0.359438629488281,-1.90917175717474,"High vs Low","GAS8"
"DNMT1",1.94147948136852,10.2408420241287,2.94291628552315,0.00360683820708826,0.366547839772009,-1.93282976000515,"High vs Low","DNMT1"
"PUS1",0.849008793163536,4.54515311669044,2.94249755386825,0.00361152840548993,0.366547839772009,-1.93383066505105,"High vs Low","PUS1"
"GIGYF1",2.55462537100352,12.5655613858788,2.93697078612777,0.00367395912978971,0.370098493779278,-1.94702928600777,"High vs Low","GIGYF1"
"HEXDC",2.11499258268054,8.27223258589593,2.93421186570031,0.00370549240746859,0.370098493779278,-1.95360947952761,"High vs Low","HEXDC"
"SKIV2L",1.88337566310949,13.6266979254982,2.93166048259724,0.00373487392758253,0.370098493779278,-1.9596896693684,"High vs Low","SKIV2L"
"GTPBP3",0.759866202170705,4.22431783462557,2.9312869606933,0.00373919322505236,0.370098493779278,-1.96057940334796,"High vs Low","GTPBP3"
"PITPNM2",0.63546083820394,2.95562082717452,2.92768547577047,0.00378107491724309,0.370098493779278,-1.9691528862292,"High vs Low","PITPNM2"
"CC2D1A",1.53245058687885,10.3997940182097,2.92764326183301,0.00378156835877136,0.370098493779278,-1.96925332128455,"High vs Low","CC2D1A"
"DCAF15",1.34735421272304,9.99300912245493,2.92166912533295,0.00385199768173508,0.374760626527149,-1.9834536245071,"High vs Low","DCAF15"
"TSC2",1.57795664439351,9.75581526974318,2.91816116887539,0.00389391025356632,0.376609837583161,-1.99177958362674,"High vs Low","TSC2"
"CLDND2",0.196570912171407,0.608246643401925,2.91324961645284,0.00395329381427458,0.377573706308793,-2.00342157839749,"High vs Low","CLDND2"
"ZNF316",1.73684426931058,8.22931515789883,2.91130989562592,0.00397697342201469,0.377573706308793,-2.00801442685828,"High vs Low","ZNF316"
"THOC6",2.58629654677425,17.426676519612,2.9111447398479,0.0039789955798778,0.377573706308793,-2.00840535185813,"High vs Low","THOC6"
"CAPN15",1.17553605609697,7.34240958101974,2.90854500674682,0.00401095067605302,0.377573706308793,-2.01455627379066,"High vs Low","CAPN15"
"SUV420H2",0.665074643827959,2.75274909527791,2.90791773618707,0.00401869593747955,0.377573706308793,-2.0160396337417,"High vs Low","SUV420H2"
"ZBTB39",0.371146681102183,2.14140117322849,2.89912603188876,0.00412870033162137,0.383166959929555,-2.03679939082649,"High vs Low","ZBTB39"
"AGAP6",0.641697548035547,2.61164641099806,2.89829671045477,0.00413921778504976,0.383166959929555,-2.03875469650157,"High vs Low","AGAP6"
"EP400NL",0.264668954797294,1.21146060918,2.89731091916398,0.00415175142883755,0.383166959929555,-2.04107824940309,"High vs Low","EP400NL"
"RLTPR",0.505453875560881,1.23062093447954,2.8955128623697,0.00417470179461494,0.383166959929555,-2.04531448829041,"High vs Low","RLTPR"
"RING1",4.08191734654756,29.4785750578236,2.89296753534855,0.00420738848811533,0.383166959929555,-2.05130719619558,"High vs Low","RING1"
"ARHGEF1",3.21089260108537,16.6848115269535,2.88868813751612,0.00426287115075788,0.383166959929555,-2.06137174159952,"High vs Low","ARHGEF1"
"DYNLT3",-1.91478332608,11.1756965840074,-2.88820710077032,0.00426914941681172,0.383166959929555,-2.06250222170344,"High vs Low","DYNLT3"
"ATAD3B",1.19509091358962,4.40522591662542,2.88725847250273,0.00428155521860607,0.383166959929555,-2.06473108027661,"High vs Low","ATAD3B"
"SRCIN1",0.490923044513801,1.53831723804243,2.88676932147259,0.00428796500590184,0.383166959929555,-2.06588010829067,"High vs Low","SRCIN1"
"ZCCHC3",1.24825000521834,7.95489970091488,2.88181895004519,0.00435332898393835,0.386905054886023,-2.07749864254014,"High vs Low","ZCCHC3"
"TMEM201",0.447365018876325,2.77589467561489,2.87965051281305,0.00438224614156557,0.387381134729146,-2.08258222923311,"High vs Low","TMEM201"
"PATL2",0.205360881927461,0.649736280758677,2.87743886827956,0.00441191998770125,0.387918654747508,-2.08776350543394,"High vs Low","PATL2"
"ZCCHC14",0.991827037448032,6.75785599114687,2.87516372758708,0.00444263701383123,0.388541690326666,-2.0930897374079,"High vs Low","ZCCHC14"
"RFWD3",1.12237156617191,6.62755085520253,2.87083272480814,0.00450165046904985,0.389237007156875,-2.10321820903767,"High vs Low","RFWD3"
"WWP2",1.3433665978391,8.88012221513138,2.86946812658882,0.00452039186453468,0.389237007156875,-2.10640656137285,"High vs Low","WWP2"
"ZC3H18",0.834499918972647,6.27676761815834,2.86659523211624,0.00456008106697583,0.389237007156875,-2.11311447989163,"High vs Low","ZC3H18"
"CDT1",2.05989499145597,5.24139357829409,2.86655782850012,0.00456059988956899,0.389237007156875,-2.11320177301769,"High vs Low","CDT1"
"SAFB2",1.04603595542599,8.71096916092461,2.86321642514527,0.00460716605097312,0.389237007156875,-2.12099578528279,"High vs Low","SAFB2"
"PGS1",1.17297177698113,8.12382027898599,2.85575212298823,0.00471275936643896,0.389237007156875,-2.13837663732742,"High vs Low","PGS1"
"FAM209B",0.0754457564851858,0.283475569656063,2.85553666522948,0.00471583982539854,0.389237007156875,-2.13887772042068,"High vs Low","FAM209B"
"VPS4A",1.00887432646735,10.2548173825349,2.85526614091253,0.00471971018498312,0.389237007156875,-2.13950682099763,"High vs Low","VPS4A"
