"","logFC","logCPM","PValue","FDR","group","genesymbol","adj.P.Val"
"POU4F3",1.7808794439061,-2.373945726014,2.25021530770707e-09,2.123190653587e-07,"High vs Low","POU4F3",2.123190653587e-07
"CDK5R2",2.242942253419,1.11981283930361,2.2616884375169e-09,2.12339912957121e-07,"High vs Low","CDK5R2",2.12339912957121e-07
"REG4",-3.28764511531085,3.37616936540254,2.71260646118086e-09,2.53413844202693e-07,"High vs Low","REG4",2.53413844202693e-07
"COL7A1",1.39385448273949,5.30094068752741,2.73489403567097e-09,2.54237366242102e-07,"High vs Low","COL7A1",2.54237366242102e-07
"OTOS",3.31921358843155,-2.0501905334284,3.24480765832786e-09,3.00160614315221e-07,"High vs Low","OTOS",3.00160614315221e-07
"PGA5",-2.53570822587663,-2.89320586274241,3.27835694424307e-09,3.01784750706395e-07,"High vs Low","PGA5",3.01784750706395e-07
"KRT81",2.18516238441358,4.0983802613012,3.43007728863957e-09,3.14218390844259e-07,"High vs Low","KRT81",3.14218390844259e-07
"IRS4",-3.0709775857235,-1.20979758074073,3.47580573216801e-09,3.1686922691663e-07,"High vs Low","IRS4",3.1686922691663e-07
"SHISA9",-2.84466374134857,0.335404732615911,3.59795250307176e-09,3.264277004109e-07,"High vs Low","SHISA9",3.264277004109e-07
"EPHA5",2.39898334041139,-0.841472216439344,3.68414293344027e-09,3.326481401768e-07,"High vs Low","EPHA5",3.326481401768e-07
"HIST1H2BL",-1.90204319201149,-0.933385809384492,3.84805118465574e-09,3.45793209074469e-07,"High vs Low","HIST1H2BL",3.45793209074469e-07
"VIT",1.86928987089137,-0.962312813569274,4.01669755986789e-09,3.5923743911027e-07,"High vs Low","VIT",3.5923743911027e-07
"PRAC1",4.39619734183159,-3.00770486269583,4.45558181940735e-09,3.96609832613378e-07,"High vs Low","PRAC1",3.96609832613378e-07
"PPY",-2.40044112394765,-3.34281057306683,4.67640361193176e-09,4.13662435991833e-07,"High vs Low","PPY",4.13662435991833e-07
"CHD5",1.43623688858158,-0.935853395054601,4.69099471688052e-09,4.13662435991833e-07,"High vs Low","CHD5",4.13662435991833e-07
"DDC",2.17031002030619,3.95431159131425,5.11849068516669e-09,4.49260640557119e-07,"High vs Low","DDC",4.49260640557119e-07
"ZDHHC22",2.47363332430134,-2.00232562181253,5.21572036927593e-09,4.55675273558362e-07,"High vs Low","ZDHHC22",4.55675273558362e-07
"FSCN3",-1.56623190372229,-2.05531064033066,5.2887907169402e-09,4.59929813914187e-07,"High vs Low","FSCN3",4.59929813914187e-07
"PNMA5",2.63440084419913,1.92712567059063,5.4037823847115e-09,4.6777420817381e-07,"High vs Low","PNMA5",4.6777420817381e-07
"STAC2",1.97001318158165,1.94549108714638,5.68285431094706e-09,4.89685587679826e-07,"High vs Low","STAC2",4.89685587679826e-07
"VSTM2A",3.39514047214154,-2.46024849232723,5.76248617027653e-09,4.94290347814947e-07,"High vs Low","VSTM2A",4.94290347814947e-07
"RHCG",-2.44285433115841,2.40385831647034,5.82286857163288e-09,4.97209741245629e-07,"High vs Low","RHCG",4.97209741245629e-07
"ADIPOQ",2.98628917295443,-3.28909273606522,6.25189355592688e-09,5.31439113936469e-07,"High vs Low","ADIPOQ",5.31439113936469e-07
"RP11.240B13.2",-3.20333009165501,-4.11991145583179,6.70035653708252e-09,5.67006404534907e-07,"High vs Low","RP11.240B13.2",5.67006404534907e-07
"CDH16",2.7400676849886,1.60651798691047,6.856418488381e-09,5.7762264863499e-07,"High vs Low","CDH16",5.7762264863499e-07
"CD177",2.36683105501669,4.94859187331399,7.17271762288029e-09,6.01583796717217e-07,"High vs Low","CD177",6.01583796717217e-07
"PSG6",3.95056530041126,-1.5588910581424,7.36414813511692e-09,6.14906369282263e-07,"High vs Low","PSG6",6.14906369282263e-07
"NTNG2",1.55124650516336,3.04543021526568,8.02361629523756e-09,6.67020542323472e-07,"High vs Low","NTNG2",6.67020542323472e-07
"C1QTNF9B",1.57926312433156,-1.9700142703638,8.08014445237613e-09,6.68773710354342e-07,"High vs Low","C1QTNF9B",6.68773710354342e-07
"PRR9",-3.49695268589057,-2.87389591488874,8.26249488120119e-09,6.8088009128012e-07,"High vs Low","PRR9",6.8088009128012e-07
"KRT20",-3.191761435231,2.29967016312962,8.47049736595015e-09,6.94985894751501e-07,"High vs Low","KRT20",6.94985894751501e-07
"CUZD1",-1.28631548244417,1.73950347420184,8.71682130822197e-09,7.12100151114532e-07,"High vs Low","CUZD1",7.12100151114532e-07
"SULT2A1",2.91878634487037,-2.9076865292826,8.88178032671838e-09,7.2244860579958e-07,"High vs Low","SULT2A1",7.2244860579958e-07
"GPR78",1.38091304429012,-0.623306450794292,9.65913997941865e-09,7.82307427260126e-07,"High vs Low","GPR78",7.82307427260126e-07
"CLCA2",-2.14236336594624,2.61836867848227,9.90205540217024e-09,7.98554220061345e-07,"High vs Low","CLCA2",7.98554220061345e-07
"SERPINA10",2.11204416395884,-0.672121881174759,1.05105200860668e-08,8.44017125719856e-07,"High vs Low","SERPINA10",8.44017125719856e-07
"SYCE1",2.21362873669586,-1.69834821299736,1.07897174110292e-08,8.62765920608185e-07,"High vs Low","SYCE1",8.62765920608185e-07
"MIA",-1.96297266205846,-0.117785056179133,1.16641870327333e-08,9.28754740484008e-07,"High vs Low","MIA",9.28754740484008e-07
"KRT24",2.3773150440808,-1.6175966068074,1.20996831128015e-08,9.59382857233939e-07,"High vs Low","KRT24",9.59382857233939e-07
"DLGAP2",1.69455130747209,-0.448558698522306,1.27150966543687e-08,1.00396062328281e-06,"High vs Low","DLGAP2",1.00396062328281e-06
"SLC38A3",1.89577610613645,1.42607926467791,1.33057282911945e-08,1.04621832742971e-06,"High vs Low","SLC38A3",1.04621832742971e-06
"INS",3.14304882493488,-3.92624052682737,1.35660840102188e-08,1.06226378156365e-06,"High vs Low","INS",1.06226378156365e-06
"POU4F2",2.86920615532117,-3.8377433641047,1.41808621594165e-08,1.10581425541467e-06,"High vs Low","POU4F2",1.10581425541467e-06
"OLIG3",3.5222559495686,-2.89424141910066,1.47125081979293e-08,1.14255037943672e-06,"High vs Low","OLIG3",1.14255037943672e-06
"SNTG1",2.94778130509133,-3.20521694206131,1.51991643072286e-08,1.17550585918734e-06,"High vs Low","SNTG1",1.17550585918734e-06
"ASXL3",1.68039126194548,1.78314986141184,1.62144120165801e-08,1.24890681291789e-06,"High vs Low","ASXL3",1.24890681291789e-06
"SMR3B",-3.74572708624388,-3.88638029833138,1.69104885359297e-08,1.29722694781109e-06,"High vs Low","SMR3B",1.29722694781109e-06
"NEUROG3",2.31465839642645,-1.48400510535882,1.78602190085573e-08,1.36453519396958e-06,"High vs Low","NEUROG3",1.36453519396958e-06
"ALB",2.4317237151695,3.11300289423198,1.87581445190972e-08,1.42735865008017e-06,"High vs Low","ALB",1.42735865008017e-06
"CALCR",-1.46504543638206,0.00889761851793545,1.99184429548171e-08,1.50765289754787e-06,"High vs Low","CALCR",1.50765289754787e-06
"KCNN1",1.269977560928,-0.343232983664105,1.99731452698303e-08,1.50765289754787e-06,"High vs Low","KCNN1",1.50765289754787e-06
"PDZRN4",-1.68026767871095,0.2791371825052,2.19724790073941e-08,1.65196275437663e-06,"High vs Low","PDZRN4",1.65196275437663e-06
"CELA2A",1.74634431571944,-3.14860479508628,2.25099164627958e-08,1.68565330781516e-06,"High vs Low","CELA2A",1.68565330781516e-06
"GKN1",-3.35223146146617,-2.49452641414062,2.61115933448875e-08,1.94763588146787e-06,"High vs Low","GKN1",1.94763588146787e-06
"MC2R",2.4222499872495,-1.94859074799043,2.68432177575502e-08,1.99432426103437e-06,"High vs Low","MC2R",1.99432426103437e-06
"ATCAY",2.0651166107083,-2.44345636608584,3.17529265600324e-08,2.34984108672302e-06,"High vs Low","ATCAY",2.34984108672302e-06
"KRT4",-1.95595879610223,3.93718428285101,3.28974488071645e-08,2.42503029859375e-06,"High vs Low","KRT4",2.42503029859375e-06
"GPR6",2.98308437196771,-3.86448797427197,3.5216630121967e-08,2.58588726471455e-06,"High vs Low","GPR6",2.58588726471455e-06
"CABP7",1.4285721657099,0.629483931683709,3.66236500318343e-08,2.67877868120444e-06,"High vs Low","CABP7",2.67877868120444e-06
"CARTPT",3.52579922338644,-2.97663774930992,4.09216585898638e-08,2.98159312451475e-06,"High vs Low","CARTPT",2.98159312451475e-06
"SLC6A19",2.7825088229758,-1.69649842267719,4.22787912131749e-08,3.06862718839932e-06,"High vs Low","SLC6A19",3.06862718839932e-06
"RP11.569G13.3",-2.5805311404839,-2.8804344433909,4.34912859759627e-08,3.14453661935783e-06,"High vs Low","RP11.569G13.3",3.14453661935783e-06
"SPATA16",-3.0562135146876,-3.15977264301126,4.49569224435125e-08,3.23809955508215e-06,"High vs Low","SPATA16",3.23809955508215e-06
"HIST1H2AL",-2.17304215785785,-1.47204311880275,4.52078461081951e-08,3.24379187797623e-06,"High vs Low","HIST1H2AL",3.24379187797623e-06
"TM4SF20",3.15572336927735,1.8960506687914,4.80524171779179e-08,3.43483774456246e-06,"High vs Low","TM4SF20",3.43483774456246e-06
"CCKAR",2.89303024717484,-2.22728914377589,5.53277400818266e-08,3.93659749834376e-06,"High vs Low","CCKAR",3.93659749834376e-06
"KCNK16",2.30170506705886,-1.72511667911356,5.54891068072408e-08,3.93659749834376e-06,"High vs Low","KCNK16",3.93659749834376e-06
"KRT9",-2.8344482313688,-2.88650850633237,5.65894258185832e-08,3.99962192742503e-06,"High vs Low","KRT9",3.99962192742503e-06
"DPYSL4",1.06532733501772,1.60520229532147,5.82598508499781e-08,4.10231957235051e-06,"High vs Low","DPYSL4",4.10231957235051e-06
"GSX1",-3.1432393397336,-4.11429190175101,6.20188835396359e-08,4.35077454006122e-06,"High vs Low","GSX1",4.35077454006122e-06
"CPA5",1.54573823646662,-0.990274032866914,7.54802235322389e-08,5.2755085121366e-06,"High vs Low","CPA5",5.2755085121366e-06
"C4orf26",1.48954811996933,-1.51600182319382,8.67629963738404e-08,6.04171403900643e-06,"High vs Low","C4orf26",6.04171403900643e-06
"DLGAP3",1.13098794098226,0.359559215921615,9.12615704721719e-08,6.3316069719866e-06,"High vs Low","DLGAP3",6.3316069719866e-06
"AADACL3",-2.99350272656429,-4.10384158404141,9.18902233454774e-08,6.35186961447804e-06,"High vs Low","AADACL3",6.35186961447804e-06
"KCNA2",-1.40952529041852,-0.804161090432246,9.36167901011448e-08,6.44760016787848e-06,"High vs Low","KCNA2",6.44760016787848e-06
"HIST1H2BF",-1.96346083735477,-0.235943428457566,1.14115762673022e-07,7.8308311178276e-06,"High vs Low","HIST1H2BF",7.8308311178276e-06
"CALML3",-2.58246873729215,2.87734830810959,1.15454131053969e-07,7.89396705478063e-06,"High vs Low","CALML3",7.89396705478063e-06
"TECRL",3.57356070874331,-3.98491224682516,1.28542769485324e-07,8.75715019118249e-06,"High vs Low","TECRL",8.75715019118249e-06
"PAX2",2.24690190298826,-2.99537828457223,1.29830336236501e-07,8.81305134934899e-06,"High vs Low","PAX2",8.81305134934899e-06
"GRM2",0.919274689067031,-0.480977530754787,1.32132270764786e-07,8.93716158280382e-06,"High vs Low","GRM2",8.93716158280382e-06
"SLC26A7",-1.23488590747931,-0.165222205961487,1.47469424620664e-07,9.93891254291624e-06,"High vs Low","SLC26A7",9.93891254291624e-06
"NPAS4",1.32636963454681,-2.71937766782118,1.48288072532315e-07,9.95852034433211e-06,"High vs Low","NPAS4",9.95852034433211e-06
"C6orf15",-2.66505315186357,-0.639987974182583,1.49353197647413e-07,9.99448295320683e-06,"High vs Low","C6orf15",9.99448295320683e-06
"DEFB4B",2.63424202251109,-3.83477893710105,1.50737016351704e-07,1.00514425285265e-05,"High vs Low","DEFB4B",1.00514425285265e-05
"NMRK2",-1.99265449941394,-2.5918918107684,1.55103924073068e-07,1.03062188421932e-05,"High vs Low","NMRK2",1.03062188421932e-05
"PTF1A",3.22247939102929,-2.67833196489849,1.5721354474094e-07,1.04097431677414e-05,"High vs Low","PTF1A",1.04097431677414e-05
"ESX1",3.10982619278223,-3.5400468046476,1.62345157258138e-07,1.07119421769872e-05,"High vs Low","ESX1",1.07119421769872e-05
"APOC3",-3.34038888420278,-1.93578887549542,1.66616042916226e-07,1.09554402295195e-05,"High vs Low","APOC3",1.09554402295195e-05
"TRPC5",-1.77287308260775,-3.50637295970467,1.80582885965962e-07,1.18325681981378e-05,"High vs Low","TRPC5",1.18325681981378e-05
"HIST1H2AD",-1.85411051817798,0.59055693564732,1.82501501596508e-07,1.19169060090924e-05,"High vs Low","HIST1H2AD",1.19169060090924e-05
"CWH43",-2.10426968754182,0.485867749870035,1.92798335182298e-07,1.2545853045604e-05,"High vs Low","CWH43",1.2545853045604e-05
"CHAD",1.40305546207513,2.83793117177385,1.95659084005025e-07,1.26882562689306e-05,"High vs Low","CHAD",1.26882562689306e-05
"XAGE3",2.42988417129237,-1.20705095296188,2.01234598305533e-07,1.30051304952867e-05,"High vs Low","XAGE3",1.30051304952867e-05
"CEND1",1.14117355614764,-0.946081276398674,2.17375745736089e-07,1.40003334395418e-05,"High vs Low","CEND1",1.40003334395418e-05
"TGIF2LY",2.85862697175452,-4.23932853170211,2.27457745031988e-07,1.45998473010158e-05,"High vs Low","TGIF2LY",1.45998473010158e-05
"ALPP",1.65065063333364,1.65939581961369,2.35289288042935e-07,1.50513361174855e-05,"High vs Low","ALPP",1.50513361174855e-05
"F2",-2.52193236643141,0.360538306929242,2.54368878030928e-07,1.62168753287893e-05,"High vs Low","F2",1.62168753287893e-05
"PYY",-1.36454088499164,-1.4104046319597,2.72705349397284e-07,1.73273489847681e-05,"High vs Low","PYY",1.73273489847681e-05
"GNRH2",-1.97811351423612,0.257416063639829,2.75376913076099e-07,1.74383816330841e-05,"High vs Low","GNRH2",1.74383816330841e-05
"APOH",-1.74057938954753,3.53525873695833,2.79835631431535e-07,1.76614655543294e-05,"High vs Low","APOH",1.76614655543294e-05
"FMO6P",-1.63057348522019,-1.12137902822509,2.84202984078216e-07,1.78773150418001e-05,"High vs Low","FMO6P",1.78773150418001e-05
"RGS4",1.03256769717283,2.77294940724026,2.89805162439057e-07,1.81691469115862e-05,"High vs Low","RGS4",1.81691469115862e-05
"UNC5D",2.21521454465045,-0.203397917391793,2.91646191664382e-07,1.81747178958065e-05,"High vs Low","UNC5D",1.81747178958065e-05
"GUCA1C",4.00515138985714,-3.18225932643527,2.91820227991594e-07,1.81747178958065e-05,"High vs Low","GUCA1C",1.81747178958065e-05
"TBX22",2.62928101512128,-3.79982690825039,3.03529670005323e-07,1.88418039561528e-05,"High vs Low","TBX22",1.88418039561528e-05
"CTRC",1.19099313948771,-2.3636878881894,3.09102910029023e-07,1.91248557874023e-05,"High vs Low","CTRC",1.91248557874023e-05
"TRIM9",1.43546850277568,2.14584388585457,3.2194705096022e-07,1.98544535904258e-05,"High vs Low","TRIM9",1.98544535904258e-05
"TUBB8",1.08392251256268,-0.827305007592861,3.27983242248695e-07,2.01519271815991e-05,"High vs Low","TUBB8",2.01519271815991e-05
"HIST1H2BE",-1.68334659346975,-0.46735169242292,3.28906447561471e-07,2.01519271815991e-05,"High vs Low","HIST1H2BE",2.01519271815991e-05
"SLC39A2",-1.64969947613643,-2.02467454983896,3.45450267029612e-07,2.10970614534492e-05,"High vs Low","SLC39A2",2.10970614534492e-05
"PZP",-1.34636150071296,1.24174778554309,3.86502355735664e-07,2.35280192099604e-05,"High vs Low","PZP",2.35280192099604e-05
"NIPAL4",-1.42801193126728,0.622037393726786,4.31125862145005e-07,2.6160051911699e-05,"High vs Low","NIPAL4",2.6160051911699e-05
"HIST1H3J",-1.84437654655067,-1.06679217270348,4.59976783617257e-07,2.78212239860297e-05,"High vs Low","HIST1H3J",2.78212239860297e-05
"INA",1.84800669360922,2.14850369776643,4.70506340053011e-07,2.83671729812792e-05,"High vs Low","INA",2.83671729812792e-05
"P2RY4",-1.64496580927596,-0.867764857183724,4.92924606970221e-07,2.96241409494747e-05,"High vs Low","P2RY4",2.96241409494747e-05
"SCG3",1.96525868888348,2.45614706737384,5.25292525019889e-07,3.14691912369851e-05,"High vs Low","SCG3",3.14691912369851e-05
"GALR1",2.4615764288012,-1.72864540711886,5.55779107278338e-07,3.31902137134478e-05,"High vs Low","GALR1",3.31902137134478e-05
"MUCL1",2.30235354662631,2.08486430425776,5.91979443586096e-07,3.52405176022499e-05,"High vs Low","MUCL1",3.52405176022499e-05
"HTR1A",3.06418971714931,-3.74909651274112,6.27115253926863e-07,3.71247757141068e-05,"High vs Low","HTR1A",3.71247757141068e-05
"F13B",-2.27955454956177,-3.87193419379459,6.27566289693184e-07,3.71247757141068e-05,"High vs Low","F13B",3.71247757141068e-05
"ALPI",-3.10865842518919,-2.33997130389806,6.36214877118173e-07,3.75187842065532e-05,"High vs Low","ALPI",3.75187842065532e-05
"RSPO3",1.35632162548216,3.26822939451877,6.3895978183969e-07,3.75632711622953e-05,"High vs Low","RSPO3",3.75632711622953e-05
"CDH9",3.01181803664655,-3.22182351615083,6.5080279300319e-07,3.81406816980224e-05,"High vs Low","CDH9",3.81406816980224e-05
"REG3A",3.79141872059098,-0.980657707723118,6.5562153015459e-07,3.83041297075767e-05,"High vs Low","REG3A",3.83041297075767e-05
"GRIK1",1.01130939230191,-0.902130806870569,6.77568410740074e-07,3.94641774045554e-05,"High vs Low","GRIK1",3.94641774045554e-05
"BPIFB6",2.68844910357829,-3.10038264794394,7.46708829456709e-07,4.33573609867002e-05,"High vs Low","BPIFB6",4.33573609867002e-05
"SPHKAP",-2.0194433574767,-2.59996895332534,7.9646466806843e-07,4.61045544512863e-05,"High vs Low","SPHKAP",4.61045544512863e-05
"SLC9A4",-2.22344305953848,-0.351207682769384,8.05397632397066e-07,4.64790786573854e-05,"High vs Low","SLC9A4",4.64790786573854e-05
"NTRK2",-1.45962888034808,3.69492623311857,8.27595498066891e-07,4.76144958659155e-05,"High vs Low","NTRK2",4.76144958659155e-05
"INSM1",2.2405744601015,2.73200073464203,8.31642248755565e-07,4.77018871619035e-05,"High vs Low","INSM1",4.77018871619035e-05
"TRIM49C",2.42926875451648,-3.74730127648745,8.35857717524523e-07,4.77983969315311e-05,"High vs Low","TRIM49C",4.77983969315311e-05
"TBC1D26",1.60979524688255,-2.93648230255747,8.46628453672559e-07,4.82680530188969e-05,"High vs Low","TBC1D26",4.82680530188969e-05
"TEX19",2.28330708487181,0.344261868570381,8.99822068263519e-07,5.11462115969905e-05,"High vs Low","TEX19",5.11462115969905e-05
"TMEM239",2.16067304872587,-4.12631348694069,9.21344199244638e-07,5.22122714232599e-05,"High vs Low","TMEM239",5.22122714232599e-05
"ESR1",-0.994353522900722,3.94199635762002,9.38386159843583e-07,5.30188180311624e-05,"High vs Low","ESR1",5.30188180311624e-05
"ANKRD30BL",2.19053148304857,-3.62697987861597,9.45992995740564e-07,5.32890561869259e-05,"High vs Low","ANKRD30BL",5.32890561869259e-05
"LPO",-1.21496433195476,-0.498258816957333,9.61931288883445e-07,5.40256111682128e-05,"High vs Low","LPO",5.40256111682128e-05
"SH3GL2",1.64793022897999,-0.0758493979880352,9.88895028158177e-07,5.53751871702462e-05,"High vs Low","SH3GL2",5.53751871702462e-05
"CLPS",2.14799441943328,-2.25094022573019,1.05111067630762e-06,5.86849395639085e-05,"High vs Low","CLPS",5.86849395639085e-05
"OR8A1",-2.47113212765643,-3.98847766172279,1.08922896460022e-06,6.0633745696079e-05,"High vs Low","OR8A1",6.0633745696079e-05
"CLDN11",1.06864318375345,2.92764895421774,1.12616325977291e-06,6.25053731622784e-05,"High vs Low","CLDN11",6.25053731622784e-05
"PRAMEF12",2.64832555883877,-4.13696104332774,1.18224130321675e-06,6.53660204101447e-05,"High vs Low","PRAMEF12",6.53660204101447e-05
"UCN3",2.06058595815239,3.66947999387786,1.18463139103754e-06,6.53660204101447e-05,"High vs Low","UCN3",6.53660204101447e-05
"C1QTNF3",1.06306122801419,3.81817207644297,1.21639563384111e-06,6.68286288641687e-05,"High vs Low","C1QTNF3",6.68286288641687e-05
"MYCN",1.60720272860701,3.11614921346942,1.21822099142992e-06,6.68286288641687e-05,"High vs Low","MYCN",6.68286288641687e-05
"ANPEP",1.20407050931614,6.37252412538334,1.23177098782184e-06,6.73760878585097e-05,"High vs Low","ANPEP",6.73760878585097e-05
"ATP1A3",1.1868600340411,2.23577304158558,1.36430204323442e-06,7.44096643291235e-05,"High vs Low","ATP1A3",7.44096643291235e-05
"TSPY2",-3.69525009894799,-2.92948393744264,1.42370687152583e-06,7.74258569814524e-05,"High vs Low","TSPY2",7.74258569814524e-05
