"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logFC","group","genesymbol","adj.P.Val"
"ALKBH8",454.739529985369,-0.133723338626151,0.0873848431822098,-1.53028069578746,0.125947264458873,0.461942474315589,-0.0926899551437791,"High vs Low","ALKBH8",0.461942474315589
"MAP2K5",691.433395641759,-0.0131445299213185,0.0576932660790177,-0.227834733837317,0.819774723029169,0.940619197900077,-0.00911109385474778,"High vs Low","MAP2K5",0.940619197900077
"UNC13C",12.2581652941695,-0.0852154107355265,0.254778712665463,-0.334468330748725,0.738026184601645,0.912197145299171,-0.0590668216915879,"High vs Low","UNC13C",0.912197145299171
"SQRDL",3178.34096053606,-0.0333616482165477,0.113114523480174,-0.294936911637127,0.76804207405644,0.922133793944804,-0.0231245324001328,"High vs Low","SQRDL",0.922133793944804
"CTDSPL2",1694.75839487118,-0.087109302693189,0.0697184637072831,-1.24944380672131,0.211502794355244,0.573460757436887,-0.0603795675623268,"High vs Low","CTDSPL2",0.573460757436887
"SLTM",4080.95703686512,-0.00154939262480839,0.0545722632103314,-0.0283915772163736,0.97734984190258,0.992952839042522,-0.00107395712946629,"High vs Low","SLTM",0.992952839042522
"THBS1",18389.1926239887,0.286705344753057,0.155002814449156,1.84967831566118,0.0643599276721345,0.349102714074778,0.198729001367049,"High vs Low","THBS1",0.349102714074778
"MAPKBP1",985.191859240912,-0.0609606861826604,0.0858605504398974,-0.709996452041534,0.477706336344769,0.778323215288108,-0.0422547277525107,"High vs Low","MAPKBP1",0.778323215288108
"NUSAP1",1491.68343469831,0.15153979197191,0.143198321637564,1.05825117388916,0.289940946475887,0.646425219161329,0.10503937954797,"High vs Low","NUSAP1",0.646425219161329
"NDUFAF1",684.858086046533,-0.139468669806167,0.0746788645875003,-1.86757887357478,0.0618207934347479,0.345623835584457,-0.0966723152525906,"High vs Low","NDUFAF1",0.345623835584457
"KIF23",945.886861746474,0.0491891875217384,0.165438542468209,0.297326044994568,0.766217599206095,0.922096165563829,0.0340953466447273,"High vs Low","KIF23",0.922096165563829
"ITGA11",2263.68985848365,0.425417298192388,0.19359454620855,2.19746530325346,0.0279872318460681,0.243572180418491,0.294876800803483,"High vs Low","ITGA11",0.243572180418491
"CASC5",513.568418020879,0.00796696783414279,0.150941958732488,0.0527816645619561,0.957905870694055,0.986891149118496,0.00552228129184796,"High vs Low","CASC5",0.986891149118496
"HAUS2",997.422574687637,-0.0917383212125725,0.0686346294114839,-1.3366185845133,0.181347169545798,0.53951306287943,-0.0635881586977973,"High vs Low","HAUS2",0.53951306287943
"RTF1",3221.77080564693,-0.0418520399936052,0.055690046059867,-0.75151742465097,0.452341318225394,0.765380584817052,-0.0290096235222495,"High vs Low","RTF1",0.765380584817052
"PARP6",2280.16603075158,0.124685471031518,0.082325521467759,1.51454213479047,0.129888395719731,0.467417824041422,0.0864253827022858,"High vs Low","PARP6",0.467417824041422
"RPLP1",57815.3409840303,0.204620347730567,0.103635353247028,1.97442611347913,0.0483333111862801,0.314761600187866,0.141832017114638,"High vs Low","RPLP1",0.314761600187866
"PAQR5",641.005846587752,-0.078963094578135,0.164679263086524,-0.479496283248772,0.631585611701761,0.861412862042024,-0.0547330463751226,"High vs Low","PAQR5",0.861412862042024
"LRRC49",198.479116967876,-0.345259152298563,0.13465039773267,-2.56411535437146,0.0103439160041355,0.155645497952623,-0.239315407978265,"High vs Low","LRRC49",0.155645497952623
"TUBGCP4",820.138978377426,-0.0267133591813767,0.0775574317857986,-0.344433261472025,0.730520478335303,0.909365128041688,-0.0185162895998564,"High vs Low","TUBGCP4",0.909365128041688
"RMDN3",2627.16123796099,-0.0425455969047162,0.064854844333357,-0.656012628540588,0.511815998812133,0.799552693407033,-0.0294903605397439,"High vs Low","RMDN3",0.799552693407033
"ITPKA",653.60572504806,-0.397288722020122,0.274544335297506,-1.44708402593557,0.147873391388758,0.49537859246729,-0.275379557536511,"High vs Low","ITPKA",0.49537859246729
"UACA",2022.06883118183,0.0654993580211909,0.0983211993557064,0.666177370194879,0.505297735637209,0.795744120105241,0.0454006953408749,"High vs Low","UACA",0.795744120105241
"SMAD6",643.716546687501,-0.0856755461928796,0.119015806115736,-0.719866957079342,0.471606914343377,0.775436163611768,-0.0593857632865278,"High vs Low","SMAD6",0.775436163611768
"PLCB2",1982.99207215148,0.00588957165043062,0.139944371211984,0.0420850913789827,0.966430864997529,0.990336885056974,0.00408233998420183,"High vs Low","PLCB2",0.990336885056974
"TMEM62",2377.54229311051,-0.274011033787349,0.0857264102335722,-3.19634326272116,0.00139181421811913,0.0569760186375702,-0.189929975512017,"High vs Low","TMEM62",0.0569760186375702
"PAK6",33.8756258088523,-0.00636040470901714,0.10916099187708,-0.0582662780874985,0.953536528049756,0.985809460387047,-0.00440869659127539,"High vs Low","PAK6",0.985809460387047
"ADAM10",5729.85140250446,-0.168997813409987,0.072592593581562,-2.32803107138069,0.0199104538450772,0.212633573292677,-0.117140357885928,"High vs Low","ADAM10",0.212633573292677
"DUOX1",2237.4385217099,-0.131425759872337,0.210040537348686,-0.625716166656719,0.531501127429459,0.810754332961064,-0.091097394908459,"High vs Low","DUOX1",0.810754332961064
"SLC28A2",404.660902175213,-0.289253560214054,0.40297527088963,-0.71779481548702,0.472883810553585,0.776002658878128,-0.200495289729298,"High vs Low","SLC28A2",0.776002658878128
"STRA6",889.375768662387,-0.588805536512666,0.237472338927893,-2.47946998446608,0.013157780392482,0.175588393394952,-0.408128897531841,"High vs Low","STRA6",0.175588393394952
"CYP19A1",35.4359043897274,-0.266714456533971,0.193384267108113,-1.37919418431729,0.167834890693071,0.521415110054852,-0.1848723735611,"High vs Low","CYP19A1",0.521415110054852
"ZNF280D",1521.27199400923,-0.12548058865187,0.0666761377659663,-1.88194146896012,0.0598439631492499,0.341164642479985,-0.0869765162390461,"High vs Low","ZNF280D",0.341164642479985
"SEMA6D",283.782412365606,0.288380784810337,0.177440640367885,1.62522398596196,0.104114841362455,0.423487525855762,0.199890327918949,"High vs Low","SEMA6D",0.423487525855762
"BCL2L10",38.0502608955987,-0.533885261920272,0.255636857251007,-2.08845182835297,0.0367570964400416,0.277464663973294,-0.370061064042544,"High vs Low","BCL2L10",0.277464663973294
"RSL24D1",3752.96830004337,-0.0953818863114567,0.0859941002095124,-1.10916779266336,0.26735780385483,0.629105635076589,-0.0661136855732754,"High vs Low","RSL24D1",0.629105635076589
"SPTBN5",380.147259922911,-0.106426317947158,0.16209911157488,-0.656550902180579,0.51146972742687,0.799552693407033,-0.073769102222449,"High vs Low","SPTBN5",0.799552693407033
"GCOM1",16.8262581665788,-0.0694908256868143,0.184071075929549,-0.377521700983651,0.705785940380929,0.896668506632734,-0.048167369899598,"High vs Low","GCOM1",0.896668506632734
"GCHFR",421.61024539846,-0.0135765832457718,0.113950551980437,-0.119144514965602,0.905160864049354,0.971005707340899,-0.00941057039844405,"High vs Low","GCHFR",0.971005707340899
"BCAR3",1213.5962635408,0.394554380334066,0.126921804409883,3.10864143610729,0.00187949662923373,0.0664878348541476,0.273484256306134,"High vs Low","BCAR3",0.0664878348541476
"TTLL7",357.64225294131,0.272675097341569,0.196233118867136,1.38954677434541,0.164666547939006,0.517361473961874,0.189003974931217,"High vs Low","TTLL7",0.517361473961874
"FNBP1L",4251.96966309031,-0.047568776741871,0.0769962098468546,-0.617806731480488,0.536702745640351,0.813515753052462,-0.0329721634813134,"High vs Low","FNBP1L",0.813515753052462
"CCBL2",1080.80179911964,-0.0540197795592038,0.0742942720030665,-0.727105577627494,0.467161282198866,0.773710544721107,-0.0374436578959319,"High vs Low","CCBL2",0.773710544721107
"GTF2B",1393.5748650464,-0.0880900220947946,0.0726224281026904,-1.21298646156849,0.22513499667975,0.588464008245841,-0.0610593504504702,"High vs Low","GTF2B",0.588464008245841
"BRDT",255.499656597837,0.62947208754071,0.412648897452574,1.52544231046457,0.12714881232812,0.462782245349843,0.436316802720026,"High vs Low","BRDT",0.462782245349843
"RABGGTB",2674.09987802168,-0.0506450532651068,0.0754016204799064,-0.671670621171903,0.501793408463227,0.79372058028069,-0.0351044758800171,"High vs Low","RABGGTB",0.79372058028069
"IFI44L",2344.82197059369,0.150842472997515,0.200512639923097,0.752284110644435,0.451880221159317,0.765207235443522,0.104556034866917,"High vs Low","IFI44L",0.765207235443522
"GIPC2",134.649206476912,0.142084125167465,0.181672219178561,0.78209054642424,0.434161362122621,0.754540496820428,0.0984852107621545,"High vs Low","GIPC2",0.754540496820428
"ARHGAP29",2490.62655282861,0.072187369901698,0.115605240891756,0.624429907717496,0.53234528881499,0.811338398466022,0.0500364719193998,"High vs Low","ARHGAP29",0.811338398466022
"IFI44",2040.80526942899,0.239407691281572,0.164864208011209,1.45215079834244,0.146459679891731,0.493214223229896,0.165944766216187,"High vs Low","IFI44",0.493214223229896
"SLC44A5",637.122529306867,-0.2264127270614,0.255538685073054,-0.886021335660674,0.37560603026301,0.714908864611209,-0.156937343405498,"High vs Low","SLC44A5",0.714908864611209
"CLCA2",60.52171126932,-0.530006402761259,0.269494708920764,-1.96666719314734,0.0492215914394665,0.318019796441761,-0.367372443752686,"High vs Low","CLCA2",0.318019796441761
"DNASE2B",34.3323548551465,-0.316209758546732,0.253088399583125,-1.24940439414678,0.211517202062246,0.573460757436887,-0.219179902602208,"High vs Low","DNASE2B",0.573460757436887
"DBT",1467.12529667581,-0.0420775525227283,0.0711369373118417,-0.591500760544043,0.554184945712547,0.82194773446778,-0.029165936895992,"High vs Low","DBT",0.82194773446778
"RTCA",1637.99577329103,-0.012198088281392,0.0652109237675204,-0.187055903775857,0.851616801528228,0.952741508455,-0.00845507050046815,"High vs Low","RTCA",0.952741508455
"IFT172",1548.76172841326,0.0198589792455752,0.0913962601245974,0.21728437485847,0.827986733279179,0.943824736439223,0.0137651954728689,"High vs Low","IFT172",0.943824736439223
"EPT1",2889.01617350769,-0.0843612068393878,0.109414290204415,-0.771025491110699,0.440691822328778,0.758479898663689,-0.058474732669356,"High vs Low","EPT1",0.758479898663689
"CGREF1",388.248143750276,0.160641600830069,0.244304781855164,0.657545872046437,0.510829985546206,0.799552693407033,0.111348272695998,"High vs Low","CGREF1",0.799552693407033
"HADHB",5520.73812708937,0.0123095663125527,0.0540750324969881,0.227638629958074,0.819927185910096,0.940619197900077,0.00853234118346155,"High vs Low","HADHB",0.940619197900077
"KHK",303.472757163952,0.211336518741769,0.113467452653316,1.86252986032461,0.0625284405122023,0.346158008800019,0.146487312115211,"High vs Low","KHK",0.346158008800019
"ADCY3",1644.48829184216,0.181849677083162,0.108010386411499,1.6836313906919,0.0922529282491165,0.402402924399766,0.12604859095593,"High vs Low","ADCY3",0.402402924399766
"PPM1B",2421.82088926291,-0.0817863536751333,0.0493048848405447,-1.65878804787063,0.0971585096201845,0.411993233548098,-0.0566899804581972,"High vs Low","PPM1B",0.411993233548098
"PNPT1",2009.41182423749,0.0172882996892571,0.0851041666901871,0.203142811470011,0.839023410562952,0.947709260595396,0.0119833361862838,"High vs Low","PNPT1",0.947709260595396
"DYNC2LI1",839.620982928315,-0.0661381614346687,0.0659575186736887,-1.00273877435981,0.315986916422949,0.667488318560799,-0.0458434801258592,"High vs Low","DYNC2LI1",0.667488318560799
"LHCGR",15.8730919782466,-0.276283061059766,0.364828984640739,-0.757294712567403,0.44887331793062,0.763741640497482,-0.191504824810048,"High vs Low","LHCGR",0.763741640497482
"THUMPD2",608.536441698111,0.0317897038060006,0.0659505520527234,0.482023316204945,0.629789382966023,0.860451227032374,0.0220349435639649,"High vs Low","THUMPD2",0.860451227032374
"CYP1B1",3691.16490930628,-0.199940316823138,0.149725887394236,-1.33537573430228,0.181753402620757,0.539890922653354,-0.13858806688622,"High vs Low","CYP1B1",0.539890922653354
"SULT6B1",0.297126402186089,0.00454127372316344,0.470613928754119,0.00964967980269048,0.992300788955961,NA,0.00314777107736164,"High vs Low","SULT6B1",NA
"RAB1A",9920.46075073427,-0.105832556958565,0.0518968294869879,-2.03928752497491,0.0414213399589296,0.29267020298713,-0.0733575384672789,"High vs Low","RAB1A",0.29267020298713
"ACTR2",15464.1324880548,-0.11213845511724,0.0565345759192829,-1.98353756606126,0.0473074152427945,0.311405954918087,-0.0777284539968629,"High vs Low","ACTR2",0.311405954918087
"PREB",3661.18241819134,0.00647985765629081,0.0681201186089456,0.0951239925680323,0.924216341170084,0.976893279317082,0.00449149506488767,"High vs Low","PREB",0.976893279317082
"SLC5A6",1946.62145987615,0.126827713685719,0.0889404612857822,1.42598443781619,0.153872834180424,0.502505107637473,0.08791027215812,"High vs Low","SLC5A6",0.502505107637473
"ABCG5",4.85382213451989,-0.0393124171776102,0.174753973654434,-0.224958645320124,0.822011445937047,0.941748568944491,-0.0272492911276569,"High vs Low","ABCG5",0.941748568944491
"PREPL",2655.68649291195,-0.137427868802666,0.073167673969174,-1.87825936438221,0.0603456926115804,0.342255477299723,-0.0952577397909297,"High vs Low","PREPL",0.342255477299723
"SLC3A1",11.5938741080705,-0.496469763135777,0.162086359346517,-3.06299533864165,0.0021913347327508,0.0722143821457329,-0.344126616550828,"High vs Low","SLC3A1",0.0722143821457329
"EMILIN1",4722.23230821337,0.215884297729224,0.12610770490086,1.71190410529588,0.0869143420161639,0.392325888787249,0.149639592298175,"High vs Low","EMILIN1",0.392325888787249
"FBXO11",1504.55143841004,-0.0397889905002667,0.0611639015137382,-0.650530615535204,0.515349532425013,0.800275446974589,-0.0275796265825863,"High vs Low","FBXO11",0.800275446974589
"SIX3",31.772248478203,-0.788074012219829,0.379838619893167,-2.0747600979634,0.0380087743986548,0.280800464875113,-0.546251279642738,"High vs Low","SIX3",0.280800464875113
"ATRAID",6348.74157077655,-0.191453279435787,0.0988289566969951,-1.93721846141484,0.0527186444769105,0.327488258093756,-0.132705300849871,"High vs Low","ATRAID",0.327488258093756
"CENPO",642.680815682346,0.113827388907171,0.100042379693929,1.13779169643321,0.255207473071927,0.617406687889227,0.0788991336915059,"High vs Low","CENPO",0.617406687889227
"LRPPRC",7720.40236725898,0.0167543609075031,0.0809900400807761,0.206869398888962,0.836111855701193,0.947015595257137,0.0116132380251195,"High vs Low","LRPPRC",0.947015595257137
"TRIM54",119.15123111793,-0.4401393271747,0.287054326436604,-1.53329626708101,0.125202873963475,0.460900050410235,-0.305081333684695,"High vs Low","TRIM54",0.460900050410235
"DTNB",1034.83292766871,-0.0025791499452075,0.0842122948239747,-0.030626762405639,0.975567198844309,0.992430129160687,-0.00178773051276189,"High vs Low","DTNB",0.992430129160687
"ACTR1A",6157.01250999994,0.00613809679981846,0.0486696595267524,0.126117520843648,0.899638898582177,0.969157920761285,0.0042546044907981,"High vs Low","ACTR1A",0.969157920761285
"CYP2C9",33.3512796708452,0.16944528569508,0.282175042533569,0.600497067967739,0.548175014355749,0.81805579982841,0.117450522038719,"High vs Low","CYP2C9",0.81805579982841
"TMEM180",868.65007215838,0.106894902297831,0.101180967564202,1.05647242629898,0.29075243193591,0.646496014667854,0.0740939001439722,"High vs Low","TMEM180",0.646496014667854
"CYP2C8",27.9186704480931,0.513612216400664,0.208829273048737,2.45948381135626,0.013913697249635,0.180354827574295,0.356008859699265,"High vs Low","CYP2C8",0.180354827574295
"MYOF",12502.9887609628,-0.206669277453928,0.116105271331809,-1.78001631694484,0.0750732903771984,0.37131286271373,-0.143252226975551,"High vs Low","MYOF",0.37131286271373
"LOXL4",1142.3708611808,0.01400254795385,0.221639108077146,0.063177243742454,0.949625365435586,0.984971961136684,0.00970582663486644,"High vs Low","LOXL4",0.984971961136684
"STAMBPL1",381.37097758354,-0.0127734848938017,0.0991604883555986,-0.128816276579789,0.897503025988834,0.968581541827043,-0.0088539050400637,"High vs Low","STAMBPL1",0.968581541827043
"CH25H",692.603651179814,0.0473105674809966,0.212334901765965,0.222811073862658,0.823682548955824,0.942388063376544,0.0327931864601438,"High vs Low","CH25H",0.942388063376544
"LBX1",7.00553957553878,-0.41397111873974,0.201815577034546,-2.05123472044419,0.0402440941971761,0.288635663970168,-0.286942913787697,"High vs Low","LBX1",0.288635663970168
"ATAD1",2592.33152551989,-0.0536704842195282,0.0617444926757777,-0.869235164038898,0.384718517592858,0.721388322732162,-0.037201544816053,"High vs Low","ATAD1",0.721388322732162
"BTBD16",38.6924728583915,0.0416940962052631,0.226239568052794,0.184291795480858,0.853784549952632,0.953280619458931,0.0289001452306733,"High vs Low","BTBD16",0.953280619458931
"KIF11",1299.8104614061,0.0697190279192484,0.14508217770384,0.480548534786729,0.630837400476734,0.860804066021484,0.0483255476336072,"High vs Low","KIF11",0.860804066021484
"CUZD1",80.9274678365952,0.217990132047075,0.138392470771113,1.57515890013704,0.115219771326458,0.445251604614302,0.15109924541832,"High vs Low","CUZD1",0.445251604614302
"TACC2",6306.24750685529,-0.0204641525676884,0.168734666766206,-0.121280072197866,0.903469203578579,0.970723748715841,-0.0141846696548417,"High vs Low","TACC2",0.970723748715841
"DUSP5",2309.90586279172,0.233543752404749,0.140093118619234,1.66706084286345,0.0955023072619605,0.408595706422546,0.161880193516742,"High vs Low","DUSP5",0.408595706422546
"CALHM2",807.164482065275,0.0763742158164291,0.0922946369624351,0.827504374360498,0.407951243744047,0.738866757318332,0.0529385723606347,"High vs Low","CALHM2",0.738866757318332
"ARL3",1344.02428401956,-0.0804642088490575,0.0832792954202263,-0.966197041449932,0.333945593031946,0.681915246658457,-0.0557735394997108,"High vs Low","ARL3",0.681915246658457
"CEP55",1161.7834456877,-0.148836853230747,0.164765367754177,-0.903326076708097,0.366352860683966,0.708571558449355,-0.103165845180307,"High vs Low","CEP55",0.708571558449355
"KIF20B",715.676506741201,-0.0717206585641877,0.119580727557527,-0.599767705290845,0.548661058912326,0.818142368288487,-0.0497129722716692,"High vs Low","KIF20B",0.818142368288487
"ENTPD1",2813.52529098107,0.0472612052262047,0.0769676943782806,0.614039508497233,0.539189219922924,0.813862481427828,0.0327589711524087,"High vs Low","ENTPD1",0.813862481427828
"EXOC6",1122.26292614363,-0.13452364607737,0.072531467245411,-1.85469357213205,0.0636399971940385,0.347699684224954,-0.0932446859971729,"High vs Low","EXOC6",0.347699684224954
"PLCE1",863.432738489564,-0.185478468798973,0.126015787563808,-1.4718669175087,0.141056818757729,0.484517062553919,-0.128563877702584,"High vs Low","PLCE1",0.484517062553919
"RBP4",258.714408592917,0.227566880117701,0.230186392632781,0.988620037504741,0.322849078791934,0.67281555119491,0.157737341342407,"High vs Low","RBP4",0.67281555119491
"DBR1",827.991578341302,-0.12076256147048,0.0574832308742025,-2.10083114038525,0.0356557918167183,0.272826005040189,-0.0837062290004599,"High vs Low","DBR1",0.272826005040189
"DNAJC13",2769.60124086384,-0.0755507484966352,0.0666674378457446,-1.13324811839094,0.257110072332059,0.619448111302676,-0.0523677883096362,"High vs Low","DNAJC13",0.619448111302676
"GPR87",487.544002885397,-0.383889373543768,0.31692273247068,-1.21130273789774,0.225779399822167,0.589350761973737,-0.266091836918787,"High vs Low","GPR87",0.589350761973737
"ANXA7",7312.51800383034,-0.115308974456515,0.0617955165668696,-1.86597638247328,0.0620446698524396,0.34603449480741,-0.0799260905377923,"High vs Low","ANXA7",0.34603449480741
"FAM149B1",1370.29688215489,-0.0313315211574362,0.0611987401008598,-0.511963499670085,0.608676555222811,0.8500629673399,-0.0217173555529311,"High vs Low","FAM149B1",0.8500629673399
"ASCC1",1223.77693132255,-0.146660856226741,0.0654919701252839,-2.23937157404463,0.0251317493445479,0.23208479524545,-0.101657558992073,"High vs Low","ASCC1",0.23208479524545
"PLA2G12B",146.899056291053,-0.0902655688251594,0.297840275698859,-0.303067033541244,0.761838776792448,0.920467773051771,-0.062567324532799,"High vs Low","PLA2G12B",0.920467773051771
"ZNF365",102.962442925524,-0.170841771914782,0.161992279063868,-1.05462910270819,0.291594988228268,0.647097988795456,-0.118418492524596,"High vs Low","ZNF365",0.647097988795456
"OIT3",56.8693656246362,0.0557918399795596,0.206628752936931,0.270010050327259,0.787152521643151,0.928929362310242,0.0386719565800833,"High vs Low","OIT3",0.928929362310242
"ADAMTS14",411.816463915167,0.0575295404620397,0.151229029401329,0.380413341868173,0.703638612380036,0.895948716142706,0.0398764387701721,"High vs Low","ADAMTS14",0.895948716142706
"RPS24",45056.4710170359,-0.0383397603307244,0.106321793695879,-0.360601142982883,0.718397634757904,0.902635765579194,-0.0265750967765856,"High vs Low","RPS24",0.902635765579194
"TET1",149.98383827493,-0.0652010811578753,0.144807512478322,-0.450260349356087,0.652522725649196,0.87054413243343,-0.0451939455740414,"High vs Low","TET1",0.87054413243343
"DNA2",467.234336189739,0.0522201086342021,0.133359772926142,0.391573166993339,0.695373617414986,0.891180843630272,0.0361962210683312,"High vs Low","DNA2",0.891180843630272
"MYPN",11.6051247699386,1.092351420815,0.350410208282165,3.11735045097601,0.00182484504515569,0.0656690765555333,0.75716030751857,"High vs Low","MYPN",0.0656690765555333
"AOX1",400.404657766165,-0.377569066686251,0.171094649364953,-2.20678477139796,0.0273290994785726,0.241434955431611,-0.261710934040225,"High vs Low","AOX1",0.241434955431611
"ATIC",5045.92544996295,-0.025580614924228,0.0736407258466869,-0.347370488681554,0.728313001217855,0.907738654692705,-0.0177311311117183,"High vs Low","ATIC",0.907738654692705
"SMARCAL1",1318.12865829014,0.00189816388053555,0.0443052735338456,0.0428428430553646,0.965826811505202,0.990336885056974,0.00131570694203396,"High vs Low","SMARCAL1",0.990336885056974
"BARD1",676.01613689286,-0.0264885689452993,0.0999017912714683,-0.265146086052857,0.790896925874737,0.930119747991409,-0.0183604768815019,"High vs Low","BARD1",0.930119747991409
"STAT4",425.286741350676,-0.0338675608098082,0.124519869894424,-0.271985192712804,0.785633404816323,0.928621879938908,-0.0234752042877611,"High vs Low","STAT4",0.928621879938908
"MSTN",10.6277392561471,-0.0645451040563622,0.199998108893503,-0.322728571852305,0.746900811820852,0.91505944501451,-0.0447392568956157,"High vs Low","MSTN",0.91505944501451
"CARF",417.364097604963,-0.086653053898811,0.0808791217864514,-1.07138964895792,0.283994265115493,0.6433503057926,-0.0600633199968699,"High vs Low","CARF",0.6433503057926
"ASNSD1",2109.84657483417,-0.126478185292609,0.061781455968768,-2.04718686714904,0.0406397403909483,0.290418822486457,-0.0876679975379101,"High vs Low","ASNSD1",0.290418822486457
"METTL5",1249.10597372195,-0.100962272984873,0.0762279130862524,-1.32447903789041,0.185344000346634,0.545420990834581,-0.0699817148623885,"High vs Low","METTL5",0.545420990834581
"SSB",4704.73160113374,0.00397994431257054,0.0587545539027157,0.0677384823508393,0.945993815162544,0.983601950836145,0.00275868717904377,"High vs Low","SSB",0.983601950836145
"NAB1",1984.05352831152,-0.121415385708246,0.0740998058488088,-1.63853851325844,0.101309406826127,0.420084296206097,-0.084158732280269,"High vs Low","NAB1",0.420084296206097
"CDK15",37.1264604380362,-0.0242385856606672,0.165170186229531,-0.146749157423506,0.883330016578326,0.963453186571591,-0.0168009073114522,"High vs Low","CDK15",0.963453186571591
"PPIG",3630.30922702225,-0.0805984029697087,0.0508577245049328,-1.58478193340898,0.113015888588444,0.441603552714093,-0.055866555776088,"High vs Low","PPIG",0.441603552714093
"FASTKD1",968.539341455593,-0.00637860488403014,0.0734929190560265,-0.0867921014154777,0.930836766089724,0.979160026314318,-0.00442131199127139,"High vs Low","FASTKD1",0.979160026314318
"MDH1B",89.8508865481926,-0.171312063127874,0.19957957914364,-0.858364687724779,0.390691120085475,0.726044535403911,-0.118744473552993,"High vs Low","MDH1B",0.726044535403911
"HECW2",1126.89757883478,-0.0880813751734533,0.11305188810872,-0.779123433027027,0.435907007669092,0.75583608012374,-0.0610533568613219,"High vs Low","HECW2",0.75583608012374
"IDH1",9079.55297777767,-0.0507437666585858,0.112793026204658,-0.449883901213127,0.652794156248426,0.87054413243343,-0.0351728987903905,"High vs Low","IDH1",0.87054413243343
"OLA1",4185.24541920228,-0.115185279978734,0.0855216224524452,-1.3468556451064,0.178026729141532,0.535499160253066,-0.0798403520592672,"High vs Low","OLA1",0.535499160253066
"CIR1",2298.82658382874,-0.12666290917421,0.0560456300552212,-2.25999616829021,0.023821488648841,0.226875865194195,-0.0877960383756245,"High vs Low","CIR1",0.226875865194195
"SSFA2",5264.71058195852,-0.122602228613293,0.0795530409893655,-1.54113817760507,0.12328315991953,0.458240260125727,-0.0849813890936695,"High vs Low","SSFA2",0.458240260125727
"CHRNA1",104.60153380272,0.584215908565482,0.230405734744659,2.53559621340555,0.0112256086992155,0.162391792907625,0.404947609860431,"High vs Low","CHRNA1",0.162391792907625
"FAM117B",1097.15700527858,-0.185055006254858,0.0815647339314875,-2.26881149897823,0.0232797914024754,0.224827250621244,-0.128270355834058,"High vs Low","FAM117B",0.224827250621244
"WDR12",1503.08428732181,-0.0498997254676715,0.0834079600692937,-0.598260950468226,0.54966582796649,0.818698293654285,-0.0345878540186318,"High vs Low","WDR12",0.818698293654285
"ABI2",2562.31256513212,0.00274666992093064,0.0614956177538566,0.0446644821412237,0.96437474457535,0.989806165036677,0.00190384651162192,"High vs Low","ABI2",0.989806165036677
"ITGAV",9838.18521692909,-0.19889095062545,0.11810279283151,-1.6840495119298,0.0921721004656448,0.402147073886312,-0.137860701664918,"High vs Low","ITGAV",0.402147073886312
"SLC40A1",9245.69732653742,-0.154134405997506,0.138290046485093,-1.11457339060278,0.26503327842781,0.626960815292185,-0.106837828944453,"High vs Low","SLC40A1",0.626960815292185
"SLC35A5",1502.82857679556,-0.173327164715269,0.0654004831673682,-2.650242877743,0.00804339250964192,0.13762548108243,-0.120141235536838,"High vs Low","SLC35A5",0.13762548108243
"DIRC2",896.411153964485,-0.147385996072301,0.0690340460889818,-2.13497548560789,0.0327630125941445,0.26387499771805,-0.102160187631535,"High vs Low","DIRC2",0.26387499771805
"SENP7",923.821206983135,-0.0941424573743622,0.0683411865104038,-1.37753618544552,0.168346535226974,0.522199608245532,-0.065254578900024,"High vs Low","SENP7",0.522199608245532
"GUCA1C",0.0628573777149825,-0.178001020165785,2.86984309705348,-0.0620246522705517,0.950543200120711,NA,-0.123380905264708,"High vs Low","GUCA1C",NA
"CCDC54",2.15675620471807,-0.185029730415146,0.214321150832797,-0.863329306025875,0.387956435724129,0.723310636793639,-0.128252835957025,"High vs Low","CCDC54",0.723310636793639
"COX17",1363.29836748055,0.0275327201695913,0.0953113327828386,0.28887142132744,0.772679774296545,0.923799276842795,0.019084227358698,"High vs Low","COX17",0.923799276842795
"PARP9",5221.56726136755,-0.0344138239756745,0.0804936474941421,-0.427534657044569,0.668989947800653,0.878751050051099,-0.023853845061025,"High vs Low","PARP9",0.878751050051099
"MNS1",198.495520794996,-0.0790956267298349,0.134587759508891,-0.587688115311925,0.556741654206043,0.823361004690804,-0.0548249106624069,"High vs Low","MNS1",0.823361004690804
"USP8",2600.71415630999,-0.11872788182788,0.0615353192199903,-1.92942660138684,0.0536779239457867,0.329216449538487,-0.0822958965428494,"High vs Low","USP8",0.329216449538487
"SECISBP2L",3448.14009291324,-0.0821476989719301,0.0968685463848412,-0.848032741665929,0.396419736673093,0.730948125080898,-0.0569404459318804,"High vs Low","SECISBP2L",0.730948125080898
"TMOD3",4811.99275021039,-0.00813323179320484,0.0764111549867867,-0.106440372411741,0.915232962446501,0.97468898666479,-0.00563752668630045,"High vs Low","TMOD3",0.97468898666479
"SPPL2A",3761.07780369484,-0.0816310381078681,0.0621093234606429,-1.31431214444955,0.188741182043702,0.54955321951563,-0.0565823239106501,"High vs Low","SPPL2A",0.54955321951563
"GLCE",2015.62166383907,-0.174445043841347,0.100987547355181,-1.72739162807679,0.0840973531601595,0.388209135725582,-0.120916090301286,"High vs Low","GLCE",0.388209135725582
