"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logFC","group","genesymbol","adj.P.Val"
"TSPAN6",3346.3885396196,-0.126786689990852,0.0980914171527617,-1.29253602069386,0.196171579982107,0.55899182892816,-0.0878818366996871,"High vs Low","TSPAN6",0.55899182892816
"TNMD",1.88086781618371,-0.132352045454621,0.349958073564429,-0.378194005089169,0.705286478575883,0.896536365428286,-0.0917394471482125,"High vs Low","TNMD",0.896536365428286
"DPM1",1655.79718960162,-0.100508591068634,0.0817385008622794,-1.2296358510169,0.218833498565939,0.580345542256241,-0.0696672465212765,"High vs Low","DPM1",0.580345542256241
"SCYL3",966.199865314933,-0.0643240594146533,0.0610642406814999,-1.05338343188702,0.292165294493954,0.647878951734545,-0.0445860404254373,"High vs Low","SCYL3",0.647878951734545
"C1orf112",459.20446669976,0.0170075273223226,0.0956392533831266,0.177829988427358,0.858856495340121,0.955238870177456,0.0117887196117641,"High vs Low","C1orf112",0.955238870177456
"FGR",1206.00209381479,-0.0345598177579313,0.143636070857555,-0.240606816599741,0.809859866494186,0.93658282207518,-0.0239550402395756,"High vs Low","FGR",0.93658282207518
"CFH",5628.92786012734,0.0671028818495197,0.150949677820137,0.444538092552113,0.656653594657125,0.872445843451944,0.0465121733614416,"High vs Low","CFH",0.872445843451944
"FUCA2",3757.80410593866,-0.0939371206337239,0.0857616608957305,-1.09532767500775,0.273373107206999,0.634442488216677,-0.0651122503171853,"High vs Low","FUCA2",0.634442488216677
"GCLC",5648.86410286989,0.0208190376500513,0.231732978424375,0.0898406337829277,0.928413857641711,0.978314542606612,0.0144306572491044,"High vs Low","GCLC",0.978314542606612
"NFYA",2256.04754889119,-0.135058683137947,0.0777521984273558,-1.73704005635458,0.082380100755336,0.384888430720949,-0.0936155454272068,"High vs Low","NFYA",0.384888430720949
"STPG1",592.313540814034,0.0369460486760573,0.0816083860937072,0.452723677608743,0.65074772762338,0.86950136554481,0.0256090494726397,"High vs Low","STPG1",0.86950136554481
"NIPAL3",2425.36599401283,-0.0897825772043872,0.0915814456625708,-0.980357719348399,0.32690957254611,0.676270659391698,-0.0622325402526266,"High vs Low","NIPAL3",0.676270659391698
"LAS1L",2230.83875445743,0.0366804662506169,0.0610392742136735,0.600932214924667,0.547885135409779,0.817994130797429,0.0254249617632393,"High vs Low","LAS1L",0.817994130797429
"ENPP4",2258.98076923625,-0.190295978980485,0.100571608062387,-1.89214414134095,0.0584717784172248,0.338170486337119,-0.131903121302218,"High vs Low","ENPP4",0.338170486337119
"SEMA3F",2047.32184931041,0.457463751243773,0.133316832839307,3.43140278313673,0.000600468311112712,0.037764581326759,0.317089709382997,"High vs Low","SEMA3F",0.037764581326759
"CFTR",1133.14026044365,-0.159928596781823,0.245844361584731,-0.650527820735491,0.51535133708998,0.800275446974589,-0.110854055950229,"High vs Low","CFTR",0.800275446974589
"ANKIB1",3387.95094797568,-0.161974093034268,0.0787634873550625,-2.05646167372066,0.0397380368777155,0.286914321198696,-0.112271885910457,"High vs Low","ANKIB1",0.286914321198696
"CYP51A1",291.194877210008,-0.139803221825845,0.1136236260792,-1.23040626892506,0.218545006997055,0.579977114149496,-0.096904209041781,"High vs Low","CYP51A1",0.579977114149496
"KRIT1",1652.92290044968,-0.116096823231461,0.0662706480813165,-1.75185887859442,0.079798076943451,0.380768878598914,-0.0804721856948535,"High vs Low","KRIT1",0.380768878598914
"RAD52",412.386995726509,0.0442582327907519,0.0870933640344691,0.508169976913921,0.611334144006725,0.850860266883938,0.0306774692754753,"High vs Low","RAD52",0.850860266883938
"BAD",1860.31925284745,0.101715035714037,0.082805790505461,1.22835655686819,0.219313148534632,0.580683587587245,0.070503490225739,"High vs Low","BAD",0.580683587587245
"LAP3",6313.82435902419,-0.0831109226612703,0.0816587303613877,-1.01778367473332,0.308780771964498,0.662874958996325,-0.0576081017163953,"High vs Low","LAP3",0.662874958996325
"CD99",8523.2079507281,0.0533299534492141,0.0884047946973301,0.603247297070243,0.546344187675798,0.816924146574957,0.0369655068727159,"High vs Low","CD99",0.816924146574957
"HS3ST1",1259.96158433667,-0.153717924566562,0.159112528602041,-0.966095667746116,0.333996312153193,0.681923714103308,-0.106549146014839,"High vs Low","HS3ST1",0.681923714103308
"AOC1",2066.16728760005,-0.13836528395118,0.29801783476162,-0.464285246760002,0.642443392591147,0.865868753171259,-0.0959075064581368,"High vs Low","AOC1",0.865868753171259
"WNT16",31.070678660157,-0.318998602796964,0.255765651719295,-1.24723003520062,0.212313162899968,0.574477672015027,-0.221112982131278,"High vs Low","WNT16",0.574477672015027
"HECW1",103.340251713597,0.0884761723978855,0.185978475457293,0.475733399686905,0.634264322924452,0.862470729284252,0.0613270094443299,"High vs Low","HECW1",0.862470729284252
"MAD1L1",1715.05961059862,0.237566352191823,0.0850990045539391,2.79164666422443,0.00524405858674532,0.110028951247578,0.164668447217673,"High vs Low","MAD1L1",0.110028951247578
"LASP1",17157.4923796044,-0.0163498796592533,0.0883990288036568,-0.18495542180184,0.853264000489978,0.95305143348237,-0.0113328729883059,"High vs Low","LASP1",0.95305143348237
"SNX11",1417.50245389875,-0.13099130233381,0.0621798144737246,-2.1066531549264,0.0351476555792554,0.271034451207889,-0.090796251890556,"High vs Low","SNX11",0.271034451207889
"TMEM176A",3863.13200880145,-0.122712149146875,0.158448668765389,-0.774459956672603,0.438658839439332,0.758071021525599,-0.0850575802016076,"High vs Low","TMEM176A",0.758071021525599
"M6PR",3876.60082764429,-0.151283425519366,0.0755990863583334,-2.00112769620383,0.0453786303234757,0.305021609875766,-0.104861679864199,"High vs Low","M6PR",0.305021609875766
"KLHL13",172.444387258509,-0.238544149910736,0.212351337484233,-1.12334658560108,0.261290325778954,0.623336709672841,-0.165346204949695,"High vs Low","KLHL13",0.623336709672841
"CYP26B1",296.930482505604,0.0917259120620484,0.166323141342404,0.551492181555274,0.581296324831917,0.836379760126479,0.0635795573300983,"High vs Low","CYP26B1",0.836379760126479
"ICA1",2605.08864145181,0.185627510834312,0.103793452096004,1.78843180456718,0.0737063689010205,0.368564409728451,0.128667185769164,"High vs Low","ICA1",0.368564409728451
"DBNDD1",1691.83177926364,0.313881188051549,0.113346746057882,2.7692121650432,0.00561920302551206,0.113001597151991,0.217565860528737,"High vs Low","DBNDD1",0.113001597151991
"ALS2",1473.77290922631,-0.0454181083806099,0.0542266043655157,-0.837561357787925,0.402277103068552,0.734531341825664,-0.0314814337703858,"High vs Low","ALS2",0.734531341825664
"CASP10",2005.47788963343,-0.181397109874582,0.097983046363207,-1.85131118706162,0.064124797603719,0.348630531816143,-0.125734895271289,"High vs Low","CASP10",0.348630531816143
"CFLAR",9163.57086621592,-0.0132629436689675,0.08383604570005,-0.158200969024945,0.874298440198785,0.960050300289724,-0.00919317201007021,"High vs Low","CFLAR",0.960050300289724
"TFPI",9302.06587412559,-0.0598740544362006,0.184694407660826,-0.324179032784543,0.745802495073674,0.915007094282174,-0.0415015320211451,"High vs Low","TFPI",0.915007094282174
"NDUFAF7",687.484549007935,0.0557184362510043,0.0643572595627715,0.86576769473316,0.386617568387518,0.722747271855093,0.0386210769925928,"High vs Low","NDUFAF7",0.722747271855093
"RBM5",4175.23773508674,-0.00262914180568098,0.0754865088093207,-0.0348292939645971,0.972215861591318,0.991657599559979,-0.00182238222990009,"High vs Low","RBM5",0.991657599559979
"MTMR7",252.369097153979,1.18073565055564,0.215504570720915,5.47893553536148,4.27892210314135e-08,2.15574472735207e-05,0.818423587169257,"High vs Low","MTMR7",2.15574472735207e-05
"SLC7A2",6254.42909857432,0.375762853077729,0.266671095021088,1.40908729927409,0.158809355893964,0.511149119405292,0.260458962169989,"High vs Low","SLC7A2",0.511149119405292
"ARF5",6318.82750845188,0.0596627010005169,0.0821762250465025,0.726033606030875,0.467818169050853,0.774303534593477,0.0413550329830994,"High vs Low","ARF5",0.774303534593477
"SARM1",430.919828780306,0.0518942274344876,0.100968224902171,0.513965928238992,0.607275812161735,0.849071955379077,0.0359703374335517,"High vs Low","SARM1",0.849071955379077
"POLDIP2",5696.66166228285,0.0544095436023348,0.0584424745069312,0.930993152863196,0.351857106062649,0.697446156574673,0.0377138217435119,"High vs Low","POLDIP2",0.697446156574673
"PLXND1",10499.618208834,-0.0526092803651749,0.109880772207275,-0.478785135091104,0.632091492724597,0.861747732036426,-0.0364659743564087,"High vs Low","PLXND1",0.861747732036426
"AK2",7482.74729119145,-0.017395205895544,0.0817521428123075,-0.212779815881783,0.831498707831519,0.945134450852825,-0.0120574379217561,"High vs Low","AK2",0.945134450852825
"CD38",1234.79509900023,-0.0601498620097681,0.171687929059512,-0.350344152552032,0.726080433362543,0.906825562587554,-0.0416927072631405,"High vs Low","CD38",0.906825562587554
"FKBP4",5924.24980042894,-0.10916533137788,0.124206059769717,-0.878905035553637,0.379452768145854,0.718760820455493,-0.0756676416594699,"High vs Low","FKBP4",0.718760820455493
"KDM1A",4338.24073097692,0.0882543875514165,0.0618337632997835,1.42728475256374,0.153497833734972,0.502272932295773,0.061173279903309,"High vs Low","KDM1A",0.502272932295773
"RBM6",3843.31533638387,0.140826943734505,0.0849396702093238,1.65796433383193,0.0973246654913822,0.412135759518375,0.0976137989964465,"High vs Low","RBM6",0.412135759518375
"CAMKK1",666.169092136273,0.0244011377968519,0.117935826271479,0.206901825919144,0.836086530495838,0.947015595257137,0.0169135798663426,"High vs Low","CAMKK1",0.947015595257137
"RECQL",1168.68287554038,-0.0823908158196375,0.10172197953542,-0.809960798992794,0.417962706401305,0.745292899987694,-0.0571089616894155,"High vs Low","RECQL",0.745292899987694
"CCDC132",1241.76716664611,-0.221388882992368,0.0724697232028639,-3.05491553172676,0.00225123916264759,0.0731258033579812,-0.153455080053476,"High vs Low","CCDC132",0.0731258033579812
"HSPB6",409.858941833623,-0.180911595401773,0.185627101213993,-0.974596889239877,0.329760257288609,0.678669337965462,-0.12539836228334,"High vs Low","HSPB6",0.678669337965462
"ARHGAP33",604.521418227753,0.410111081288694,0.16213828719483,2.52939073419404,0.0114260744995798,0.163048554837827,0.284267339711649,"High vs Low","ARHGAP33",0.163048554837827
"NDUFAB1",2452.4515102644,-0.0655246442685301,0.0868814861596907,-0.75418420154662,0.450738622670314,0.764707781155169,-0.045418222431925,"High vs Low","NDUFAB1",0.764707781155169
"PDK4",2346.18076412475,-0.062688555622572,0.193599253999619,-0.32380577056715,0.746085087105056,0.915007094282174,-0.043452395583161,"High vs Low","PDK4",0.915007094282174
"SLC22A16",15.1344926125399,-0.252813323255285,0.219549967324397,-1.15150699558857,0.2495237189433,0.611238748038172,-0.175236842222391,"High vs Low","SLC22A16",0.611238748038172
"ZMYND10",459.680167115328,-0.284729273546663,0.233732681535385,-1.21818340369127,0.223154284988882,0.585963961380372,-0.197359293181751,"High vs Low","ZMYND10",0.585963961380372
"ABCB5",6.70550726300767,0.340230117221964,0.266828225882672,1.27509042979422,0.202277236346197,0.566024714337832,0.235829546493984,"High vs Low","ABCB5",0.566024714337832
"ARX",209.212933638619,-0.51170643256949,0.304335105522569,-1.68139141125651,0.0926869126917938,0.403096854535077,-0.35468787100993,"High vs Low","ARX",0.403096854535077
"SLC25A13",1802.31927987752,-0.032800855424183,0.0840787331209778,-0.390120714318889,0.69644728617828,0.891737693569747,-0.0227358204572269,"High vs Low","SLC25A13",0.891737693569747
"ST7",1908.48558800495,-0.0210019996006048,0.0659697010737756,-0.318358265366667,0.750213192046497,0.916149277140496,-0.0145574768092803,"High vs Low","ST7",0.916149277140496
"CDC27",2975.62006550672,-0.0553103712487221,0.0601118857240777,-0.92012370902162,0.357508115962197,0.702484861952498,-0.0383382278867756,"High vs Low","CDC27",0.702484861952498
"SLC4A1",4.25206125330541,-0.21575618530258,0.214402686635166,-1.00631288109611,0.31426508610418,0.665927226661773,-0.149550791530853,"High vs Low","SLC4A1",0.665927226661773
"CALCR",28.3830323165571,-0.529247063602944,0.222080127348241,-2.38313562731815,0.0171658686770539,0.199974919894265,-0.366846109956011,"High vs Low","CALCR",0.199974919894265
"HCCS",1101.61002866904,-0.0202156893879847,0.0660816174176225,-0.305920014944937,0.75966554635688,0.919991446860612,-0.0140124481023571,"High vs Low","HCCS",0.919991446860612
"DVL2",1654.23478745751,0.163303960374085,0.068714590875332,2.37655435757982,0.0174751863896915,0.201934460598251,0.11319367970757,"High vs Low","DVL2",0.201934460598251
"PRSS22",1483.64567649633,0.0234956425670515,0.15945129936787,0.147353095648627,0.882853325554607,0.963316209650362,0.0162859384007961,"High vs Low","PRSS22",0.963316209650362
"UPF1",6434.20880860175,0.0665084144677846,0.0666385868760198,0.998046591106781,0.318256766706092,0.6693897909259,0.0461001199718573,"High vs Low","UPF1",0.6693897909259
"SKAP2",3267.97588473896,-0.257061421793696,0.103345104477205,-2.48740782733831,0.0128677793107785,0.174388807830658,-0.178181399747032,"High vs Low","SKAP2",0.174388807830658
"SLC25A5",15159.1331299911,-0.0507353291641336,0.0853375088302528,-0.594525547553218,0.552160660253473,0.820796483486374,-0.0351670503649,"High vs Low","SLC25A5",0.820796483486374
"CCDC109B",965.645531895832,0.0166031228459797,0.118184523185396,0.140484747058923,0.888277003059988,0.965752308146446,0.0115084077891813,"High vs Low","CCDC109B",0.965752308146446
"HOXA11",19.6178018801393,1.05586477751604,0.412725366570918,2.55827449203953,0.010519302231852,0.157156988944893,0.731869693587799,"High vs Low","HOXA11",0.157156988944893
"POLR2J",1804.27975737774,0.068642911335587,0.0934430508628966,0.734596213433813,0.462585444782694,0.771418891900177,0.0475796404576885,"High vs Low","POLR2J",0.771418891900177
"DHX33",1184.69375732327,0.120867385136455,0.0703203488063269,1.71881094431631,0.0856488020618358,0.391242758484674,0.0837788872289871,"High vs Low","DHX33",0.391242758484674
"MEOX1",58.5997959588358,0.0187780157129187,0.185522899787698,0.101216700118461,0.919378440022019,0.976120503445462,0.01301592864792,"High vs Low","MEOX1",0.976120503445462
"THSD7A",410.093997194933,0.0258811215533304,0.179523245138306,0.144165851800369,0.885369505525673,0.964198382590067,0.0179394264344203,"High vs Low","THSD7A",0.964198382590067
"LIG3",1744.11418877688,-0.0310596617776545,0.0753649025565351,-0.412123690524976,0.68024876526079,0.884738031949441,-0.0215289169903267,"High vs Low","LIG3",0.884738031949441
"RPAP3",1503.11220857365,-0.025296844088697,0.0582558865641596,-0.43423670260063,0.664116563249492,0.876772702450845,-0.0175344361571449,"High vs Low","RPAP3",0.876772702450845
"ACSM3",868.642148500021,0.198324296399652,0.176884544175725,1.12120760648611,0.262199502694483,0.624579966222488,0.137467926885954,"High vs Low","ACSM3",0.624579966222488
"AC004381.6",252.302199814618,0.0439240696156591,0.107941041670265,0.406926493722722,0.684061976632612,0.886645613534317,0.0304458450128129,"High vs Low","AC004381.6",0.886645613534317
"CIAPIN1",2374.65968687285,0.0520195456829791,0.0675155066899904,0.770482933970061,0.441013474588273,0.758670339429718,0.0360572014241662,"High vs Low","CIAPIN1",0.758670339429718
"SPPL2B",2454.32202158663,0.207955283182624,0.104862620868909,1.98312116805275,0.0473538966567836,0.311405954918087,0.144143618220581,"High vs Low","SPPL2B",0.311405954918087
"FAM214B",1382.66742825695,-0.0378679683172261,0.0796150649153402,-0.475638226979951,0.634332136564787,0.862470729284252,-0.0262480754726186,"High vs Low","FAM214B",0.862470729284252
"COPZ2",524.247008510942,-0.148004277273292,0.128569271477913,-1.15116369231911,0.249664899037031,0.611419426658739,-0.102588747502795,"High vs Low","COPZ2",0.611419426658739
"PRKAR2B",824.038859100961,0.129875137403177,0.153860615661013,0.844109045353875,0.398608473602565,0.732490559606469,0.0900225853158475,"High vs Low","PRKAR2B",0.732490559606469
"MSL3",1524.12470184014,-0.0285892713952818,0.0536060388876456,-0.533321841876862,0.593810810558575,0.8421916383407,-0.0198165728619027,"High vs Low","MSL3",0.8421916383407
"CREBBP",5680.49943508661,0.0404288978569188,0.073303320191532,0.551528876881474,0.581271176888743,0.836379760126479,0.0280231765626692,"High vs Low","CREBBP",0.836379760126479
"BZRAP1",1018.48714307893,-0.0476517222487633,0.159836475590075,-0.298127959045927,0.765605503058974,0.922096165563829,-0.0330296569255559,"High vs Low","BZRAP1",0.922096165563829
"MPO",26.9019878144152,-0.0522499331934202,0.177055316395457,-0.295105135825003,0.767913566528538,0.922133793944804,-0.0362168938774647,"High vs Low","MPO",0.922133793944804
"PON1",108.253506549714,-0.450981575901388,0.244128545992105,-1.84731193178848,0.0647019446493731,0.34977583751036,-0.312596607820528,"High vs Low","PON1",0.34977583751036
"GCFC2",939.835416054652,-0.0377088289274977,0.0700915730704592,-0.537993759814622,0.59058135669734,0.840592785045576,-0.0261377684533123,"High vs Low","GCFC2",0.840592785045576
"WDR54",787.860286167783,-0.0752155928248124,0.10989649286095,-0.684422140022076,0.493708639391976,0.788794361579658,-0.0521354761006636,"High vs Low","WDR54",0.788794361579658
"CROT",776.155465978561,-0.159904511242474,0.0910702585223927,-1.75583679937788,0.0791162789337601,0.378909942176289,-0.110837361126537,"High vs Low","CROT",0.378909942176289
"ABCB4",127.650879701414,-0.08888145301504,0.194020252890393,-0.458103995283685,0.646877728695685,0.867774778000808,-0.0616079285614463,"High vs Low","ABCB4",0.867774778000808
"KMT2E",4338.80834711899,-0.0378307920775774,0.065814958188776,-0.574805380397993,0.565422927525224,0.827422594523559,-0.0262223068669223,"High vs Low","KMT2E",0.827422594523559
"RHBDD2",6042.64979717327,0.0955017552561348,0.070107018012478,1.3622281757746,0.173125886455274,0.529508297241031,0.0661967723943158,"High vs Low","RHBDD2",0.529508297241031
"SOX8",63.2515771483511,-0.290315083807544,0.214449374464042,-1.353769786147,0.175809835815902,0.532996816568654,-0.201231081815223,"High vs Low","SOX8",0.532996816568654
"IBTK",3281.28811399968,-0.121997904200803,0.0664629610706319,-1.83557732360364,0.0664201934739113,0.352963096699774,-0.0845625033310092,"High vs Low","IBTK",0.352963096699774
"ZNF195",1189.08866136248,0.0201199639781626,0.0774361551288681,0.259826484730281,0.79499762052263,0.93175262316116,0.013946096304431,"High vs Low","ZNF195",0.93175262316116
"MYCBP2",2967.06349106265,-0.0735451404501112,0.0842728519922213,-0.872702640429206,0.382825178139596,0.720261613587888,-0.0509776067468798,"High vs Low","MYCBP2",0.720261613587888
"FBXL3",2338.83935507512,-0.144245040350977,0.0711465342642218,-2.02743593686918,0.0426178498604591,0.296607806185398,-0.0999830430290356,"High vs Low","FBXL3",0.296607806185398
"ITGAL",2173.19280790274,0.0834283257838453,0.144042553739192,0.579192215204012,0.562459483030994,0.826219133695079,0.057828108795909,"High vs Low","ITGAL",0.826219133695079
"PDK2",1094.70904608755,-0.122441247609256,0.0930930852736983,-1.31525609285881,0.188423849090407,0.54920514230048,-0.0848698055645982,"High vs Low","PDK2",0.54920514230048
"ITGA3",25355.8090335201,-0.034726441509139,0.1416083204549,-0.245228821283836,0.806279261418573,0.935903165718314,-0.0240705350229396,"High vs Low","ITGA3",0.935903165718314
"ZFX",1598.19441494252,-0.135377904481241,0.0645857576090389,-2.09609532337969,0.0360737357936098,0.274678880159348,-0.0938368128012855,"High vs Low","ZFX",0.274678880159348
"LAMP2",10752.723653701,-0.233080751998645,0.0844444085957694,-2.7601679717409,0.00577716493255906,0.114389127054393,-0.161559266090653,"High vs Low","LAMP2",0.114389127054393
"ITGA2B",92.6839718506455,0.576646960003638,0.193710580013929,2.97684803773843,0.002912283214013,0.0823445431664924,0.399701214504985,"High vs Low","ITGA2B",0.0823445431664924
"ASB4",53.2469747164139,0.0679018171898794,0.223152178608693,0.304284805164049,0.760910920384357,0.920396019032671,0.0470659531400616,"High vs Low","ASB4",0.920396019032671
"GDE1",6486.07672377149,-0.00473510573482508,0.0827964996250393,-0.0571896850261661,0.954394094869942,0.986182827766868,-0.00328212518974728,"High vs Low","GDE1",0.986182827766868
"C19orf60",1106.59651533136,0.329654017213431,0.112561123894847,2.92866671730631,0.00340419218045212,0.0892223028567344,0.22849875259175,"High vs Low","C19orf60",0.0892223028567344
"CRLF1",7689.85521674103,-0.0303681535526028,0.33841686324518,-0.0897359347326653,0.928497059337168,0.978314542606612,-0.0210496000137981,"High vs Low","CRLF1",0.978314542606612
"OSBPL7",1111.35311458503,-0.021826311473691,0.117427647390075,-0.185870295103397,0.852546477321923,0.952982837109595,-0.0151288462600122,"High vs Low","OSBPL7",0.952982837109595
"TMEM98",3868.30817913994,-0.135840088176327,0.134160926726786,-1.01251602452747,0.311291388754247,0.663624950614879,-0.0941571741264356,"High vs Low","TMEM98",0.663624950614879
"YBX2",326.349779860494,0.184087048576314,0.281436465642074,0.654098068479984,0.513048625817071,0.799960033280305,0.127599418698274,"High vs Low","YBX2",0.799960033280305
"KRT33A",0.337391189990529,1.03170209806879,0.754798898222326,1.36685692109331,0.171670157063053,NA,0.715121400454165,"High vs Low","KRT33A",NA
"MAP3K14",1072.54892039492,-0.08134473905329,0.102474584874521,-0.793804035926527,0.427309522737577,0.750585917973205,-0.0563838765281725,"High vs Low","MAP3K14",0.750585917973205
"ABCC8",58.7109196429648,0.64410636411382,0.318103487684422,2.02483276370995,0.0428845395436245,0.297432621820415,0.446460510266212,"High vs Low","ABCC8",0.297432621820415
"CACNG3",0.69382379245297,0.177939081663052,0.379179340531981,0.469274199942981,0.63887365429763,0.864165465734336,0.123337972766171,"High vs Low","CACNG3",0.864165465734336
"TMEM132A",3063.60894438177,0.0714939384487305,0.141759558455613,0.504332400775053,0.614027812485622,0.851879632452515,0.0495558218628638,"High vs Low","TMEM132A",0.851879632452515
"AP2B1",13551.9682272668,0.0321954419965059,0.0704423279326732,0.457046820304936,0.647637392899539,0.867774778000808,0.0223161798467593,"High vs Low","AP2B1",0.867774778000808
"TAC1",6.85686056444742,-0.0850193979614592,0.561710210271958,-0.151358113857849,0.879693229030549,0.962381896386424,-0.0589309559898894,"High vs Low","TAC1",0.962381896386424
"ZNF263",1594.04340966998,0.040136566917571,0.0551309924068199,0.728021846974878,0.46660021284575,0.77342198592309,0.0278205481962699,"High vs Low","ZNF263",0.77342198592309
"CX3CL1",5338.19701947722,-0.0944200751570564,0.18915214866267,-0.499175271465953,0.61765591377764,0.854219647279766,-0.0654470088833718,"High vs Low","CX3CL1",0.854219647279766
"SPATA20",3728.20623852479,-0.0252722548006525,0.0964894084039885,-0.261917398175361,0.79338512592685,0.931197246572054,-0.0175173921614648,"High vs Low","SPATA20",0.931197246572054
"CACNA1G",68.9123467435059,-0.690139738555215,0.22685315828999,-3.04223112324052,0.00234831508924466,0.0748530593561166,-0.478368413971925,"High vs Low","CACNA1G",0.0748530593561166
"TNFRSF12A",4015.47891566444,0.092153155424099,0.139695017204174,0.65967389008164,0.509463125599543,0.798490555565063,0.0638756998619166,"High vs Low","TNFRSF12A",0.798490555565063
"DLX6",56.5709619676727,-0.20752619341545,0.413030551666326,-0.502447561271698,0.61535273035681,0.852856495480971,-0.143846195858257,"High vs Low","DLX6",0.852856495480971
"MAP3K9",1487.08257618535,-0.141300484610268,0.10278585547087,-1.37470748249319,0.169222150544459,0.523751219185129,-0.0979420325193615,"High vs Low","MAP3K9",0.523751219185129
"RALA",3851.01866111733,0.0913743716910695,0.0678739335376497,1.34623657313723,0.178226233679166,0.535499160253066,0.0633358881131012,"High vs Low","RALA",0.535499160253066
"BAIAP2L1",4401.06958226813,-0.0929838947681964,0.0903333842395867,-1.02934142843115,0.303319262054692,0.658523037573133,-0.064451524496058,"High vs Low","BAIAP2L1",0.658523037573133
"KDM7A",2036.99870293955,-0.11078193310819,0.0733867763083711,-1.50956260352253,0.131155069705732,0.469487174393836,-0.0767881845909227,"High vs Low","KDM7A",0.469487174393836
"ETV1",2018.60284931387,0.0766789896297849,0.163454780287292,0.46911439050612,0.638987873461056,0.864165465734336,0.0531498254700706,"High vs Low","ETV1",0.864165465734336
"AGK",1573.16128890664,0.118645948195225,0.0595899449780356,1.99103973395104,0.0464765191200856,0.308972602756469,0.0822391044763816,"High vs Low","AGK",0.308972602756469
"ALDH3B1",6020.61372447245,-0.195466048265431,0.152335601793934,-1.28312781755272,0.199447299461543,0.563366402481545,-0.135486740250378,"High vs Low","ALDH3B1",0.563366402481545
"TTC22",989.418377151365,-0.123598845121466,0.117207978047051,-1.0545258708571,0.291642222477538,0.647097988795456,-0.0856721910164098,"High vs Low","TTC22",0.647097988795456
"PHTF2",1775.51425660187,-0.127435915778504,0.0824335681779785,-1.54592259676741,0.122123262501809,0.457096598865768,-0.0883318457239446,"High vs Low","PHTF2",0.457096598865768
"CCL26",23.9100670468785,-0.101605084931544,0.205667145843568,-0.494026814612509,0.621287242232941,0.856425848216396,-0.0704272781508538,"High vs Low","CCL26",0.856425848216396
"FARP2",1802.70453992944,-0.0893497793229846,0.0663474481904584,-1.34669503891838,0.178078470739905,0.535499160253066,-0.06193254762138,"High vs Low","FARP2",0.535499160253066
"USH1C",82.3443010218453,-0.946262810230797,0.299527152004996,-3.15918875433041,0.00158208987967234,0.060536633222821,-0.655899398980208,"High vs Low","USH1C",0.060536633222821
"GGCT",2927.47474529823,0.247710312953869,0.109336264223987,2.26558237298476,0.0234769653383111,0.225630880771732,0.171699705019596,"High vs Low","GGCT",0.225630880771732
"DBF4",687.002845926616,-0.156215014555916,0.109113169057995,-1.43167883312863,0.152235756834399,0.500640632274873,-0.108279996900564,"High vs Low","DBF4",0.500640632274873
"TBXA2R",143.37653994802,0.211605501819387,0.107652851172886,1.96562840197848,0.0493415508180579,0.318019796441761,0.146673756977081,"High vs Low","TBXA2R",0.318019796441761
"IFRD1",2224.77099641173,0.0907737051290465,0.115320584368973,0.787142257609552,0.431198594544983,0.753043788254266,0.0629195377791785,"High vs Low","IFRD1",0.753043788254266
"LGALS14",0.363956850666493,-0.140071277576057,0.602083182426997,-0.23264439476856,0.816037550955933,NA,-0.0970900111292735,"High vs Low","LGALS14",NA
"COX10",699.755285533341,-0.00353885803079805,0.0635101229032985,-0.0557211648950258,0.955563938546947,0.986445798935715,-0.0024529494664496,"High vs Low","COX10",0.986445798935715
"GTF2IRD1",1723.34712398748,0.164456936051224,0.0836452141698863,1.96612487257438,0.0492841879349021,0.318019796441761,0.113992861547433,"High vs Low","GTF2IRD1",0.318019796441761
"PAF1",3438.47885372483,0.0562297121581148,0.0727253728080088,0.773178740610355,0.439416606008736,0.758368920275996,0.0389754664460945,"High vs Low","PAF1",0.758368920275996
"VPS41",3732.16870589332,-0.0373492190900202,0.0639492249561326,-0.584044906183628,0.559190099922586,0.825176009936606,-0.0258885059083632,"High vs Low","VPS41",0.825176009936606
"ARHGAP44",1180.38651988007,-0.118855656159851,0.143043363913483,-0.830906467158718,0.406026469946764,0.737216531105734,-0.0823844629608032,"High vs Low","ARHGAP44",0.737216531105734
"ELAC2",2905.99776846846,0.0937345352608404,0.0607320943341362,1.54341022302197,0.122731274827013,0.457582974646167,0.0649718288371482,"High vs Low","ELAC2",0.457582974646167
"SCIN",2348.52123009856,0.00962207929146291,0.221949836669899,0.0433524954820022,0.965420545183641,0.990263116615524,0.00666951713200178,"High vs Low","SCIN",0.990263116615524
"ARSD",6032.2243201777,-0.0472893089453575,0.114249697613958,-0.413911895899671,0.678938631524136,0.883919308739771,-0.0327784511661027,"High vs Low","ARSD",0.883919308739771
"PNPLA4",871.176591353629,-0.0475200918909673,0.0978531448542518,-0.485626618968113,0.627231919861227,0.858602446382367,-0.0329384177141735,"High vs Low","PNPLA4",0.858602446382367
"MYH13",8.11774412116364,0.0430679103996362,0.249765381059753,0.172433466226982,0.863096763952873,0.957003613199028,0.0298524006661162,"High vs Low","MYH13",0.957003613199028
"ADIPOR2",3803.70151997938,-0.170841320635592,0.079742031293203,-2.1424249904975,0.0321592986949851,0.261792280265236,-0.118418179721698,"High vs Low","ADIPOR2",0.261792280265236
